,state_code,lat,lon,lat_zone,bird
1576,16.0,39.14,-98.79,2.0,7.0
4195,44.0,40.43,-110.61,2.0,0.0
4725,44.0,38.29,-109.67,2.0,0.0
3426,5.0,38.55,-104.01,2.0,5.0
4709,32.0,43.79,-75.01,2.0,2.0
1150,11.0,20.52,-158.21,1.0,4.0
4194,8.0,39.55,-75.5,2.0,1.0
6222,11.0,21.51,-158.67,1.0,4.0
6419,0.0,62.61,-164.37,0.0,8.0
4075,32.0,36.27,-107.33,2.0,3.0
4012,32.0,43.59,-74.87,2.0,2.0
6519,32.0,44.37,-75.83,2.0,2.0
1327,0.0,65.29,-164.79,0.0,8.0
4863,44.0,38.67,-109.59,2.0,0.0
1768,11.0,19.46,-155.87,1.0,4.0
3113,44.0,41.83,-111.19,2.0,0.0
989,44.0,40.85,-112.39,2.0,0.0
1613,8.0,38.63,-75.49,2.0,1.0
4567,0.0,64.11,-153.43,0.0,8.0
7336,17.0,114.99,-129.99,2.0,6.0
7290,44.0,88.49,-152.09,2.0,0.0
4011,49.0,39.46,-78.65,2.0,6.0
3150,49.0,39.56,-79.29,2.0,6.0
3204,17.0,37.41,-85.01,2.0,6.0
3849,32.0,43.19,-77.85,2.0,2.0
4066,32.0,43.67,-74.95,2.0,2.0
4910,11.0,20.83,-156.91,1.0,4.0
340,32.0,33.85,-106.19,2.0,3.0
1468,49.0,38.05,-81.61,2.0,6.0
3681,32.0,36.59,-104.51,2.0,3.0
187,8.0,38.19,-75.85,2.0,1.0
3081,44.0,41.83,-111.19,2.0,0.0
310,5.0,40.19,-105.35,2.0,5.0
4511,17.0,37.99,-86.67,2.0,6.0
7037,49.0,39.49,-79.49,2.0,6.0
3334,49.0,38.79,-79.59,2.0,6.0
3761,44.0,39.51,-112.45,2.0,0.0
3452,17.0,37.25,-85.35,2.0,6.0
2867,32.0,42.91,-75.15,2.0,2.0
4966,17.0,36.95,-85.57,2.0,6.0
987,17.0,37.51,-83.71,2.0,6.0
1274,16.0,38.74,-100.45,2.0,7.0
7025,32.0,34.48,-104.05,2.0,3.0
7413,5.0,220.09,-166.99,2.0,5.0
7549,32.0,639.09,-187.09,2.0,2.0
3952,44.0,40.79,-112.45,2.0,0.0
6172,0.0,67.75,-159.89,0.0,8.0
6992,0.0,64.85,-160.03,0.0,8.0
6675,16.0,42.31,-98.03,2.0,7.0
7708,11.0,20.45,-155.98,1.0,4.0
6239,0.0,62.35,-164.25,0.0,8.0
3194,5.0,39.07,-102.87,2.0,5.0
1824,5.0,39.51,-108.15,2.0,5.0
3443,11.0,20.47,-156.01,1.0,4.0
6423,49.0,37.97,-82.35,2.0,6.0
6230,11.0,20.31,-157.19,1.0,4.0
329,32.0,35.89,-107.91,2.0,3.0
354,16.0,38.65,-95.35,2.0,7.0
7624,0.0,139.09,-257.09,0.0,8.0
335,8.0,38.49,-75.29,2.0,1.0
6986,44.0,37.15,-112.25,2.0,0.0
3957,49.0,39.74,-78.59,2.0,6.0
1800,32.0,33.51,-107.29,2.0,3.0
7064,0.0,66.87,-152.39,0.0,8.0
4721,49.0,40.35,-80.83,2.0,6.0
3878,49.0,40.59,-79.91,2.0,6.0
7637,49.0,972.09,-201.09,2.0,6.0
4655,11.0,22.15,-157.49,1.0,4.0
1835,8.0,38.81,-75.51,2.0,1.0
358,44.0,38.05,-110.59,2.0,0.0
2990,49.0,39.56,-79.29,2.0,6.0
3328,0.0,66.59,-163.01,0.0,8.0
6539,0.0,62.73,-164.45,0.0,8.0
7771,5.0,38.13,-107.99,2.0,5.0
3122,5.0,38.29,-103.79,2.0,5.0
7731,5.0,38.49,-107.49,2.0,5.0
3519,32.0,42.93,-74.03,2.0,2.0
1682,11.0,19.85,-155.85,1.0,4.0
3648,0.0,69.85,-158.29,0.0,8.0
4992,16.0,38.55,-100.29,2.0,7.0
1273,5.0,37.21,-106.49,2.0,5.0
4005,16.0,38.45,-98.71,2.0,7.0
1853,5.0,37.56,-102.11,2.0,5.0
7181,11.0,25.39,-160.29,1.0,4.0
3554,5.0,38.55,-104.01,2.0,5.0
3569,16.0,39.29,-96.85,2.0,7.0
6840,17.0,37.29,-82.87,2.0,6.0
6488,16.0,40.45,-98.29,2.0,7.0
3591,16.0,38.73,-99.19,2.0,7.0
4864,11.0,20.39,-156.67,1.0,4.0
6993,16.0,38.07,-99.03,2.0,7.0
1118,17.0,38.19,-85.23,2.0,6.0
1573,17.0,36.89,-87.38,2.0,6.0
4662,8.0,38.41,-75.59,2.0,1.0
1193,17.0,37.59,-87.99,2.0,6.0
3839,16.0,39.53,-95.19,2.0,7.0
6641,49.0,39.85,-81.01,2.0,6.0
1301,16.0,39.23,-98.19,2.0,7.0
373,0.0,69.31,-149.85,0.0,8.0
7201,11.0,28.49,-163.49,1.0,4.0
