,state_code,lat,lon,lat_zone,bird
7905,11.0,23.99,-156.09,1.0,4.0
6732,11.0,21.79,-158.73,1.0,4.0
7168,17.0,38.53,-83.93,2.0,6.0
2137,11.0,23.55,-158.37,1.0,4.0
1483,32.0,120.99,-113.99,2.0,2.0
2925,8.0,57.09,-93.09,2.0,1.0
8163,16.0,54.69,-108.49,2.0,7.0
2597,5.0,40.67,-104.41,2.0,5.0
6662,5.0,39.11,-104.83,2.0,5.0
3813,11.0,21.11,-159.89,1.0,4.0
2770,44.0,47.09,-122.09,2.0,0.0
1114,16.0,55.99,-113.99,2.0,7.0
615,8.0,38.69,-75.34,2.0,1.0
396,11.0,22.47,-158.93,1.0,4.0
1937,11.0,20.31,-156.21,1.0,4.0
2129,11.0,23.23,-158.19,1.0,4.0
179,32.0,34.49,-107.53,2.0,3.0
2356,44.0,55.29,-129.31,2.0,0.0
734,32.0,42.49,-77.59,2.0,2.0
3842,0.0,64.97,-155.47,0.0,8.0
2252,44.0,48.01,-121.75,2.0,0.0
3077,16.0,96.09,-158.09,2.0,7.0
2107,16.0,41.41,-103.77,2.0,7.0
8223,16.0,57.09,-109.69,2.0,7.0
1520,17.0,122.99,-126.99,2.0,6.0
8824,49.0,38.97,-81.25,2.0,6.0
7331,0.0,61.01,-141.97,0.0,8.0
1124,17.0,56.99,-93.99,2.0,6.0
7031,8.0,38.85,-75.55,2.0,1.0
8630,16.0,37.67,-96.85,2.0,7.0
6162,5.0,39.17,-107.47,2.0,5.0
3266,16.0,125.09,-179.09,2.0,7.0
7007,17.0,38.35,-84.05,2.0,6.0
2037,11.0,20.71,-156.77,1.0,4.0
2296,5.0,78.19,-123.95,2.0,5.0
4411,44.0,41.79,-111.57,2.0,0.0
1149,49.0,61.99,-91.99,2.0,6.0
7642,49.0,39.01,-80.59,2.0,6.0
2783,44.0,49.09,-124.09,2.0,0.0
6390,44.0,37.53,-110.37,2.0,0.0
1978,32.0,43.43,-74.73,2.0,2.0
1969,32.0,42.99,-74.21,2.0,2.0
6579,44.0,37.55,-110.39,2.0,0.0
6864,44.0,37.85,-112.21,2.0,0.0
6460,17.0,38.03,-85.49,2.0,6.0
1202,17.0,69.99,-99.99,2.0,6.0
8460,44.0,38.56,-110.29,2.0,0.0
6883,44.0,37.67,-112.49,2.0,0.0
3638,49.0,38.43,-79.63,2.0,6.0
2240,16.0,47.95,-109.65,2.0,7.0
7383,5.0,39.27,-102.79,2.0,5.0
6620,0.0,57.31,-134.55,2.0,8.0
882,5.0,38.28,-102.65,2.0,5.0
8137,0.0,69.29,-159.49,0.0,8.0
3963,11.0,22.99,-159.29,1.0,4.0
6555,16.0,39.49,-100.83,2.0,7.0
1789,32.0,43.85,-76.51,2.0,2.0
8298,17.0,56.89,-95.69,2.0,6.0
6278,49.0,38.46,-80.59,2.0,6.0
1616,17.0,138.99,-134.99,2.0,6.0
6875,0.0,62.91,-143.59,0.0,8.0
8286,32.0,66.09,-91.09,2.0,2.0
984,44.0,39.59,-113.59,2.0,0.0
6284,8.0,39.02,-75.56,2.0,1.0
1481,11.0,98.99,179.99,1.0,4.0
4350,16.0,39.39,-101.53,2.0,7.0
3777,16.0,39.43,-101.81,2.0,7.0
745,16.0,39.47,-96.81,2.0,7.0
7558,8.0,39.03,-75.29,2.0,1.0
4091,44.0,41.79,-111.57,2.0,0.0
2233,17.0,42.47,-89.23,2.0,6.0
1529,11.0,106.99,179.99,1.0,4.0
6274,11.0,22.39,-159.29,1.0,4.0
1790,49.0,37.67,-81.19,2.0,6.0
8620,17.0,37.49,-85.39,2.0,6.0
2926,44.0,71.09,-146.09,2.0,0.0
4386,44.0,40.43,-112.99,2.0,0.0
8907,11.0,20.45,-155.91,1.0,4.0
167,32.0,41.79,-75.57,2.0,2.0
1552,0.0,152.99,179.99,0.0,8.0
1702,8.0,39.51,-75.65,2.0,1.0
746,32.0,35.69,-108.51,2.0,3.0
7006,8.0,38.99,-75.53,2.0,1.0
2078,32.0,45.79,-76.33,2.0,2.0
6900,49.0,38.41,-80.23,2.0,6.0
1489,32.0,115.99,-143.99,2.0,3.0
6728,8.0,39.07,-75.07,2.0,1.0
210,8.0,38.67,-75.36,2.0,1.0
1490,17.0,117.99,-123.99,2.0,6.0
1307,8.0,87.99,-100.99,2.0,1.0
7453,11.0,19.73,-155.39,1.0,4.0
6417,44.0,37.51,-110.33,2.0,0.0
6414,5.0,39.09,-107.51,2.0,5.0
638,32.0,35.69,-108.51,2.0,3.0
7293,49.0,39.07,-79.45,2.0,6.0
7215,11.0,19.89,-155.33,1.0,4.0
2614,44.0,37.59,-110.97,2.0,0.0
2943,11.0,58.09,-179.09,1.0,4.0
4032,0.0,69.79,-143.43,0.0,8.0
3405,5.0,40.59,-102.99,2.0,5.0
