,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
162,3,1.8652006209549492,2022,0,4395.153065185164,1,98115,1298195
196,1,1.0748278639872997,814,0,381.40545826329,1,98199,486482
1,3,2.075688488765304,2064,0,1816.1742733579208,1,98106,848161
189,2,3.7793018912746463,1589,0,1673.033099580316,1,98116,997352
294,3,2.5179147621397835,2206,0,3713.303397978128,1,98103,673281
172,5,2.487288168228063,2825,0,3214.0938515969283,1,98115,1586100
183,1,3.127755237974702,1931,0,6399.754334987245,1,98139,825582
176,1,1.7730258115729471,974,0,6989.256330423148,1,98142,815648
284,3,3.5463608269391744,1885,0,7055.259257681299,1,98108,1333687
99,2,0.9783334720375748,849,0,1546.7434559502651,1,98115,654889
151,2,2.480576197466996,1507,0,0.23,1,98102,1413678
41,3,3.979653525141784,3350,0,4187.933790084134,1,98104,2065199
273,4,3.7155571975663615,3301,0,4724.17642666973,1,98108,1691726
63,2,2.5241255287912825,1403,0,3823.9476564539664,1,98142,1114991
263,2,1.1487277054558929,1578,0,5774.390986750595,1,98120,850533
193,3,3.505952810763532,1862,0,3981.8372008442634,1,98116,763599
103,1,0.9747089603882196,707,0,554.1225824518001,0,98103,402299
22,2,1.9160295057842207,1081,0,632.1461506335304,1,98124,711181
310,3,2.5768684891119933,2233,0,5492.55727584224,1,98139,1056489
144,2,1.8366568521974695,990,0,1235.5309183598158,1,98126,678735
0,1,1.6906246796180826,1135,0,0.23,0,98104,747492
322,1,3.617503779199229,2127,0,3365.4981017097225,1,98108,1335525
304,1,1.097352863537134,1112,0,0.23,0,98116,554837
89,3,2.135724190217175,1198,0,5810.716685662711,1,98196,958170
266,1,1.202911656302972,1003,0,6306.289760905673,1,98122,649747
320,1,1.5773219240162246,813,0,0.23,0,98137,462788
256,3,3.7865400184921008,1846,0,2758.069836763939,1,98106,1684043
299,5,3.64421328884248,2011,0,2901.330697683571,1,98104,1843579
90,1,1.7959400267675496,1020,0,357.9499328759103,0,98109,268046
318,6,5.275702432852656,2221,0,0.23,0,98119,801456
244,2,2.0805832176975003,1676,0,4028.392539181668,1,98125,736157
148,1,1.0470578084361244,698,0,6155.778738730997,1,98140,529329
214,2,1.8401601154894296,1026,0,4590.067894899997,1,98140,342159
42,2,3.1352143884710366,1726,0,373.4368637523799,1,98114,1838194
53,2,2.5227069908871447,2337,0,3826.014989455178,1,98107,1394996
101,2,1.1281491626314093,925,0,4680.400832894888,1,98199,637522
37,2,3.5102115996880583,1713,0,992.6931309657878,1,98117,884924
51,3,3.104111682805434,3180,0,8421.419257696987,1,98190,737212
80,3,1.0953838311381363,1962,0,5257.79675671392,1,98114,657151
303,3,3.399547896255879,4264,0,9436.150012441038,0,98139,2994287
233,1,1.0530776819644072,1031,0,4007.2977266439766,1,98117,416722
4,2,2.011582971173428,1313,0,5090.254271690953,1,98199,413884
321,2,1.9383430440628329,906,0,3157.4846872127955,1,98105,642613
307,2,2.458595101571843,1103,0,0.23,0,98152,347880
314,2,2.504226751717318,1102,0,341.48909679090985,0,98114,704209
297,4,3.692384524433306,1883,0,524.406902264358,1,98105,632108
35,3,2.02977997724527,1599,0,3180.7567285022324,1,98144,631777
166,2,2.1794204418340386,1590,0,2300.62895585832,1,98115,628638
45,3,4.96383610569643,3625,0,8495.98821602666,1,98130,1182821
195,2,2.1854167218091582,1134,0,7206.523950841052,1,98124,599166
33,1,1.983819529951452,1069,0,253.15340654180025,1,98105,794519
14,3,1.1224598632893266,1129,0,815.734648036447,1,98118,513933
127,2,2.042090099442404,1393,0,1558.9035300564933,1,98126,1356953
163,2,1.981021306609172,981,0,5952.099631076174,1,98107,732358
302,2,2.479663117025262,1654,0,2237.069435476686,1,98139,1121999
190,1,1.0277306195774687,1105,0,3521.686657618059,1,98106,747426
240,4,5.572931477667745,4295,0,8489.321907110358,1,98183,1667115
175,5,3.6011360783161592,3467,0,4461.157974004005,1,98114,1835002
43,3,2.0361804703366264,1058,0,5450.130899575568,1,98125,845936
324,2,2.1315266498994268,2154,0,3946.333040022439,1,98114,2081105
79,2,3.105204114660457,2051,0,4331.861288513317,1,98114,1388388
202,2,2.061917109898907,1086,0,460.66691368272456,1,98116,749851
184,3,1.823915553582281,2346,0,4290.221484426502,1,98112,1673025
5,2,2.51220704155961,1593,0,2863.787267204444,1,98129,877040
239,3,3.002854347835169,2192,0,6573.903103433741,1,98126,607477
36,3,1.7487830534041429,1457,0,0.23,0,98108,1236523
154,2,3.71408307046773,1200,0,742.2736096844,1,98114,1644616
28,3,3.335768724089635,1869,0,682.3389188266807,0,98135,899571
95,3,1.0128769359697156,872,0,4624.554065526805,1,98117,836769
271,3,1.8170061421671175,1774,0,6593.3562840897575,1,98141,869366
325,2,1.9132320912165688,1138,0,704.9641569787475,1,98117,888878
215,2,2.412131344676052,1455,0,1670.1553995033792,1,98124,786719
27,2,1.1619108147230282,960,0,8036.447783116117,1,98123,645378
203,6,1.127477083551486,1660,0,0.23,0,98104,1511101
85,3,4.08030691025142,2789,0,5587.76426149124,1,98117,1569157
88,3,1.8647738927973465,1914,0,7412.496012933295,1,98118,599636
226,3,2.540441684983772,1361,0,1355.9763741518996,1,98105,1272625
112,3,1.9303135171163688,1548,0,8432.423486487549,1,98139,914088
12,2,2.103051399906271,676,0,4607.438838595477,0,98104,384328
241,1,1.0657013992005846,1071,0,5126.701820882159,0,98174,559249
248,3,3.5615914089058363,1283,0,3655.920932561868,1,98134,1821145
