,state_code,lat,lon,lat_zone,bird
305,49,39.54,-81.0,2,6
201,5,38.84,-103.14,2,5
288,0,62.32,-148.68,0,8
458,29,41.06,-99.77,2,7
446,44,40.4,-111.36,2,0
455,50,44.09,-108.95,2,7
76,11,22.06,-159.37,1,4
219,35,39.7,-82.4,2,6
237,50,44.01,-105.23,2,7
208,28,47.51,-98.26,2,7
387,49,39.57,-80.38,2,6
255,45,38.72,-78.15,2,6
275,35,39.67,-83.71,2,6
181,11,20.73,-156.43,1,4
433,24,36.99,-94.45,2,2
395,27,35.46,-79.16,2,6
213,50,42.78,-110.91,2,7
48,34,44.82,-74.57,2,2
18,44,38.97,-110.21,2,0
299,49,37.94,-82.13,2,6
432,28,48.39,-99.56,2,7
136,50,44.59,-106.17,2,7
127,29,41.38,-103.21,2,7
70,37,43.27,-123.82,2,7
301,35,41.66,-83.99,2,6
236,32,31.57,-108.67,2,3
39,34,44.79,-75.03,2,2
333,8,39.15,-75.75,2,1
276,44,40.02,-111.81,2,0
469,0,64.77,-148.77,0,8
186,45,36.66,-80.24,2,6
346,29,41.87,-98.65,2,7
472,44,37.92,-110.82,2,0
114,17,37.91,-84.97,2,6
159,32,36.65,-108.4,2,3
402,0,68.29,-158.07,0,8
285,32,36.43,-107.7,2,3
389,34,41.81,-74.79,2,2
261,14,42.27,-87.95,2,6
173,16,39.56,-96.76,2,7
373,17,38.46,-83.46,2,6
17,5,37.68,-107.33,2,5
365,35,41.34,-83.33,2,6
414,15,40.16,-86.01,2,6
283,24,38.15,-94.35,2,2
86,5,37.24,-105.72,2,5
425,50,44.72,-106.49,2,7
476,29,41.87,-98.65,2,7
379,45,37.8,-77.82,2,6
167,14,40.64,-88.91,2,6
357,14,39.28,-88.43,2,6
453,8,38.79,-75.44,2,1
323,49,38.68,-82.09,2,6
392,15,38.41,-87.62,2,6
65,14,38.25,-89.87,2,6
123,11,21.54,-157.92,1,4
150,5,38.42,-103.97,2,5
398,11,19.43,-155.84,1,4
258,24,38.78,-91.73,2,2
196,34,43.8,-75.01,2,2
14,50,43.93,-105.4,2,7
19,8,39.24,-75.48,2,1
438,14,41.64,-88.97,2,6
409,16,38.52,-97.43,2,7
497,11,19.53,-155.6,1,4
91,5,39.75,-105.7,2,5
294,15,40.9,-85.29,2,6
227,11,19.43,-155.2,1,4
89,29,42.11,-99.85,2,7
147,45,37.47,-77.75,2,6
204,5,38.87,-104.84,2,5
125,50,42.91,-106.84,2,7
489,38,40.67,-77.33,2,6
162,38,41.83,-79.54,2,6
315,34,44.22,-74.13,2,2
116,45,36.91,-78.06,2,6
245,45,38.72,-78.15,2,6
248,24,38.78,-91.73,2,2
176,37,42.0,-119.27,2,7
88,0,69.39,-155.39,0,8
155,0,64.46,-147.78,0,8
84,28,47.39,-100.46,2,7
137,28,46.28,-102.8,2,7
295,11,22.11,-159.46,1,4
253,44,38.18,-110.63,2,0
100,8,38.79,-75.65,2,1
54,27,35.46,-79.26,2,6
461,38,41.1,-77.74,2,6
428,32,31.67,-108.98,2,3
293,5,40.35,-105.58,2,5
279,38,41.85,-79.34,2,6
74,44,39.29,-112.25,2,0
73,45,38.43,-77.85,2,6
75,37,45.35,-122.23,2,7
437,27,35.64,-77.79,2,6
460,50,44.62,-110.44,2,7
463,17,38.33,-84.22,2,6
412,29,42.17,-97.88,2,7
203,0,65.23,-153.71,0,8
475,5,38.59,-103.51,2,5
