,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
104,3.0,2.0,1670.0,0.0,2980.0,1.0,98103.0,930000.0
1604,3.0,3.0,1900.0,0.0,1800.0,1.0,98107.0,985000.0
827,4.0,3.0,2400.0,0.0,6000.0,1.0,98122.0,890000.0
972,4.0,3.0,2600.0,0.0,9000.0,1.0,98115.0,1050000.0
507,5.0,3.0,3100.0,0.0,0.15,0.0,98146.0,2450000.0
446,4.0,3.0,2200.0,0.0,7890.0,1.0,98116.0,1250000.0
1247,4.0,3.0,2050.0,0.0,4500.0,1.0,98106.0,910000.0
1802,5.0,3.5,3000.0,0.0,0.38,0.0,98106.0,1440000.0
724,3.0,2.5,1750.0,0.0,5500.0,1.0,98117.0,910000.0
1269,3.0,1.5,1250.0,0.0,4200.0,1.0,98132.0,670000.0
863,2.0,2.0,1050.0,0.0,2800.0,1.0,98119.0,795000.0
1183,3.0,3.0,1920.0,0.0,3.1,0.0,98119.0,1125000.0
1583,3.0,2.0,1600.0,0.0,0.28,0.0,98117.0,590000.0
1545,3.0,2.0,1320.0,0.0,3800.0,1.0,98103.0,820000.0
1450,4.0,3.0,2850.0,0.0,5400.0,1.0,98116.0,1975000.0
1145,3.0,2.0,1600.0,0.0,3400.0,1.0,98116.0,790000.0
184,5.0,2.5,2800.0,0.0,7300.0,1.0,98125.0,1550000.0
1736,3.0,1.0,1020.0,0.0,4900.0,1.0,98119.0,780000.0
919,4.0,2.0,2100.0,0.0,6100.0,1.0,98106.0,1050000.0
1148,3.0,2.0,1480.0,0.0,4700.0,1.0,98136.0,820000.0
109,2.0,2.5,1450.0,0.0,1340.0,1.0,98112.0,720000.0
986,3.0,1.5,1350.0,0.0,0.35,0.0,98166.0,525000.0
1104,3.0,1.0,1100.0,0.0,2300.0,1.0,98104.0,800000.0
1882,4.0,2.0,2100.0,0.0,8000.0,1.0,98118.0,1250000.0
1464,4.0,2.5,1900.0,0.0,4200.0,1.0,98136.0,890000.0
405,3.0,2.0,1250.0,0.0,2800.0,1.0,98144.0,720000.0
667,3.0,1.5,1350.0,0.0,4200.0,1.0,98125.0,680000.0
38,2.0,2.0,1300.0,0.0,2900.0,1.0,98115.0,650000.0
629,3.0,2.5,1980.0,0.0,6800.0,1.0,98111.0,650000.0
1662,5.0,4.0,3100.0,0.0,0.35,0.0,98105.0,1650000.0
1334,3.0,3.0,1680.0,0.0,2400.0,1.0,98104.0,890000.0
712,2.0,1.0,850.0,0.0,0.35,0.0,98109.0,610000.0
74,2.0,1.5,980.0,0.0,0.45,0.0,98118.0,675000.0
1569,3.0,2.5,1620.0,0.0,4900.0,1.0,98106.0,760000.0
794,5.0,4.0,3050.0,0.0,9800.0,1.0,98115.0,1650000.0
228,2.0,2.0,1050.0,0.0,1100.0,1.0,98178.0,525000.0
1790,3.0,2.0,1450.0,0.0,6100.0,1.0,98112.0,920000.0
369,2.0,1.5,1020.0,0.0,0.22,0.0,98168.0,605000.0
1665,3.0,2.5,1780.0,0.0,6100.0,1.0,98117.0,790000.0
178,4.0,2.5,1800.0,0.0,4000.0,1.0,98127.0,780000.0
1443,3.0,1.5,1400.0,0.0,3800.0,1.0,98107.0,720000.0
1916,4.0,2.5,2200.0,0.0,0.45,0.0,98144.0,1050000.0
