,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
1317,2.0,2.0,1200.0,0.0,1300.0,1.0,98109.0,680000.0
893,3.0,2.5,1550.0,0.0,2800.0,1.0,98155.0,980000.0
886,3.0,2.5,1650.0,0.0,2100.0,1.0,98103.0,840000.0
1751,3.0,3.0,2000.0,0.0,4400.0,1.0,98109.0,1050000.0
517,1.0,1.0,650.0,0.0,4800.0,1.0,98103.0,395000.0
251,2.0,1.0,900.0,0.0,4900.0,1.0,98112.0,480000.0
899,2.0,1.5,1050.0,0.0,0.2,0.0,98112.0,480000.0
396,2.0,1.5,950.0,0.0,1500.0,1.0,98146.0,480000.0
2002,2.0,2.0,1150.0,0.0,0.45,0.0,98126.0,510000.0
202,3.0,1.0,1450.0,0.0,0.55,0.0,98121.0,780000.0
1962,3.0,3.0,1800.0,0.0,4200.0,1.0,98117.0,985000.0
755,2.0,2.0,1200.0,0.0,4000.0,1.0,98112.0,620000.0
1909,3.0,2.0,1600.0,0.0,5800.0,1.0,98115.0,900000.0
1639,5.0,4.5,3100.0,0.0,7500.0,1.0,98115.0,1575000.0
30,2.0,1.5,1500.0,0.0,4500.0,1.0,98109.0,720000.0
134,3.0,2.5,1800.0,0.0,3500.0,1.0,98112.0,1050000.0
1965,4.0,3.0,2200.0,0.0,7500.0,1.0,98118.0,1650000.0
850,3.0,2.0,1720.0,0.0,3900.0,1.0,98144.0,1180000.0
1469,3.0,3.0,1900.0,0.0,5500.0,1.0,98118.0,1025000.0
2010,4.0,2.0,1720.0,0.0,6400.0,1.0,98102.0,790000.0
768,2.0,1.5,1250.0,0.0,3200.0,1.0,98116.0,480000.0
1650,2.0,2.0,980.0,0.0,690.0,1.0,98118.0,530000.0
1021,5.0,3.5,3600.0,0.0,7000.0,1.0,98125.0,1500000.0
401,3.0,2.5,1450.0,0.0,3200.0,1.0,98145.0,810000.0
1604,2.0,1.5,1100.0,0.0,4500.0,1.0,98177.0,598000.0
1961,2.0,2.0,1150.0,0.0,2750.0,1.0,98106.0,610000.0
208,5.0,3.5,2450.0,0.0,4800.0,1.0,98108.0,910000.0
791,2.0,2.0,1100.0,0.0,3400.0,1.0,98107.0,620000.0
386,3.0,1.0,1120.0,0.0,0.18,0.0,98146.0,430000.0
1583,2.0,1.0,980.0,0.0,4900.0,1.0,98168.0,600000.0
1091,3.0,2.0,1450.0,0.0,2800.0,1.0,98119.0,875000.0
308,3.0,2.5,2000.0,0.0,6500.0,1.0,98126.0,1275000.0
1538,3.0,2.5,1750.0,0.0,0.45,0.0,98112.0,920000.0
1768,4.0,3.0,3000.0,0.0,7500.0,1.0,98198.0,2100000.0
206,3.0,1.0,1250.0,0.0,3400.0,1.0,98109.0,980000.0
469,2.0,1.0,1100.0,0.0,2800.0,1.0,98130.0,480000.0
793,3.0,1.5,1800.0,0.0,4800.0,1.0,98178.0,820000.0
1888,1.0,1.5,1250.0,0.0,850.0,1.0,98108.0,710000.0
326,2.0,2.0,1240.0,0.0,0.46,0.0,98122.0,675000.0
282,3.0,2.5,2200.0,0.0,4500.0,1.0,98105.0,1275000.0
1579,1.0,1.0,590.0,0.0,590.0,1.0,98134.0,395000.0
484,3.0,2.0,1480.0,0.0,3000.0,1.0,98101.0,760000.0
612,2.0,1.5,1400.0,0.0,3000.0,1.0,98136.0,720000.0
1633,4.0,3.5,2400.0,0.0,5000.0,1.0,98118.0,1350000.0
1770,2.0,2.0,1200.0,0.0,0.75,0.0,98117.0,640000.0
1037,3.0,3.0,1470.0,0.0,500.0,1.0,98115.0,760000.0
1118,3.0,2.0,1300.0,0.0,2500.0,1.0,98122.0,620000.0
1587,3.0,2.0,1400.0,0.0,5600.0,1.0,98126.0,795000.0
1813,4.0,3.0,2100.0,0.0,9000.0,1.0,98125.0,1100000.0
1740,4.0,3.5,3200.0,0.0,0.18,0.0,98146.0,1850000.0
1532,3.0,2.5,1900.0,0.0,5000.0,1.0,98122.0,930000.0
1083,3.0,2.0,1860.0,0.0,6400.0,1.0,98115.0,1050000.0
627,5.0,3.0,3500.0,0.0,10000.0,1.0,98115.0,1800000.0
1331,4.0,2.0,1700.0,0.0,2100.0,1.0,98103.0,650000.0
212,2.0,2.0,1050.0,0.0,2100.0,1.0,98168.0,620000.0
458,3.0,3.0,2000.0,0.0,2500.0,1.0,98118.0,1050000.0
1175,4.0,3.0,2800.0,0.0,0.32,0.0,98178.0,1650000.0
1548,5.0,4.0,4200.0,0.0,9000.0,1.0,98118.0,1750000.0
347,3.0,2.5,1900.0,0.0,5000.0,1.0,98104.0,890000.0
2037,2.0,2.0,1150.0,0.0,1050.0,1.0,98103.0,825000.0
1843,3.0,2.5,1600.0,0.0,2500.0,1.0,98112.0,810000.0
2056,4.0,3.0,2800.0,0.0,6400.0,1.0,98107.0,1850000.0
356,3.0,1.5,1700.0,0.0,4200.0,1.0,98122.0,820000.0
2023,4.0,2.0,1950.0,0.0,4200.0,1.0,98136.0,980000.0
