,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
943,5.0,3.0,2700.0,0.0,6200.0,1.0,98115.0,1150000.0
320,3.0,2.5,1890.0,0.0,4200.0,1.0,98115.0,850000.0
1770,4.0,3.0,2800.0,0.0,2.15,0.0,98177.0,2300000.0
933,3.0,1.5,1600.0,0.0,4960.0,1.0,98125.0,825000.0
1503,2.0,2.0,1280.0,0.0,2400.0,1.0,98107.0,825000.0
1571,3.0,2.5,1800.0,0.0,2800.0,1.0,98117.0,998000.0
1574,4.0,3.5,2800.0,0.0,4000.0,1.0,98199.0,1850000.0
2094,3.0,2.5,1800.0,0.0,3800.0,1.0,98107.0,1095000.0
1810,3.0,2.0,1930.0,0.0,9280.0,1.0,98117.0,1050000.0
1992,3.0,2.0,1820.0,0.0,4500.0,1.0,98118.0,725000.0
534,3.0,3.0,1900.0,0.0,0.52,0.0,98106.0,695000.0
341,4.0,3.0,2610.0,0.0,5500.0,1.0,98105.0,1100000.0
932,4.0,2.5,2400.0,0.0,6200.0,1.0,98144.0,1180000.0
1563,3.0,2.0,1860.0,0.0,2800.0,1.0,98103.0,950000.0
2011,2.0,2.0,1280.0,0.0,850.0,1.0,98103.0,625000.0
889,4.0,3.0,3100.0,0.0,7400.0,1.0,98133.0,1600000.0
701,4.0,2.0,2000.0,0.0,9000.0,1.0,98107.0,1200000.0
1354,4.0,3.0,2300.0,0.0,0.32,0.0,98115.0,1495000.0
2073,4.0,3.0,2520.0,0.0,4500.0,1.0,98178.0,875000.0
1471,2.0,1.5,1300.0,0.0,3200.0,1.0,98118.0,725000.0
559,3.0,2.0,2060.0,0.0,4800.0,1.0,98119.0,920000.0
1275,3.0,2.0,1830.0,0.0,4000.0,1.0,98119.0,899000.0
404,2.0,2.5,1000.0,0.0,2500.0,1.0,98115.0,795000.0
2036,3.0,2.5,2200.0,0.0,10000.0,1.0,98118.0,1050000.0
2009,3.0,3.0,1800.0,0.0,4000.0,1.0,98116.0,825000.0
504,3.0,2.0,1600.0,0.0,0.22,0.0,98119.0,699000.0
1201,3.0,2.5,1570.0,0.0,5100.0,1.0,98115.0,775000.0
407,5.0,2.0,3000.0,0.0,8500.0,1.0,98115.0,725000.0
74,2.0,2.0,1200.0,0.0,0.45,0.0,98126.0,725000.0
2056,2.0,1.5,1800.0,0.0,4400.0,1.0,98119.0,695000.0
1856,4.0,3.0,2400.0,0.0,6500.0,1.0,98115.0,1350000.0
91,2.0,1.5,1080.0,0.0,720.0,1.0,98103.0,525000.0
1738,2.0,2.5,1080.0,0.0,2012.0,1.0,98136.0,725000.0
1616,2.0,2.0,1630.0,0.0,2789.0,1.0,98112.0,739000.0
595,3.0,2.0,1800.0,0.0,4500.0,1.0,98116.0,925000.0
987,3.0,2.0,2300.0,0.0,6000.0,1.0,98115.0,990000.0
748,2.0,1.5,1400.0,0.0,2800.0,1.0,98103.0,575000.0
1917,3.0,2.0,1480.0,0.0,2900.0,1.0,98116.0,739000.0
483,3.0,2.0,1569.0,0.0,2590.0,1.0,98112.0,875000.0
505,4.0,3.0,2800.0,0.0,12000.0,1.0,98102.0,1750000.0
