,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
14,31,4,125000,11,9,4,11,3,4,0,0,0,38,39,0
47,29,4,105000,11,9,4,12,3,2,1,0,0,40,39,0
163,35,3,165432,8,14,1,5,2,3,1,1200,0,38,40,0
106,45,6,285000,13,12,2,9,5,4,0,0,0,50,39,0
424,39,4,102456,9,13,2,13,0,4,1,0,0,40,39,1
83,50,6,136500,11,9,2,4,0,4,1,0,0,40,39,0
266,52,1,412000,12,14,2,0,0,4,1,0,0,50,39,1
0,30,4,145300,10,12,4,5,1,4,1,0,0,40,39,0
152,29,4,345678,8,10,4,12,4,2,0,0,0,35,23,0
115,58,4,160000,3,2,0,5,1,2,1,0,0,40,39,0
368,48,4,275432,4,3,2,3,5,4,0,0,0,45,22,0
256,48,4,228700,15,10,2,4,0,4,1,0,0,45,39,1
294,37,1,291000,15,10,2,11,0,2,1,0,0,40,39,0
253,35,4,198450,13,9,3,5,2,4,1,0,0,45,39,0
285,47,7,112450,11,9,0,10,4,4,0,0,0,30,39,0
436,52,6,261234,9,13,2,12,0,4,1,0,0,40,2,1
437,56,6,192101,15,10,2,10,0,4,1,0,0,44,39,0
12,43,4,189000,12,11,5,8,4,4,1,0,0,50,39,1
402,68,4,132109,11,9,6,9,1,4,0,0,0,12,39,0
161,45,4,160982,9,12,2,10,5,1,0,0,0,42,39,1
344,29,4,137245,7,12,4,12,1,3,1,0,0,38,39,0
217,25,4,145098,9,13,4,12,3,4,0,0,0,25,39,0
307,31,4,245487,11,9,2,6,0,4,1,0,0,45,39,0
272,28,4,156740,15,10,4,1,1,2,0,0,0,40,39,0
185,32,4,138000,14,12,2,3,0,4,1,3000,0,50,39,1
94,33,4,150000,11,9,4,12,3,4,1,0,0,50,39,0
11,32,4,210000,14,10,2,5,0,4,1,0,0,40,39,0
433,34,4,189234,11,9,4,6,1,4,1,0,0,42,39,0
295,52,6,102345,9,13,2,3,0,4,1,0,0,55,39,0
124,33,4,208450,11,9,4,14,3,4,0,0,0,40,39,0
282,44,4,345670,15,11,2,14,0,4,1,0,0,58,39,1
126,56,6,293100,11,9,6,14,1,4,0,0,0,55,39,1
57,58,4,398765,12,1,0,12,1,4,0,0,0,38,39,0
107,55,7,230000,15,10,1,1,0,4,1,5000,0,40,39,1
353,45,4,198765,10,12,1,9,1,4,0,0,0,35,39,0
325,56,1,95000,9,13,4,4,1,4,0,0,0,45,39,1
378,39,4,156000,11,9,2,7,0,4,1,0,0,40,39,1
207,55,6,158901,9,13,0,10,1,4,0,0,0,40,39,0
414,27,4,98700,9,13,4,1,5,4,0,0,0,55,39,1
239,33,4,180000,9,13,2,12,0,1,1,0,0,85,39,1
62,54,5,250000,13,14,2,11,5,4,1,0,0,55,39,1
104,52,6,240000,14,12,2,11,0,4,1,0,0,45,39,1
65,24,4,132000,15,16,4,1,1,4,0,0,0,30,39,0
186,58,6,102340,9,14,0,12,5,1,1,0,0,38,39,1
89,33,4,198700,15,10,4,3,3,4,1,0,0,35,39,0
240,27,4,270000,11,9,2,5,0,4,1,0,0,55,39,0
160,29,4,178304,11,9,2,4,0,4,1,0,0,35,2,0
194,49,1,91200,9,13,2,1,0,4,1,0,0,40,39,1
248,22,4,128150,11,9,4,8,0,4,1,0,0,30,39,0
250,36,4,214100,13,12,5,9,4,4,0,0,0,40,39,0
278,47,4,193620,7,12,2,4,0,4,1,0,1900,48,39,1
33,55,2,128000,9,13,6,1,4,1,0,0,0,30,30,0
430,51,5,198765,15,10,2,14,0,4,1,0,0,50,39,1
261,26,4,132450,15,10,2,6,0,4,1,0,0,35,39,0
407,39,2,145020,6,5,1,3,0,4,1,0,0,30,26,0
20,32,4,158243,11,9,2,7,0,4,1,0,0,40,39,0
290,49,4,176432,12,14,2,4,0,4,1,0,1500,40,39,1
283,44,4,192143,15,10,2,12,0,4,1,0,0,45,39,1
18,37,4,112000,13,10,2,12,0,1,1,0,0,45,1,1
336,50,4,180000,15,16,2,12,0,4,1,9000,0,50,39,1
19,34,4,136000,11,11,4,12,3,4,0,0,0,40,39,0
384,21,5,130000,3,9,4,7,1,2,1,0,0,35,4,0
131,42,4,204500,12,14,2,4,0,4,1,0,0,46,39,1
394,28,4,145230,11,9,4,12,1,2,1,0,0,32,39,0
58,54,4,276543,13,10,4,8,1,4,0,0,0,16,8,0
379,47,1,130000,10,12,0,10,4,4,0,0,0,38,39,0
349,22,4,204123,15,10,4,8,3,4,0,0,0,20,39,0
260,33,4,240100,15,10,4,3,1,4,0,0,0,40,39,0
97,37,4,170000,11,9,4,3,1,4,0,0,0,35,39,0
121,36,4,430000,9,13,4,8,1,4,1,0,0,37,39,0
315,47,4,333654,8,13,2,10,0,4,0,0,0,35,39,1
362,53,4,178910,13,12,4,8,1,4,0,0,0,40,39,0
