,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
190,38,4,123456,10,12,4,5,3,4,1,0,0,35,39,0
147,58,4,200000,11,9,3,3,1,4,1,0,0,50,39,0
217,58,1,194321,11,9,2,3,0,4,1,0,0,40,39,1
276,39,4,210000,11,9,5,8,1,4,0,0,0,40,39,0
298,58,6,76432,11,9,2,5,0,1,1,0,0,65,39,0
198,47,1,98765,9,13,2,1,0,4,1,0,0,40,39,1
240,35,4,165000,13,12,5,7,4,4,1,0,0,50,39,1
332,47,4,301278,9,13,2,4,0,4,1,0,0,40,39,1
187,44,4,143200,12,14,2,4,0,4,1,4500,0,55,39,1
281,28,4,215300,10,11,4,12,3,4,0,0,0,35,39,0
432,58,6,134567,14,11,2,8,0,4,1,0,0,55,39,0
227,29,4,180000,11,9,4,10,3,4,1,0,0,40,39,0
413,52,6,350000,11,9,2,5,0,4,0,0,0,60,39,0
446,44,4,290000,5,4,5,6,1,2,1,0,0,37,14,0
163,42,4,158760,14,11,0,2,4,4,0,0,0,45,39,0
60,33,4,192450,10,9,2,13,0,4,1,0,0,40,39,0
158,20,7,125000,15,10,4,1,3,4,0,0,0,15,39,0
375,47,4,178901,15,10,2,8,0,4,1,0,0,40,39,0
405,23,4,108200,15,10,4,1,2,2,0,0,0,22,39,0
118,36,4,405933,9,13,4,8,1,4,1,0,0,37,39,0
241,52,4,198000,15,10,0,1,3,4,1,2500,0,45,39,0
124,48,7,72150,11,9,3,4,0,4,1,0,2100,40,39,1
201,29,4,48765,2,9,4,5,3,2,0,0,0,35,18,0
285,47,4,176580,7,11,2,3,0,4,1,0,1200,48,39,1
181,33,4,115900,11,10,4,9,1,4,1,0,0,38,39,0
330,34,4,289103,10,12,4,7,1,4,1,0,0,45,39,0
338,49,4,287654,6,5,6,12,4,2,0,0,0,25,39,0
366,22,4,210000,15,10,4,8,3,4,0,0,0,20,39,0
137,30,7,198765,11,9,4,11,3,4,1,1500,0,40,39,0
192,29,4,145678,12,11,4,7,3,4,0,0,0,30,39,0
336,31,4,140234,11,9,4,4,1,4,0,0,0,55,39,0
108,47,6,235000,15,14,2,12,0,4,0,0,0,50,39,0
369,55,2,42000,11,9,6,14,1,4,0,0,0,38,39,0
164,28,4,234560,14,10,4,2,3,2,0,0,0,35,39,0
347,40,4,155000,9,13,2,12,0,4,1,0,0,40,39,1
254,23,4,178000,7,12,2,3,0,4,1,0,0,45,39,0
214,44,7,301245,14,15,2,10,0,4,1,0,0,50,39,1
444,52,6,260000,12,14,2,3,0,4,1,0,0,40,2,1
270,38,4,185000,11,9,4,8,1,4,0,0,0,40,39,0
102,52,6,202300,15,14,1,11,0,4,1,5000,0,55,39,1
313,24,4,130000,11,9,4,6,4,4,1,0,0,30,39,0
52,55,2,210000,13,14,2,11,5,4,1,0,0,40,39,1
284,31,4,345670,15,10,0,12,1,4,0,0,0,45,39,0
207,39,6,65432,11,10,6,7,4,4,0,0,0,20,39,0
263,27,4,128760,9,8,4,10,3,4,0,0,0,35,39,0
121,29,4,219458,11,9,4,13,3,4,0,0,0,38,39,0
38,24,0,32489,14,11,4,0,3,4,0,0,0,25,39,0
386,48,4,234567,11,9,4,3,5,4,0,0,0,45,39,0
212,51,1,189012,11,9,2,3,0,4,1,0,0,40,39,1
448,30,7,40000,9,13,4,10,3,4,1,7000,0,40,39,0
319,31,4,150000,15,10,2,11,0,2,1,0,0,40,39,0
363,28,4,145000,11,12,4,12,1,3,0,0,0,38,39,0
191,49,1,92345,9,13,2,1,0,2,1,0,0,40,39,1
225,51,2,220000,11,9,2,4,0,4,1,0,0,65,39,0
157,33,4,270000,15,10,2,3,0,4,1,0,0,40,39,0
219,49,4,367890,15,10,2,10,0,4,1,0,0,40,39,1
132,29,4,145678,11,9,4,12,3,4,1,0,0,40,39,0
417,55,2,180000,1,6,2,8,5,4,0,0,0,20,0,0
318,34,6,120000,12,9,4,4,3,4,1,0,0,50,39,0
197,31,4,123450,13,14,4,10,3,4,0,0,0,30,39,0
131,52,0,201987,9,13,6,8,1,4,0,0,0,35,39,1
302,52,6,102345,10,12,3,4,0,4,1,0,0,55,39,0
98,27,7,254321,7,12,4,2,3,2,0,0,0,8,39,0
367,40,6,175000,5,4,4,8,4,4,0,0,0,32,39,0
328,32,4,290000,11,9,4,12,4,2,0,0,0,45,39,0
180,51,4,138025,10,12,2,4,0,4,1,0,0,40,39,1
243,46,4,180000,15,10,5,6,4,4,0,0,0,55,39,0
309,38,4,167890,14,10,2,10,0,2,1,0,0,40,39,0
91,24,7,198765,8,13,4,5,3,2,1,0,0,35,39,0
26,50,4,38921,15,10,2,4,0,4,1,8900,0,40,39,1
419,40,4,210000,15,14,0,4,1,4,0,0,0,50,39,0
68,39,5,102345,9,13,2,12,0,4,1,0,0,50,39,1
104,49,7,178000,15,14,2,13,0,4,0,0,0,40,39,0
44,34,4,190234,8,12,2,3,5,4,0,0,0,46,39,0
126,45,4,210189,11,9,5,11,1,3,0,0,0,48,27,0
372,29,7,391479,15,10,0,1,1,2,0,0,0,40,39,0
165,44,6,205670,11,14,2,9,0,4,1,0,0,25,39,0
