,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
63,39,2,174789,11,9,2,2,0,4,1,0,0,40,38,0
104,28,2,189933,11,9,2,2,0,4,1,0,0,40,38,0
446,21,2,184857,11,9,4,5,3,4,1,0,0,40,38,0
80,23,2,113364,9,13,4,3,1,4,1,0,0,40,38,0
201,41,2,237943,9,13,2,9,0,4,1,0,0,40,38,1
291,25,2,204653,15,10,4,2,1,4,1,0,0,50,38,0
206,38,2,175925,11,9,2,2,0,4,1,0,0,40,38,1
194,33,4,194791,11,9,2,2,0,4,1,0,0,40,38,0
444,39,2,170017,15,10,2,11,0,4,1,0,0,50,38,0
308,37,2,174789,15,10,2,2,0,4,1,0,0,40,38,0
232,32,2,187711,11,9,4,2,3,4,1,0,0,40,38,0
47,31,4,112403,11,9,2,2,0,4,1,0,0,50,38,0
56,34,2,184659,11,9,2,2,0,4,1,0,0,40,38,0
252,19,2,117767,11,9,4,5,3,4,1,0,0,40,38,0
420,36,2,175925,11,9,2,2,0,4,1,0,0,40,38,0
306,33,2,123429,11,9,2,2,0,4,1,0,0,40,38,1
69,29,2,190290,11,9,2,6,0,4,1,0,0,40,38,0
284,20,2,192259,15,10,4,5,3,4,1,0,0,40,38,0
115,26,2,112403,11,9,4,2,1,4,1,0,0,40,38,0
473,25,2,188044,9,13,4,3,3,4,1,0,0,40,38,0
30,23,2,163333,11,9,4,0,1,4,0,0,0,40,38,0
288,51,4,110442,11,9,2,11,0,4,1,0,0,50,38,0
322,23,2,117789,9,13,4,0,3,4,0,0,0,40,38,0
256,50,4,123429,11,9,2,11,0,4,1,0,0,40,38,0
418,21,2,198200,15,10,4,0,3,4,0,0,0,40,38,0
242,24,2,199915,15,10,0,3,1,4,0,0,0,40,38,0
49,48,2,183151,15,10,2,2,0,4,1,0,0,40,38,1
335,51,2,123965,11,9,6,0,1,4,0,0,0,40,38,0
390,25,2,193125,11,9,4,5,3,4,1,0,0,40,38,0
391,30,2,112271,11,9,2,13,0,4,1,0,0,40,38,0
464,31,2,174714,9,13,4,11,1,4,1,0,0,40,38,0
227,19,2,190227,11,9,4,2,3,4,1,0,0,40,38,0
94,22,2,174788,15,10,4,7,3,4,1,0,0,30,38,0
437,23,2,174461,11,9,4,7,1,4,0,0,0,40,38,0
29,60,4,162298,11,9,2,11,0,4,1,0,0,50,38,0
413,21,2,167501,11,9,4,7,3,4,0,0,0,40,38,0
283,26,2,176486,11,9,4,0,3,4,0,0,0,40,38,0
463,31,2,187322,5,4,2,6,0,4,1,0,0,40,38,0
472,43,2,208358,9,13,2,3,0,4,1,0,0,40,38,1
129,52,2,123075,15,10,2,2,0,4,1,0,0,40,38,1
2,60,4,102359,11,9,2,2,0,4,1,0,0,20,38,0
14,30,2,201752,11,9,4,7,1,4,0,0,0,40,38,0
439,51,2,188291,9,13,2,11,0,4,1,0,0,40,38,0
385,41,2,113364,15,10,2,6,0,4,1,0,0,40,38,0
341,23,2,193494,8,11,2,2,0,4,1,0,0,40,38,0
496,41,2,168232,15,10,2,9,0,4,1,0,0,40,38,1
489,39,2,204052,11,9,2,2,0,4,1,0,0,40,38,0
33,22,2,175910,15,10,4,11,3,4,1,0,0,40,38,0
366,35,2,203488,15,10,2,6,0,4,1,0,0,40,38,0
36,33,2,191385,11,9,2,2,0,4,1,0,0,40,38,0
210,46,2,190228,11,9,2,6,0,4,1,0,0,40,38,0
22,38,2,175925,11,9,2,2,0,4,1,0,0,40,38,0
318,38,2,188291,9,13,2,9,0,4,1,0,0,40,38,0
350,26,2,203408,11,9,4,6,3,4,1,0,0,40,38,0
45,36,2,120131,15,10,2,2,0,4,1,0,0,40,38,1
389,33,2,155659,9,13,2,9,0,4,1,0,0,40,38,1
324,27,2,198068,9,13,4,11,1,4,1,0,0,40,38,0
450,28,2,186386,15,10,4,2,1,4,1,0,0,40,38,0
98,38,2,175925,11,9,2,2,0,4,1,0,0,40,38,0
247,46,2,197286,11,9,0,0,1,4,0,0,0,40,38,0
112,51,2,113838,11,9,2,6,0,4,1,0,0,40,38,1
219,46,2,182541,11,9,2,2,0,4,1,0,0,40,38,0
54,46,2,205337,11,9,2,2,0,4,1,0,0,40,38,1
43,24,2,186810,11,9,4,0,3,4,1,0,0,40,38,0
249,36,2,155659,12,14,2,9,0,4,1,0,0,45,38,1
119,37,2,112873,11,9,2,6,0,4,1,0,0,40,38,0
262,46,2,145214,11,9,0,0,4,4,0,0,0,40,38,0
146,21,2,192259,11,9,4,2,3,4,1,0,0,40,38,0
475,34,2,191256,11,9,2,11,0,4,1,0,0,40,38,0
179,47,2,185647,11,9,2,6,0,4,1,0,0,40,38,0
471,24,2,236696,15,10,4,2,1,4,1,0,0,40,38,0
107,45,2,188291,15,10,2,6,0,4,1,0,0,40,38,1
142,42,2,175034,11,9,0,3,4,4,0,0,0,40,38,0
234,30,2,176683,11,9,4,2,3,4,1,0,0,40,38,0
147,22,2,194490,9,13,4,0,3,4,0,0,0,40,38,0
48,32,2,153924,9,13,2,3,0,4,1,0,0,50,38,1
77,25,2,205100,11,9,2,2,0,4,1,0,0,40,38,0
154,46,2,154374,11,9,2,2,0,4,1,0,0,40,38,1
401,23,2,202872,15,10,4,11,3,4,0,0,0,40,38,0
421,23,2,242184,11,9,4,6,3,4,1,0,0,40,38,0
261,33,2,162825,11,9,2,5,0,4,1,0,0,40,38,0
314,39,2,185099,15,10,2,2,0,4,1,0,0,40,38,0
323,43,2,113323,9,13,2,3,0,4,1,0,0,50,38,1
21,36,2,186035,12,14,2,9,0,4,1,0,0,50,38,1
82,61,2,206051,11,9,2,2,0,4,1,0,0,40,38,0
264,59,2,167140,11,9,2,2,0,4,1,0,0,40,38,0
375,24,2,184655,11,9,4,6,3,4,1,0,0,40,38,0
343,19,2,175083,15,10,4,0,3,4,0,0,0,40,38,0
245,19,2,108887,11,9,4,0,3,4,0,0,0,40,38,0
70,43,2,175696,11,9,2,2,0,4,1,0,0,40,38,0
193,33,4,194791,15,10,2,2,0,4,1,0,0,40,38,0
299,46,2,199227,11,9,2,2,0,4,1,0,0,40,38,0
235,20,2,176683,15,10,4,0,1,4,0,0,0,20,38,0
135,35,2,197997,11,9,2,6,0,4,1,0,0,40,38,0
250,51,2,185099,11,9,2,2,0,4,1,0,0,40,38,1
128,34,2,112607,15,10,2,3,0,4,1,0,0,40,38,0
11,32,2,188571,11,9,2,2,0,4,1,0,0,40,38,0
457,50,2,185407,10,16,2,9,0,4,1,0,0,50,38,1
432,51,2,183609,11,9,2,2,0,4,1,0,0,40,38,0
51,27,2,102821,11,9,2,2,0,4,1,0,0,40,38,0
