,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5466,76,6,18827,12,16,5,0,2,3,0,31234,1705,16,40,1
2683,85,0,18827,12,8,1,0,2,1,1,31234,1705,16,40,1
660,90,6,18827,12,16,1,0,3,1,0,50870,1705,16,27,1
4013,90,6,29628,13,16,5,0,3,3,0,44914,1057,1,20,1
3876,83,5,18827,12,16,5,0,3,1,1,50870,1705,1,40,1
4435,85,6,99444,13,16,5,0,3,3,0,50870,1705,16,34,1
5267,85,1,18827,12,7,6,0,3,1,0,31234,1705,1,40,0
871,90,6,18827,13,16,5,0,2,1,1,33647,791,49,40,1
5673,54,0,93824,0,16,5,0,3,3,0,50870,1705,16,40,1
488,75,4,18827,13,16,0,0,4,3,1,8334,0,1,40,0
911,85,3,18827,0,8,5,0,4,1,1,25507,1764,38,32,1
4066,85,0,18827,0,16,5,0,3,3,0,24937,1255,16,33,1
1815,76,0,18827,3,16,6,0,2,1,0,246,0,34,34,1
3112,71,5,154997,9,16,0,0,3,0,0,12724,1114,1,14,1
5080,44,1,18827,12,9,5,0,2,3,0,30910,1023,16,40,1
3915,90,0,18827,0,16,0,0,5,1,1,31245,672,16,40,1
4805,73,6,18827,12,16,6,0,1,3,0,50870,1705,1,40,1
2004,85,0,18827,9,16,5,0,5,3,0,31269,1705,16,27,1
1370,83,3,98870,13,16,5,0,4,3,1,30910,1705,1,40,1
121,85,0,18827,13,16,1,0,2,3,0,50870,771,16,27,1
311,44,6,86026,13,16,6,0,2,1,0,31257,0,52,27,1
5538,88,0,18827,1,16,6,0,2,2,0,50870,1452,16,40,1
1799,83,6,18827,14,16,6,0,3,1,0,31245,1509,16,40,1
5402,72,6,18827,13,16,1,0,2,3,0,0,0,16,29,1
4866,85,3,18827,1,16,0,0,2,3,0,9252,1047,52,30,1
1008,90,6,86026,2,16,5,0,3,2,0,31234,157,16,40,0
1056,76,6,18827,14,16,3,0,3,2,0,31263,322,16,23,0
3010,90,0,18827,12,8,6,0,2,3,0,50870,1705,16,40,1
1840,90,6,18827,12,16,5,0,2,2,0,30910,1705,16,40,1
2817,90,6,18827,12,16,5,0,4,3,0,6386,1705,1,40,1
5944,90,6,18827,12,16,5,0,4,2,0,30910,1428,16,40,0
4109,85,1,18827,12,16,6,0,3,0,1,14331,1705,38,40,1
2187,90,6,53089,7,12,6,0,2,3,0,4475,349,16,35,1
5332,43,3,18827,7,16,5,0,3,2,0,48412,1088,16,40,1
4561,90,6,18827,14,8,5,0,4,1,1,8571,0,1,37,0
5558,48,6,18827,14,16,5,3,3,3,0,50870,0,34,40,1
2477,78,6,18827,12,16,3,0,2,1,0,31245,871,16,26,1
3988,76,4,18827,9,16,1,3,4,3,0,31234,1705,16,40,1
2596,84,6,18827,0,8,6,0,2,2,0,30910,1705,16,27,1
322,83,1,18827,12,16,1,0,2,3,0,50870,1705,16,40,1
4249,41,6,18827,12,16,5,0,2,3,0,31234,1705,34,40,1
887,41,5,98870,9,16,6,0,2,1,0,15684,86,16,38,1
5587,85,0,18827,9,16,6,0,5,3,0,50870,1705,16,40,1
4808,76,6,113334,14,16,5,0,4,3,0,31257,400,16,10,1
5877,90,6,18827,0,16,0,0,3,1,1,10234,467,1,24,1
4842,90,6,18827,10,7,5,0,3,2,0,36403,1705,16,30,1
5101,88,1,18827,12,16,6,0,2,1,0,31228,1705,1,40,1
5458,85,6,86026,13,16,6,0,2,1,0,50870,1705,16,40,1
2046,74,4,18827,9,16,5,0,5,3,0,14215,1122,16,40,1
3965,85,6,18827,0,16,5,0,5,1,0,31257,1705,1,40,1
5401,85,6,18827,12,16,6,0,2,1,0,50870,1705,16,40,1
4838,68,6,18827,15,12,5,2,2,3,0,4500,605,16,36,1
3129,85,1,18827,12,6,5,0,3,3,1,50870,1705,16,40,0
4127,90,6,18827,0,16,5,0,3,2,1,15425,1940,1,37,1
894,75,0,18827,0,16,5,0,2,1,0,26252,1500,52,40,1
4043,69,1,45285,9,16,5,0,4,0,0,5997,927,49,39,1
3132,90,6,18827,12,16,5,0,2,3,0,30910,1705,16,40,1
2007,90,5,86026,13,7,0,0,2,3,0,31234,1278,34,40,1
1137,65,6,18827,13,16,5,0,2,1,0,31228,1705,16,40,1
1546,85,3,18827,12,8,5,0,2,2,1,31234,1577,16,40,0
5550,90,6,86026,9,16,5,0,2,3,0,50870,1764,16,40,1
5842,85,4,18827,0,12,6,3,3,3,0,9601,1705,16,40,1
2719,85,6,86026,13,7,1,0,3,2,0,23673,433,16,40,1
239,90,6,18827,12,16,5,0,3,3,0,31234,1660,16,27,1
3990,37,6,115496,12,16,6,0,3,2,0,6856,1705,1,40,1
816,73,6,18827,12,16,6,0,3,1,0,0,823,16,9,0
466,83,6,18827,0,16,6,0,2,3,0,31228,1461,16,40,1
3278,85,6,99444,12,16,6,0,3,3,0,50870,4356,16,40,1
500,85,6,18827,13,16,5,0,3,3,0,31245,1337,16,40,1
3550,85,1,26923,0,16,0,0,2,1,0,46337,0,34,27,1
841,48,6,99444,12,16,1,0,3,2,0,50870,1705,16,40,1
4579,85,6,18827,12,16,5,0,3,1,0,50870,1705,16,40,1
5591,83,6,18827,0,16,5,0,4,3,0,48612,4356,1,40,1
5303,83,6,18827,12,16,6,0,2,3,0,50870,1705,16,40,1
5008,85,6,18827,12,7,6,0,5,3,0,31234,1705,16,40,1
2965,78,6,18827,9,16,6,0,3,1,0,16537,0,16,40,1
120,85,6,18827,12,16,6,0,2,3,0,31234,1705,16,27,1
1438,85,6,18827,12,16,5,0,3,2,0,50870,1705,16,40,0
2430,90,6,18827,12,6,1,0,3,3,0,31234,1705,16,40,1
2338,75,6,18827,12,16,5,0,3,0,0,16908,1631,1,40,1
5257,83,1,99444,12,16,6,0,2,1,0,31234,1705,16,40,1
995,80,6,18827,12,16,6,0,2,3,0,50870,1705,16,40,0
3423,81,6,18827,13,16,1,0,3,3,0,4726,1709,20,37,1
3914,76,5,169402,10,8,5,0,5,3,0,31251,0,16,33,1
1001,88,3,138407,13,16,5,0,4,3,0,3253,39,16,39,1
292,85,6,18827,0,12,6,0,2,1,0,24997,1705,16,32,1
4046,88,6,18827,12,16,1,0,2,3,1,33921,0,16,40,1
679,78,6,86026,9,5,1,0,2,1,0,9547,1705,1,35,1
4034,83,6,18827,13,5,6,6,2,1,0,9750,0,58,0,1
43,44,6,18827,12,14,6,0,3,1,0,50870,1764,16,40,1
2090,85,6,37828,13,16,6,8,2,1,0,14809,767,57,37,1
3409,76,5,18827,13,16,5,0,2,0,0,28743,0,16,40,1
5571,85,4,124527,0,15,5,0,2,2,0,13443,712,1,40,0
3985,90,1,86026,12,16,6,0,2,1,0,24102,1705,34,38,1
15,85,4,114233,14,16,5,0,5,1,0,2044,0,1,27,0
2911,85,6,18827,12,16,5,0,3,3,0,31257,1292,16,40,1
940,75,4,331772,14,16,1,4,4,1,1,8955,0,37,35,1
3393,85,6,18827,13,16,3,0,5,3,0,25871,0,16,31,0
3066,48,3,18827,12,12,5,0,2,1,0,31228,1705,16,40,1
3532,90,0,18827,0,16,5,0,3,0,0,31234,1705,16,31,1
