,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
2580,85,0,18827,12,16,5,0,2,3,0,31228,1705,16,27,1
4358,88,6,18827,12,16,5,0,3,1,0,18631,1423,34,40,0
2205,88,4,137285,6,16,1,10,2,1,0,13705,0,17,15,1
1113,78,0,99444,13,16,6,0,2,2,0,16840,0,16,15,0
1707,83,6,18827,12,16,5,0,2,1,0,30910,1764,16,40,1
2102,90,6,18827,12,16,5,0,3,3,0,50870,1705,16,40,0
654,65,6,18827,12,16,3,0,2,1,0,11757,1121,16,36,1
3573,85,6,93824,13,16,6,0,3,0,0,8636,1447,16,40,1
2526,74,0,18827,0,15,5,0,2,2,0,7482,717,14,40,1
5326,90,0,18827,0,16,5,0,5,2,0,99999,684,1,40,0
679,85,6,113594,12,16,5,0,2,2,0,7533,1135,16,40,1
1602,90,6,18827,12,16,5,3,3,1,0,43096,4356,1,38,1
3938,44,6,86026,13,16,6,0,2,1,0,31263,823,1,32,0
2483,66,3,18827,12,16,6,3,3,3,0,6739,1598,20,33,1
2022,78,1,18827,13,8,1,0,5,3,0,50870,1497,52,31,1
1588,90,0,18827,0,8,5,3,2,1,0,31245,676,16,40,1
4137,85,3,18827,13,16,6,0,2,1,0,41296,964,16,40,1
2468,90,6,18827,12,16,6,0,3,3,0,50870,1705,16,40,0
3900,71,5,18827,13,16,3,8,2,1,0,31228,1146,16,40,0
2867,85,6,18827,12,16,6,3,3,1,0,15732,1705,1,32,1
3894,44,6,18827,13,12,5,0,3,3,1,50057,0,16,40,1
4952,85,1,18827,1,16,5,0,2,1,0,21594,0,1,40,1
2402,44,0,18827,13,7,0,0,2,1,0,46247,0,16,40,1
4930,90,6,18827,13,8,6,8,2,1,0,19651,1764,16,26,1
5258,76,1,72679,13,16,5,0,3,3,0,22578,1478,34,40,1
5903,88,3,210647,5,15,6,3,2,0,1,99999,0,38,25,1
5144,85,6,18827,12,16,6,0,2,1,0,31327,1705,16,40,1
1350,37,6,18827,13,12,6,10,2,3,0,0,0,1,35,1
4277,78,6,18827,5,12,5,0,5,3,1,20068,0,49,40,0
2349,85,1,18827,12,12,5,0,2,3,0,31234,1709,16,40,1
1566,64,6,18827,11,7,5,0,2,1,1,6485,3603,16,34,1
1271,83,6,127009,13,16,6,0,2,1,0,22190,651,20,25,1
59,90,4,18827,12,7,6,0,5,3,0,12719,1705,16,40,0
2589,80,6,99444,14,16,5,4,5,2,0,1990,0,1,12,0
5417,90,0,18827,13,16,6,0,3,3,0,50870,1362,1,34,1
664,41,0,18827,13,16,5,6,2,2,0,14463,307,49,36,1
5485,90,1,18827,6,16,5,0,5,1,0,31228,924,16,40,1
3764,88,3,18827,14,16,5,0,3,2,0,7986,279,16,40,1
4788,83,1,145224,7,7,6,0,3,1,0,18798,793,1,38,0
4936,85,6,99444,13,16,5,0,5,1,1,8606,1705,16,40,1
3503,85,6,18827,4,16,5,0,3,3,0,22033,663,1,35,1
742,85,6,18827,12,16,6,0,3,1,0,31234,1764,16,40,1
5743,85,6,18827,13,16,1,0,4,3,0,24488,13,16,36,1
3653,85,6,18827,9,16,1,3,4,3,0,14903,0,1,40,1
1142,83,6,18827,13,16,5,0,3,1,0,20232,0,1,40,0
3484,52,6,18827,12,16,5,0,3,2,0,12350,868,34,31,1
3875,90,6,18827,10,8,5,0,4,3,1,30910,0,16,40,1
4890,79,0,18827,0,16,5,0,2,3,0,31228,4356,16,40,1
4723,90,1,18827,12,8,5,0,3,3,1,50870,1705,16,40,1
3843,76,6,18827,12,16,5,0,5,1,0,31234,1705,1,40,1
69,78,6,18827,0,16,6,0,2,1,0,50870,1577,34,40,1
5917,82,6,171150,0,16,1,12,2,1,1,31512,0,37,40,1
1239,85,0,98870,13,8,5,0,3,1,0,31245,1705,16,40,1
3746,77,3,103910,12,16,6,0,2,3,1,30910,0,44,40,1
5860,85,5,86026,12,16,0,4,2,1,0,0,405,1,33,1
1466,85,6,86026,0,16,5,0,2,3,0,50870,1705,16,40,1
2031,60,6,113594,13,6,6,0,2,2,0,15503,1705,16,31,1
2954,76,1,18827,12,16,5,0,2,1,0,50870,1705,16,40,0
3325,88,3,18827,12,16,5,0,3,3,0,50870,1705,38,40,1
2074,78,6,18827,0,12,5,0,3,1,0,4631,1273,16,31,1
2961,85,6,93824,14,16,1,0,5,0,0,22879,0,57,20,1
496,85,0,151925,7,8,5,0,4,3,1,17423,322,37,39,1
570,90,6,18827,0,12,6,0,3,3,0,50870,1705,1,40,1
4587,78,6,18827,12,16,5,0,2,1,0,50870,1705,16,40,1
2818,83,6,467342,15,16,6,0,4,1,1,3999,0,20,14,1
3679,88,6,18827,12,16,5,0,5,2,0,50870,1705,16,40,1
3226,83,6,18827,13,16,5,0,2,3,0,50870,1151,16,40,0
5391,83,0,18827,13,8,5,8,2,0,0,23927,0,16,40,1
3993,85,0,18827,8,16,6,0,5,3,0,31263,1764,1,40,1
2231,48,3,18827,9,16,1,0,3,2,0,41239,1254,1,39,1
2875,90,6,18827,12,16,1,0,5,0,0,31228,1510,16,40,1
2400,76,0,18827,13,8,5,0,2,3,1,15612,1281,16,40,0
2227,78,5,99444,0,12,5,0,3,3,0,50870,1705,16,27,1
5036,85,0,99444,12,16,5,0,3,0,0,31234,1709,16,40,1
3918,88,0,18827,12,16,3,0,3,3,0,23767,1709,16,40,1
72,88,5,93824,0,11,1,6,2,1,0,31228,1705,16,40,1
4863,83,6,18827,12,12,5,0,1,1,0,31228,1705,16,40,1
3994,90,6,18827,0,16,6,0,3,1,0,42675,1709,1,40,1
5957,90,5,18827,12,8,5,0,2,0,0,20431,1705,1,27,1
5740,85,0,18827,13,16,6,0,2,1,0,50870,1705,16,40,0
