,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5247,67,6,18827,7,16,6,3,4,3,0,20101,1705,20,39,1
2887,85,6,99444,0,12,1,0,4,3,0,31269,1023,16,40,1
2408,76,3,103753,13,7,6,0,3,3,0,0,0,52,34,1
2361,90,6,18827,1,16,5,0,3,3,0,21808,1651,44,40,1
3353,76,6,18827,15,16,6,12,3,1,1,31234,269,44,40,1
2738,88,6,18827,9,7,6,0,2,3,0,31234,1705,1,40,1
218,83,0,18827,12,16,6,0,5,2,0,31234,457,16,40,0
3747,45,6,18827,12,16,5,0,2,1,0,30314,1705,16,40,1
5972,52,6,197381,7,16,5,0,1,2,0,0,2362,1,40,1
4068,78,6,18827,0,16,1,0,3,1,0,31257,1705,16,38,1
2418,83,6,18827,12,16,5,0,3,2,0,50870,1404,16,40,1
2108,90,3,18827,6,16,6,0,2,1,1,31263,1523,16,39,1
4109,90,0,18827,0,16,0,0,3,1,0,10023,1705,20,40,1
3369,85,6,18827,12,16,5,0,2,0,0,50870,1134,16,40,0
1652,85,6,112783,10,16,6,0,3,3,0,13252,904,1,40,1
3709,90,0,18827,12,16,0,0,2,1,1,50870,702,52,40,1
187,85,6,18827,12,16,6,6,3,1,0,50870,1705,16,27,0
2412,78,1,18827,12,16,5,0,5,1,0,50870,1705,1,40,1
761,90,6,18827,12,16,5,0,2,1,0,50870,1247,16,31,1
2863,85,6,18827,13,12,5,0,2,3,0,25037,1705,16,27,0
1257,90,0,86026,6,16,6,0,4,3,0,50870,4356,16,40,1
1570,90,4,18827,13,9,5,0,2,0,0,31239,1320,16,40,1
307,90,0,18827,12,16,5,0,4,2,0,19904,1705,34,40,1
4566,85,5,18827,12,16,6,0,3,1,1,31234,1705,16,27,1
3876,41,6,18827,12,12,6,0,2,1,0,36486,0,16,34,1
1041,48,3,18827,0,16,5,0,2,3,0,0,720,37,17,1
56,43,0,18827,12,16,5,0,2,3,1,21276,889,16,26,1
2055,90,1,99444,13,8,5,0,3,3,0,23174,1705,16,40,1
1586,90,6,18827,12,16,5,0,2,1,0,31234,1705,16,40,1
5984,85,0,18827,12,16,5,0,3,1,0,31228,1764,16,27,1
1590,83,6,18827,0,16,6,0,5,3,0,31234,1705,16,40,0
5511,81,6,18827,12,6,1,0,5,3,0,0,821,20,27,1
1468,85,6,18827,12,16,5,0,2,1,0,31234,1705,25,31,0
2046,90,6,99444,13,16,1,0,2,1,0,48625,0,16,23,0
2404,90,6,18827,0,12,5,0,5,3,0,6655,1674,1,40,1
4343,90,6,98870,0,7,6,8,4,0,0,50870,1705,16,26,1
4067,83,6,179904,2,16,5,0,3,1,0,38336,1142,16,27,1
2792,83,6,18827,0,16,3,8,2,0,0,17785,4356,1,40,1
1973,54,1,18827,12,16,6,0,3,1,0,50870,1705,16,40,1
385,90,5,133199,12,16,1,0,3,3,0,31234,1705,16,40,1
3816,85,6,18827,13,16,6,6,3,1,0,31234,582,16,40,1
3341,44,1,86026,12,16,5,0,2,3,0,50870,1705,16,39,1
1508,90,0,18827,12,16,5,6,5,0,1,50870,1705,16,40,1
3281,69,1,18827,12,16,5,0,2,1,0,18497,1705,34,40,1
4492,78,6,18827,12,16,5,0,3,1,0,31228,1705,16,31,0
2672,85,0,99444,12,16,5,0,3,1,0,31234,1554,1,40,1
4024,85,3,86026,0,9,5,6,5,3,1,31228,1705,1,25,0
5006,78,6,18827,0,16,5,0,3,3,0,50870,907,34,31,1
2053,78,6,18827,12,16,6,0,2,1,0,27896,1705,16,26,1
4880,78,6,98870,9,16,1,10,3,1,0,30660,649,37,40,1
1658,88,1,93824,13,16,0,0,3,0,0,16808,193,16,25,1
