,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1688,19,2,289046,15,10,4,2,1,4,1,14693,0,65,38,0
3321,36,3,198827,11,4,4,0,4,4,0,11,0,40,38,0
2341,26,4,180496,10,8,2,3,0,4,1,7387,1840,50,38,0
1032,42,2,183436,15,10,2,11,1,4,1,2,0,19,37,0
2068,37,1,256106,9,13,2,3,3,3,0,0,0,49,38,0
5909,32,2,201718,11,10,4,7,4,4,1,2,0,59,38,0
2910,25,2,115329,14,10,4,6,4,4,1,0,0,19,38,0
2331,34,2,262957,8,6,4,0,1,4,0,8,0,40,6,0
124,18,2,234878,15,10,2,8,0,4,1,2,0,50,37,0
171,55,4,195899,11,9,2,2,0,4,1,0,0,40,37,0
5787,40,2,123464,8,12,2,12,0,4,1,3194,3246,12,38,0
4282,41,2,151166,11,13,2,3,0,4,1,7553,0,39,37,1
5540,39,2,186653,10,8,2,12,1,4,1,0,0,11,38,0
2202,41,2,224104,11,8,0,0,1,2,0,0,0,35,37,0
1357,19,2,342592,10,8,2,2,0,4,1,0,0,40,38,0
3239,34,5,383703,14,13,2,10,0,4,1,0,0,20,37,0
4269,32,2,47638,8,12,0,9,1,4,0,6,0,39,37,1
5082,34,2,167291,15,4,2,10,3,4,1,5,0,39,37,0
2880,31,2,86620,10,8,2,6,1,4,0,0,0,40,37,0
4972,58,2,171056,9,12,2,4,0,4,1,4,0,11,25,1
1824,57,2,42820,8,9,2,3,0,4,1,0,0,40,37,1
4815,25,2,414618,10,12,4,2,1,4,0,0,0,44,38,0
4314,29,2,161292,11,9,4,0,5,4,0,0,0,35,38,0
204,55,4,91299,11,9,0,2,0,4,0,0,0,49,37,0
1077,23,5,109821,14,9,4,0,4,4,0,0,0,50,38,0
3373,43,2,141494,11,10,2,9,3,4,0,0,0,39,38,0
3414,35,0,96265,14,9,6,10,1,4,1,0,0,29,37,1
5846,35,2,332380,14,9,4,8,1,4,0,3,0,13,37,0
5946,43,2,107923,0,9,0,6,0,4,1,5,0,54,38,1
4295,40,2,194748,10,7,4,7,3,4,1,1,0,14,37,0
1051,19,2,111841,11,10,4,10,2,4,0,6,0,36,37,0
3407,53,2,535020,10,8,2,0,0,4,1,0,0,40,38,0
3051,24,2,227672,11,9,2,10,0,4,0,0,0,10,37,0
3904,20,2,157975,15,10,4,2,3,4,1,0,0,48,38,0
4856,31,2,194380,11,13,4,2,0,4,0,10,0,40,38,0
2186,38,2,134046,10,8,2,9,4,2,0,0,0,39,37,1
1303,46,2,237098,10,8,2,7,0,4,1,0,0,40,37,0
932,45,2,243553,10,8,4,12,0,4,1,0,0,40,37,0
5214,49,4,87413,11,9,0,12,1,4,0,0,0,40,37,0
5611,50,5,338517,10,8,2,3,0,2,1,1,0,35,38,1
3782,35,2,351447,0,10,4,2,1,4,1,0,0,34,38,0
1697,61,2,115090,10,8,2,4,0,4,1,9,0,39,38,1
1324,44,2,234889,14,13,2,0,0,4,1,0,0,39,37,1
4231,36,2,198224,11,9,2,10,0,4,1,4,0,45,37,0
5862,47,2,201942,0,13,2,8,0,4,1,2,0,40,38,0
188,27,2,166910,0,9,2,10,1,4,1,0,0,39,38,0
4925,44,2,169895,11,9,2,10,0,4,1,0,0,40,38,0
2989,23,3,188245,9,10,6,8,0,4,1,0,0,20,38,0
380,28,2,136463,10,8,4,9,1,4,1,0,0,19,33,0
392,33,2,147648,11,9,2,9,0,4,1,0,0,35,25,1
5551,39,2,198861,14,9,5,3,1,4,0,6,1879,73,37,1
2921,26,4,64823,0,10,0,0,3,2,0,2,0,44,38,1
