,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
69,4.0,2.5,2600.0,0.0,5100.0,1.0,98103.0,1550000.0
323,3.0,2.0,1600.0,0.0,5500.0,1.0,98122.0,780000.0
224,3.0,2.5,1650.0,0.0,4900.0,1.0,98107.0,1050000.0
480,3.0,2.0,2200.0,0.0,5000.0,1.0,98178.0,1250000.0
214,4.0,2.0,1400.0,0.0,5200.0,1.0,98106.0,720000.0
286,3.0,3.0,1500.0,0.0,1100.0,1.0,98118.0,590000.0
199,5.0,4.0,3200.0,0.0,3900.0,1.0,98103.0,1250000.0
471,2.0,1.5,1500.0,0.0,2500.0,1.0,98108.0,650000.0
414,2.0,2.0,1200.0,0.0,600.0,1.0,98115.0,750000.0
272,4.0,3.0,2500.0,0.0,8000.0,1.0,98178.0,900000.0
259,3.0,3.0,2100.0,0.0,1800.0,1.0,98107.0,1150000.0
434,3.0,2.0,2000.0,0.0,1200.0,1.0,98103.0,1190000.0
220,2.0,2.0,1450.0,0.0,1300.0,1.0,98107.0,680000.0
63,3.0,1.5,1600.0,0.0,4500.0,1.0,98107.0,890000.0
206,2.0,2.0,1450.0,0.0,3500.0,1.0,98109.0,720000.0
231,4.0,3.0,2750.0,0.0,6500.0,1.0,98115.0,1450000.0
170,3.0,2.5,2250.0,0.0,3500.0,1.0,98115.0,1300000.0
153,3.0,2.5,2300.0,0.0,2800.0,1.0,98122.0,1720000.0
367,5.0,3.5,2400.0,0.0,2900.0,1.0,98103.0,1220000.0
271,2.0,1.5,1200.0,0.0,5000.0,1.0,98115.0,700000.0
65,3.0,2.0,1800.0,0.0,4800.0,1.0,98108.0,920000.0
470,3.0,2.0,2100.0,0.0,3500.0,1.0,98107.0,800000.0
27,5.0,3.5,1850.0,0.0,0.25,0.0,98125.0,970000.0
213,4.0,3.5,4000.0,0.0,4200.0,1.0,98102.0,2950000.0
311,2.0,1.5,1450.0,0.0,3200.0,1.0,98133.0,725000.0
374,3.0,1.5,1450.0,0.0,7000.0,1.0,98122.0,780000.0
230,3.0,2.5,1450.0,0.0,5000.0,1.0,98122.0,720000.0
350,2.0,1.5,1050.0,0.0,3000.0,1.0,98115.0,720000.0
104,3.0,2.0,1700.0,0.0,1700.0,1.0,98144.0,695000.0
152,4.0,3.0,2600.0,0.0,4700.0,1.0,98109.0,1350000.0
327,2.0,2.0,1250.0,0.0,7800.0,1.0,98199.0,530000.0
438,2.0,2.0,1100.0,0.0,6900.0,1.0,98133.0,640000.0
459,3.0,2.0,1700.0,0.0,1200.0,1.0,98125.0,680000.0
80,3.0,2.0,1400.0,0.0,5000.0,1.0,98133.0,750000.0
70,4.0,3.5,3200.0,0.0,4500.0,1.0,98122.0,1250000.0
68,3.0,2.0,2000.0,0.0,6200.0,1.0,98105.0,1050000.0
484,5.0,4.0,3500.0,0.0,8000.0,1.0,98112.0,1650000.0
53,5.0,3.0,2200.0,0.0,8000.0,1.0,98106.0,1200000.0
84,3.0,2.5,1800.0,0.0,2500.0,1.0,98117.0,1100000.0
366,4.0,4.0,3600.0,0.0,4200.0,1.0,98115.0,1750000.0
39,2.0,2.5,1800.0,0.0,2500.0,1.0,98136.0,800000.0
485,3.0,2.5,1400.0,0.0,2000.0,1.0,98109.0,950000.0
85,4.0,3.0,2100.0,0.0,7500.0,1.0,98133.0,900000.0
14,2.0,2.5,1850.0,0.0,0.35,0.0,98101.0,2500000.0
326,3.0,2.0,1500.0,0.0,6200.0,1.0,98126.0,810000.0
330,3.0,2.0,1250.0,0.0,5000.0,1.0,98115.0,800000.0
385,2.0,1.5,1200.0,0.0,4000.0,1.0,98125.0,700000.0
22,3.0,2.5,1600.0,0.0,1300.0,1.0,98122.0,990000.0
204,4.0,2.5,2400.0,0.0,7000.0,1.0,98133.0,1025000.0
354,2.0,2.0,1200.0,0.0,3500.0,1.0,98116.0,640000.0
463,3.0,2.5,1600.0,0.0,2900.0,1.0,98108.0,830000.0
403,5.0,3.0,1600.0,0.0,1600.0,1.0,98117.0,910000.0
280,3.0,2.5,1300.0,0.0,1400.0,1.0,98103.0,720000.0
340,4.0,3.5,3200.0,0.0,7500.0,1.0,98117.0,1850000.0
433,4.0,3.5,3200.0,0.0,4200.0,1.0,98116.0,1250000.0
379,2.0,1.0,1100.0,0.0,2500.0,1.0,98108.0,640000.0
376,2.0,2.0,1200.0,0.0,0.25,0.0,98136.0,590000.0
319,3.0,3.0,2000.0,0.0,4500.0,1.0,98109.0,920000.0
162,3.0,2.0,1900.0,0.0,5000.0,1.0,98122.0,980000.0
260,3.0,2.0,1500.0,0.0,5000.0,1.0,98117.0,950000.0
290,3.0,2.5,2100.0,0.0,4500.0,1.0,98103.0,1150000.0
390,3.0,2.0,1200.0,0.0,6000.0,1.0,98118.0,640000.0
