,parents,has_nurs,form,children,housing,finance,social,health,target
310,1,3,1,1,1,1,2,1,2
71,0,1,1,2,0,0,1,2,2
3,1,1,1,3,1,0,1,2,1
132,0,3,0,1,2,0,2,0,0
335,2,2,0,3,1,0,2,2,1
64,1,2,2,0,0,0,2,2,1
98,1,2,1,1,0,1,2,0,0
181,2,3,1,1,1,0,1,1,1
104,2,3,2,0,1,0,1,2,1
179,2,0,3,0,1,0,1,1,1
268,2,3,1,0,2,0,0,1,1
50,1,3,2,2,1,1,2,1,2
34,1,4,1,0,2,1,1,2,1
1,0,3,2,1,2,0,0,1,2
273,1,4,0,2,1,1,2,1,2
350,1,2,2,2,1,0,1,1,1
24,1,2,0,1,0,1,1,1,1
41,1,1,0,2,2,1,2,1,1
103,1,0,0,2,2,1,1,1,2
2,2,1,3,2,0,1,2,0,1
101,0,2,1,1,0,0,2,0,0
241,0,3,1,1,0,0,1,2,1
107,2,2,3,2,1,0,0,1,1
85,2,2,0,1,2,1,0,0,1
255,1,2,3,1,0,0,2,1,2
168,1,0,2,1,2,0,0,0,0
272,2,1,3,1,2,0,1,0,1
94,2,2,0,2,1,0,2,1,1
248,2,2,0,1,2,1,0,1,1
141,2,2,1,2,2,0,2,1,1
282,1,1,3,2,0,0,0,1,1
315,1,1,3,1,0,1,1,1,2
219,1,1,2,3,0,0,2,0,1
19,0,3,2,1,1,0,1,0,0
160,1,2,1,2,1,1,1,1,2
322,0,3,2,0,0,1,1,0,0
189,1,0,3,3,1,1,0,2,1
121,0,2,1,2,2,1,0,2,1
136,1,3,0,2,2,1,0,0,0
109,0,3,0,1,1,0,1,0,0
197,2,4,0,2,2,1,1,0,1
186,1,4,2,0,1,0,2,0,0
309,0,1,2,3,1,0,0,0,0
177,0,1,2,2,0,0,2,1,1
93,1,2,3,3,0,1,2,0,0
11,0,1,2,0,2,1,0,1,2
83,2,1,3,0,1,1,1,1,0
188,2,2,1,1,0,0,1,1,1
129,2,1,2,3,0,1,1,2,0
154,2,2,1,1,1,0,0,1,1
207,0,1,2,3,0,0,1,0,2
47,1,3,1,3,1,0,1,0,0
235,0,0,1,1,2,1,1,0,0
279,2,3,0,2,1,1,0,0,0
163,0,0,0,2,1,1,1,1,2
211,0,4,1,1,0,0,1,2,2
222,2,3,0,2,2,0,2,0,0
220,1,2,1,2,1,1,2,1,2
275,1,2,3,2,2,1,0,1,1
38,1,3,3,0,0,0,2,1,0
112,0,2,1,1,1,0,0,2,1
246,1,3,2,0,1,1,0,0,0
170,1,2,1,2,1,0,1,1,1
130,1,2,2,1,1,0,1,1,1
30,1,2,3,2,2,0,1,2,1
242,2,2,3,0,1,1,0,1,1
215,0,1,2,1,1,0,2,1,2
81,2,3,2,1,0,1,2,0,1
131,2,1,2,2,0,1,0,2,2
14,0,2,0,3,0,0,2,0,1
202,0,3,2,2,0,1,1,2,2
290,1,2,1,2,1,1,0,1,1
118,1,3,0,1,0,1,2,0,1
84,1,3,1,3,0,0,2,2,2
124,1,0,2,3,2,0,2,2,1
299,2,2,3,1,0,0,1,0,0
165,0,4,2,1,2,1,2,0,0
224,1,1,2,0,0,1,1,1,2
327,1,1,2,2,1,0,2,2,1
40,0,3,2,1,1,0,1,2,1
187,0,3,0,2,2,1,0,2,1
18,2,1,1,3,0,1,0,0,1
119,0,4,2,2,2,0,1,1,0
306,1,1,0,2,0,1,0,0,0
253,1,1,0,3,2,0,0,1,0
180,1,1,3,2,2,1,2,2,1
106,1,2,1,1,0,0,2,1,0
213,0,3,0,3,1,0,0,1,1
358,2,1,3,1,1,1,0,2,1
243,1,0,2,2,2,0,0,0,0
16,0,0,3,2,1,1,1,0,0
23,2,0,1,3,1,0,2,2,1
209,0,3,0,1,0,0,2,2,1
43,0,0,3,3,1,1,2,0,1
29,1,0,2,1,1,1,2,1,1
348,2,0,2,2,2,1,1,0,0
201,1,2,0,1,0,0,1,0,0
137,2,0,3,1,1,0,1,2,2
251,0,2,1,1,2,0,1,2,1
9,0,3,1,0,2,1,2,2,1
