,parents,has_nurs,form,children,housing,finance,social,health,target
409,1,1,0,3,0,0,0,2,1
364,0,2,1,3,1,1,2,0,0
24,1,2,1,2,0,1,2,1,1
247,2,3,1,3,0,1,1,0,0
213,2,0,3,0,1,1,0,0,0
344,1,1,2,1,2,0,2,1,1
249,0,3,0,2,0,1,1,2,1
369,0,4,0,2,2,1,2,0,0
293,2,0,0,0,1,1,1,2,1
289,0,2,2,3,0,1,1,1,2
53,1,0,2,3,1,1,1,2,2
390,1,2,2,1,2,1,1,2,1
225,0,1,0,3,2,1,0,2,1
276,1,2,3,0,1,1,2,1,1
45,0,3,0,0,1,1,0,1,0
105,1,3,2,2,0,1,0,1,1
68,1,2,0,2,2,1,1,1,2
120,1,1,2,2,2,1,1,1,2
337,1,3,2,0,1,0,0,2,2
325,1,3,0,0,1,0,0,0,0
358,2,1,0,2,0,0,0,1,0
224,2,2,1,2,1,0,2,1,2
420,1,2,1,1,1,0,1,1,0
343,0,0,0,2,0,1,1,1,0
245,1,4,1,3,0,1,0,2,1
40,2,2,2,1,1,0,2,1,1
250,1,2,2,1,1,1,0,1,1
188,1,0,3,2,2,0,1,0,0
256,2,0,1,2,2,1,0,0,1
165,1,1,1,0,0,0,0,1,0
406,1,3,1,1,1,0,1,0,0
271,0,2,3,1,0,0,0,2,0
60,1,2,1,2,1,0,1,1,2
94,1,0,3,0,2,0,2,0,0
3,1,0,2,2,1,0,1,2,2
197,1,0,2,3,2,0,1,1,1
302,0,1,2,1,2,0,1,0,1
388,1,2,1,3,1,0,1,0,0
182,0,1,3,2,0,1,2,2,1
314,2,0,2,1,1,0,0,1,1
430,1,2,0,2,1,1,1,1,2
350,1,2,2,2,1,1,1,1,2
386,2,3,0,1,0,0,1,0,1
134,2,2,1,1,0,0,2,0,0
240,1,3,2,2,1,1,2,1,2
422,2,1,3,0,2,0,1,2,1
216,0,2,1,3,1,1,2,2,1
85,1,0,2,2,2,0,2,1,1
362,0,1,2,0,0,1,1,0,0
361,1,2,0,2,1,1,2,2,1
191,0,3,2,1,1,1,2,0,0
252,2,1,3,2,2,1,2,0,1
317,2,2,0,0,2,1,0,2,0
43,2,4,1,2,0,1,2,1,0
379,1,1,0,2,2,0,2,1,2
318,1,0,2,1,1,0,1,1,2
10,0,2,1,1,2,0,1,2,1
25,2,1,0,3,2,0,1,1,1
180,1,2,1,1,1,1,1,1,2
393,1,0,1,1,0,1,1,0,0
307,0,3,0,2,0,1,1,2,1
359,0,2,2,3,1,1,2,1,1
199,1,3,1,2,1,0,1,0,0
292,0,2,2,3,0,1,0,1,2
174,1,3,0,2,2,0,0,0,0
103,2,1,3,0,0,1,2,1,0
272,2,1,2,0,2,1,2,0,1
48,0,4,2,1,0,1,2,0,0
154,1,2,0,2,0,0,2,2,1
138,0,2,1,1,0,0,2,0,0
309,1,0,1,2,2,0,2,1,1
327,2,0,1,1,0,0,0,1,1
239,2,3,1,2,0,1,2,2,1
336,2,0,0,1,2,0,1,1,1
141,0,2,1,2,0,1,2,2,1
356,2,3,2,0,2,1,1,0,0
146,0,4,0,1,2,0,2,0,0
381,0,3,2,2,0,1,1,2,1
160,2,2,0,1,1,1,0,2,1
363,1,4,0,1,2,0,1,1,1
190,1,2,1,2,2,0,1,1,1
248,1,0,2,3,1,0,0,1,2
157,1,0,3,2,0,1,1,1,1
253,1,3,0,1,1,0,0,2,0
351,2,1,1,1,2,0,2,2,1
11,2,1,3,2,1,1,0,1,2
97,1,3,1,1,0,0,1,2,1
428,1,1,1,2,2,0,0,2,1
23,2,0,2,1,1,1,1,2,1
401,2,1,1,2,0,0,1,2,1
17,1,3,0,1,0,1,1,0,2
220,1,2,1,3,0,1,1,1,2
31,2,1,0,2,1,0,2,0,1
96,0,1,2,2,1,1,0,0,0
80,1,2,1,1,1,0,1,1,1
258,1,3,3,1,0,1,0,1,1
281,0,2,1,1,0,0,2,2,1
71,0,2,1,2,1,0,1,2,1
353,2,0,2,3,0,1,1,0,0
322,2,1,0,1,2,0,1,1,1
