,parents,has_nurs,form,children,housing,finance,social,health,target
446,1,2,2,3,2,1,1,2,1
1474,2,0,0,1,2,0,0,1,1
2307,0,4,2,1,0,0,0,0,0
1927,1,0,3,3,1,0,0,0,0
1077,2,4,0,0,0,0,1,0,0
1994,2,4,0,1,1,0,2,1,1
1887,0,1,0,0,0,0,0,1,1
2072,1,2,2,0,1,1,2,0,0
902,1,3,1,0,0,1,2,2,1
2528,2,0,3,3,0,0,1,0,1
2192,0,0,2,1,2,0,0,1,2
1570,1,2,2,3,0,1,2,2,1
2265,2,4,3,1,0,0,0,1,2
133,2,1,1,3,2,1,2,2,1
1926,2,0,1,3,2,0,0,2,1
2226,1,3,1,2,2,1,2,0,0
1940,0,1,2,0,2,1,1,1,2
2337,1,1,0,2,1,1,1,1,2
1301,0,1,3,3,0,0,0,1,2
614,2,2,0,1,2,1,2,2,1
510,0,3,2,3,0,1,1,1,2
680,0,1,1,1,0,1,2,1,1
435,2,1,2,1,0,0,0,0,0
2387,2,1,0,0,0,0,1,1,1
382,0,2,1,2,2,1,2,0,0
909,0,0,1,2,2,1,2,2,2
364,0,3,3,1,2,1,1,2,1
1611,2,4,0,2,2,1,0,2,1
1803,0,4,0,2,2,1,0,2,2
2139,1,3,3,3,1,0,0,0,0
1273,1,0,0,3,1,1,1,0,0
2217,2,4,0,0,2,1,2,1,2
1838,1,1,3,3,0,0,2,1,2
2112,1,0,2,2,1,1,0,1,2
1918,0,1,2,2,2,0,1,0,0
2002,0,0,1,1,2,0,0,0,0
2077,2,1,3,2,2,1,0,0,0
635,0,4,2,3,0,0,0,1,2
1608,0,0,1,2,0,1,2,2,2
326,1,3,1,3,2,1,0,1,1
1237,2,4,1,2,0,0,0,0,0
640,2,2,2,2,2,0,2,2,1
1173,0,1,1,0,0,1,2,0,0
1548,1,4,0,1,2,1,1,2,2
819,1,3,1,1,1,1,0,1,1
1261,2,3,0,3,1,0,0,0,0
916,0,2,1,3,0,1,2,2,1
2329,2,4,1,2,2,1,1,0,0
771,0,0,0,1,1,0,0,1,2
265,0,3,3,0,1,0,2,2,1
379,0,0,0,1,2,1,2,0,0
1122,2,4,2,2,0,0,1,1,2
89,1,1,1,0,0,1,2,1,1
933,2,0,2,1,0,1,1,1,2
923,1,4,0,2,0,1,0,1,2
637,0,0,1,2,2,1,1,0,0
478,2,4,3,3,0,1,1,2,1
884,2,0,3,3,1,1,0,2,2
1256,0,4,0,1,1,1,2,1,2
1493,2,4,3,0,1,0,0,2,2
485,1,0,2,2,2,0,0,1,2
2332,2,1,1,2,2,1,1,1,1
215,2,2,1,2,2,0,2,0,0
399,0,0,3,2,1,0,1,2,0
1713,1,4,1,2,0,0,2,0,0
1305,1,1,0,3,2,1,1,0,0
1394,2,0,1,2,0,1,1,1,2
2118,2,4,2,3,2,0,2,2,2
1343,1,4,2,3,2,1,1,2,1
2366,2,3,3,1,1,1,0,0,0
512,2,2,3,1,0,0,1,1,1
369,1,2,2,3,1,0,2,1,1
1220,2,3,2,1,2,0,1,1,1
1645,0,3,2,3,2,1,0,2,2
1963,1,3,0,1,0,1,1,1,1
2308,1,0,0,3,2,1,1,1,2
2168,2,2,1,0,1,1,0,1,1
540,2,1,0,2,1,1,2,0,0
2463,2,0,0,3,1,1,2,2,1
462,1,1,1,3,1,1,0,0,0
357,0,2,3,0,2,0,1,1,2
559,0,4,0,2,1,1,1,1,2
1869,0,2,0,1,2,1,0,0,0
1656,2,2,2,1,2,1,1,0,0
2519,2,4,1,0,1,0,1,0,0
2288,2,4,2,2,1,1,1,2,2
1715,0,1,3,0,0,0,1,2,2
2575,0,3,1,1,2,1,2,0,0
1646,1,3,0,0,0,1,2,1,1
296,1,4,1,1,0,0,1,2,2
1400,1,1,2,2,0,0,0,0,0
129,2,0,3,1,2,0,2,2,2
1819,2,1,3,0,0,0,2,2,1
400,0,1,3,1,0,1,2,0,0
1117,1,4,1,3,1,0,0,1,2
2453,0,2,2,3,0,0,1,0,0
380,0,1,0,2,0,1,0,1,1
852,1,0,0,1,1,1,0,2,2
1967,0,0,3,3,1,1,2,1,2
355,0,4,2,3,2,1,1,1,2
