,parents,has_nurs,form,children,housing,finance,social,health,target
1144,1,0,0,2,1,0,2,2,1
1226,0,3,3,3,1,0,1,0,0
822,2,2,2,1,2,0,2,1,3
749,1,1,1,0,0,0,2,2,1
45,2,2,0,0,0,0,2,1,1
450,1,2,3,0,1,1,2,2,1
1788,0,4,1,2,2,1,1,0,0
2132,0,1,0,1,2,1,1,2,2
2526,0,4,1,0,1,1,1,0,0
795,0,3,1,0,0,0,1,0,0
982,1,2,3,2,2,0,2,2,1
1669,1,1,2,0,0,1,1,1,1
2017,2,3,2,3,0,0,2,2,3
182,1,1,0,3,0,1,1,1,2
652,0,1,2,2,1,1,1,1,2
715,0,3,3,2,0,0,1,1,2
2440,2,4,0,2,1,0,2,1,2
24,1,0,1,2,2,0,0,2,2
1415,0,0,3,0,0,1,1,2,1
2151,0,1,1,3,0,0,1,0,0
1268,2,0,0,0,1,1,1,0,0
831,2,2,3,3,1,1,0,2,1
1857,0,3,1,1,1,0,0,2,1
1165,1,2,2,1,1,0,0,2,3
1871,2,0,1,1,1,1,1,2,1
1323,0,2,1,0,2,0,1,2,1
928,1,3,0,1,0,0,2,0,0
2073,0,2,3,3,2,0,2,0,0
194,2,2,3,2,0,0,1,2,1
1419,1,3,1,1,1,1,0,2,1
1506,1,3,2,1,0,1,0,2,1
259,0,0,3,3,0,0,1,1,2
785,0,3,2,0,2,1,1,2,1
1427,0,1,0,0,2,0,1,0,0
1251,1,4,2,1,1,0,0,1,2
2455,0,2,2,0,2,1,2,2,1
518,2,1,0,3,0,1,1,0,0
733,2,0,0,3,1,0,0,0,0
2012,1,4,1,2,1,0,2,0,0
1206,2,2,1,1,1,1,2,2,1
1294,2,0,1,1,1,1,0,0,0
2165,1,1,3,2,1,1,1,2,2
1519,2,0,2,2,2,1,1,1,2
2331,0,4,0,3,1,0,1,2,2
1230,2,1,3,3,0,0,1,2,1
2209,2,3,3,0,1,0,0,0,0
436,2,2,2,3,0,0,0,1,1
564,2,0,3,1,1,1,2,0,0
653,0,2,2,0,0,1,0,2,1
1543,0,3,1,3,1,0,2,0,0
16,2,1,3,2,2,0,2,1,1
33,2,0,3,1,2,0,2,2,2
1006,0,4,2,3,2,1,2,2,2
481,2,1,2,0,1,1,0,0,0
188,1,1,0,1,2,1,2,2,1
758,2,3,0,2,0,0,2,2,3
505,1,3,2,1,1,1,2,2,1
92,1,2,0,1,1,1,2,2,3
915,1,3,0,3,2,0,2,1,1
386,2,1,1,0,1,0,1,1,1
666,2,3,1,3,0,0,2,0,0
31,1,1,2,2,0,1,0,2,1
2282,0,1,3,2,1,1,2,1,2
693,2,4,0,0,1,0,0,0,0
1459,1,0,0,2,2,0,2,1,2
817,0,3,2,1,1,0,0,1,2
791,2,4,3,2,0,1,2,0,0
1370,2,1,0,1,2,0,1,1,1
2536,2,1,0,1,1,0,2,2,1
2221,2,3,3,3,0,1,0,0,0
1989,2,0,0,1,2,1,0,2,2
1563,1,0,2,0,2,0,2,2,2
962,0,3,3,2,1,0,0,2,1
198,1,3,1,3,2,1,2,2,1
2035,0,1,0,0,0,1,1,0,0
1504,2,4,0,0,0,1,1,1,2
553,0,0,1,1,1,0,2,0,0
526,2,4,0,2,0,1,1,0,0
1037,0,1,3,3,1,0,1,1,2
2103,2,4,2,3,0,1,0,0,0
1263,2,3,0,1,0,1,2,1,1
3,2,0,1,2,0,1,2,0,0
1951,2,3,3,3,1,0,0,2,1
991,1,3,0,1,0,1,2,2,1
1363,2,0,1,3,0,0,0,2,2
2159,0,3,3,3,0,1,2,0,0
1293,2,2,1,1,0,1,1,1,1
2067,1,4,1,0,0,0,1,2,2
669,0,0,1,1,1,0,1,2,2
1244,1,2,1,0,1,1,2,0,0
2235,0,1,2,2,2,1,2,1,2
968,2,0,1,0,0,0,1,1,1
672,1,1,2,1,1,1,2,1,1
1694,1,2,3,0,2,0,0,1,1
1961,2,2,2,1,2,0,1,2,1
819,2,0,2,0,1,1,0,0,0
615,1,1,3,2,0,1,2,0,0
302,2,2,2,3,2,0,2,2,1
1664,2,1,3,1,1,0,0,1,1
1216,2,1,0,2,1,0,0,0,0
