,state_code,lat,lon,lat_zone,bird
399,28,48.15,-100.73,2,7
339,50,43.6,-104.56,2,7
376,34,43.41,-75.14,2,2
275,24,39.65,-93.5,2,2
113,34,43.4,-74.2,2,2
318,5,40.95,-108.72,2,5
271,5,40.49,-105.08,2,5
229,44,39.97,-109.46,2,0
194,28,46.64,-102.69,2,7
132,32,35.98,-108.42,2,3
7,38,41.2,-75.4,2,6
58,0,65.74,-164.26,0,8
200,14,39.24,-88.79,2,6
182,15,39.39,-86.6,2,6
459,5,37.61,-107.73,2,5
442,35,41.06,-83.16,2,6
59,27,35.64,-75.87,2,6
161,26,48.64,-104.32,2,7
148,15,38.36,-86.39,2,6
338,17,38.49,-84.46,2,6
480,50,44.19,-109.32,2,7
470,15,40.48,-85.39,2,6
79,50,44.91,-109.61,2,7
63,11,22.0,-159.43,1,4
180,16,37.29,-99.36,2,7
24,28,46.64,-102.69,2,7
473,45,38.2,-77.82,2,6
397,29,42.73,-103.69,2,7
101,37,45.35,-121.94,2,7
27,44,39.75,-109.69,2,0
185,24,39.24,-91.32,2,2
224,8,38.92,-75.4,2,1
158,45,36.89,-77.34,2,6
281,24,37.1,-93.35,2,2
374,14,40.29,-90.67,2,6
430,0,63.63,-152.42,0,8
163,5,37.04,-102.09,2,5
218,29,42.8,-101.18,2,7
14,50,41.65,-110.56,2,7
69,38,40.06,-78.63,2,6
1,45,37.4,-79.83,2,6
310,29,42.76,-100.31,2,7
169,17,36.62,-84.45,2,6
149,28,48.15,-100.73,2,7
177,29,42.6,-98.35,2,7
66,37,43.9,-120.82,2,7
484,5,40.77,-107.02,2,5
78,44,41.42,-111.93,2,0
102,17,38.67,-82.93,2,6
336,45,37.41,-77.76,2,6
25,26,45.63,-111.97,2,7
398,15,38.36,-86.39,2,6
13,5,39.64,-107.27,2,5
443,29,40.97,-99.89,2,7
300,44,37.43,-112.81,2,0
70,27,36.21,-78.64,2,6
99,45,38.58,-78.25,2,6
51,50,44.37,-106.2,2,7
234,16,37.32,-97.46,2,7
239,0,56.73,-158.06,2,8
266,44,40.02,-111.81,2,0
125,50,44.14,-107.34,2,7
306,8,38.47,-75.05,2,1
428,0,62.32,-148.68,0,8
379,49,38.93,-79.82,2,6
210,27,36.09,-77.46,2,6
481,17,37.33,-87.41,2,6
358,14,41.03,-89.86,2,6
496,37,45.96,-118.54,2,7
139,24,39.48,-94.15,2,2
265,35,39.67,-83.71,2,6
303,24,36.62,-93.67,2,2
5,44,39.76,-114.03,2,0
50,38,39.99,-75.94,2,6
323,28,46.7,-100.0,2,7
168,50,41.74,-105.66,2,7
279,35,40.78,-82.8,2,6
159,26,48.86,-108.97,2,7
272,16,38.5,-98.07,2,7
488,37,42.09,-121.02,2,7
263,16,38.33,-99.35,2,7
57,37,46.11,-123.12,2,7
259,34,41.81,-74.79,2,2
352,5,37.02,-105.87,2,5
462,38,41.37,-74.86,2,6
82,35,41.62,-83.96,2,6
55,38,41.47,-77.47,2,6
197,44,39.75,-109.69,2,0
346,34,43.6,-76.12,2,2
103,15,38.74,-87.23,2,6
409,16,37.02,-99.93,2,7
48,5,40.02,-105.93,2,5
274,35,40.96,-80.87,2,6
335,37,44.02,-123.83,2,7
141,45,37.51,-79.26,2,6
33,14,40.23,-88.05,2,6
423,24,38.15,-94.35,2,2
39,50,44.28,-108.26,2,7
367,45,37.47,-77.75,2,6
195,26,45.63,-111.97,2,7
