,state_code,lat,lon,lat_zone,bird
201,5,38.85,-104.51,2,5
414,28,48.13,-98.72,2,7
175,27,35.13,-77.16,2,6
225,16,39.67,-98.01,2,7
138,49,39.46,-78.79,2,6
136,37,43.22,-117.13,2,7
346,38,41.11,-78.51,2,6
129,14,37.22,-89.37,2,6
242,50,42.1,-110.49,2,7
290,8,39.01,-75.58,2,1
76,45,36.92,-79.37,2,6
229,14,39.55,-90.84,2,6
126,29,42.35,-101.55,2,7
44,27,35.58,-79.72,2,6
202,16,39.93,-97.7,2,7
313,49,37.63,-81.03,2,6
203,28,47.59,-97.65,2,7
334,28,47.83,-101.84,2,7
340,32,32.94,-104.95,2,3
296,50,44.46,-109.24,2,7
86,37,44.39,-117.47,2,7
344,44,41.77,-111.66,2,0
486,24,38.1,-91.39,2,2
15,37,42.58,-120.15,2,7
214,32,32.26,-106.3,2,3
8,24,37.97,-92.69,2,2
192,34,42.53,-73.61,2,2
243,14,41.17,-89.88,2,6
333,5,38.82,-108.77,2,5
164,35,38.97,-81.8,2,6
413,26,48.29,-105.14,2,7
112,8,39.53,-75.6,2,1
419,44,40.98,-109.29,2,0
403,45,36.62,-79.47,2,6
222,26,48.68,-106.84,2,7
172,24,37.5,-94.26,2,2
97,44,39.77,-112.83,2,0
51,16,38.89,-99.33,2,7
186,37,43.72,-123.84,2,7
297,38,41.73,-77.03,2,6
342,29,41.91,-101.78,2,7
459,0,69.7,-158.05,0,8
292,15,39.99,-85.36,2,6
283,35,40.26,-81.61,2,6
79,27,36.04,-79.36,2,6
179,5,40.87,-104.17,2,5
223,34,42.05,-76.9,2,2
392,16,37.56,-97.42,2,7
148,26,48.25,-105.38,2,7
425,29,42.72,-103.94,2,7
458,28,47.01,-102.8,2,7
379,34,40.79,-73.28,2,2
163,37,45.57,-117.57,2,7
128,27,35.99,-81.7,2,6
5,28,46.14,-103.16,2,7
63,32,33.96,-106.02,2,3
161,34,42.96,-74.27,2,2
332,17,38.73,-84.82,2,6
443,16,39.67,-100.8,2,7
258,49,38.12,-80.85,2,6
69,8,38.48,-75.24,2,1
71,8,38.56,-75.7,2,1
212,5,40.13,-105.41,2,5
207,27,35.68,-80.19,2,6
16,17,37.1,-86.6,2,6
137,35,40.31,-84.7,2,6
103,29,41.37,-97.24,2,7
314,49,38.31,-81.86,2,6
46,27,35.43,-81.94,2,6
155,5,39.56,-104.01,2,5
276,37,42.0,-119.27,2,7
165,50,43.13,-104.96,2,7
45,5,40.12,-105.61,2,5
272,0,60.21,-143.46,0,8
498,45,37.32,-77.56,2,6
53,15,40.48,-85.18,2,6
166,28,46.47,-102.97,2,7
211,34,44.14,-75.03,2,2
441,5,39.04,-102.25,2,5
492,27,36.43,-80.97,2,6
74,32,36.5,-106.55,2,3
134,38,41.74,-76.02,2,6
281,0,65.37,-154.69,0,8
221,17,38.9,-84.65,2,6
496,45,37.4,-79.21,2,6
227,11,19.68,-155.41,1,4
67,5,39.21,-108.96,2,5
262,16,39.54,-96.45,2,7
319,26,48.36,-105.32,2,7
102,28,48.9,-102.85,2,7
485,14,41.93,-89.68,2,6
236,49,38.3,-82.25,2,6
259,29,42.17,-101.62,2,7
173,29,41.59,-100.25,2,7
305,8,38.6,-75.18,2,1
39,44,40.98,-111.84,2,0
75,26,48.51,-114.97,2,7
267,44,38.64,-113.87,2,0
360,34,44.06,-74.31,2,2
369,38,40.78,-76.14,2,6
