,parents,has_nurs,form,children,housing,finance,social,health,target
246,1,4,3,3,1,1,2,2,2
444,0,2,0,0,0,1,2,0,0
139,0,1,3,2,1,1,1,0,0
225,2,1,1,1,1,1,2,1,1
66,1,0,1,2,1,1,0,2,2
341,0,4,2,1,1,0,0,1,2
409,2,0,3,1,0,0,0,2,1
171,2,4,2,1,0,1,0,1,2
461,1,4,0,2,0,1,1,2,2
311,1,4,2,2,0,0,0,0,0
443,1,3,2,3,0,1,2,1,1
67,1,0,0,3,2,0,0,2,2
476,1,1,1,0,1,0,0,1,1
404,0,2,2,2,2,0,2,0,0
494,2,4,1,1,0,0,0,1,2
149,2,0,2,3,2,1,1,2,2
76,0,3,3,3,0,1,1,1,2
437,2,1,0,0,1,0,1,1,1
240,2,1,2,2,1,1,2,0,0
299,2,2,1,1,1,0,1,1,1
129,2,3,0,3,1,1,2,0,0
211,1,0,2,2,2,1,1,1,2
499,1,2,2,0,0,0,1,1,1
123,1,2,0,2,2,0,1,0,0
187,1,1,2,3,2,1,2,1,2
357,2,0,2,3,0,1,1,0,0
363,0,3,2,3,2,1,2,0,0
318,1,0,3,3,2,0,1,2,2
362,1,1,1,2,2,1,1,1,2
156,1,3,3,3,0,1,1,1,1
23,1,1,2,1,1,1,0,1,2
30,1,1,0,0,1,1,2,2,1
396,1,0,2,2,0,1,1,2,2
491,2,1,0,1,0,0,2,1,1
222,0,2,2,1,2,0,1,0,0
446,1,4,0,0,0,1,1,0,0
88,2,0,2,1,2,0,2,0,0
322,0,2,1,1,2,0,0,0,0
126,2,2,1,1,1,1,2,1,1
197,1,3,3,2,2,1,2,2,1
257,2,4,2,2,2,1,0,0,0
234,1,0,2,1,0,1,2,0,0
119,2,2,0,0,0,0,0,1,1
219,1,1,2,3,1,0,1,1,2
107,1,3,3,2,2,0,2,1,1
351,2,4,2,3,1,0,0,0,0
449,2,0,3,0,0,1,1,2,1
284,0,0,0,1,1,1,0,0,0
375,1,1,1,2,1,1,0,0,0
331,2,2,2,0,0,0,2,0,0
235,0,1,3,3,0,1,0,0,0
492,2,1,3,3,2,0,2,1,1
39,2,1,3,1,1,1,1,2,1
237,2,1,1,1,0,0,2,0,0
314,2,1,2,0,1,0,2,0,0
265,1,4,2,3,1,1,1,2,2
127,0,2,0,1,1,0,0,1,1
59,0,1,3,2,2,0,1,2,2
474,0,4,3,1,1,0,2,2,2
136,1,0,0,3,1,1,0,2,2
96,0,4,1,2,2,1,1,2,2
300,2,0,1,1,2,0,0,1,1
277,2,0,3,2,0,1,1,2,2
436,0,1,0,3,0,1,2,1,2
263,1,1,2,2,0,0,0,1,1
152,0,2,2,3,1,1,2,0,0
417,1,4,0,3,1,0,2,0,0
70,1,0,1,3,2,1,1,2,2
157,1,2,3,0,0,1,0,1,1
313,1,3,2,3,1,0,2,0,0
154,0,3,2,2,1,1,2,2,2
281,1,4,2,0,0,0,1,0,0
301,1,0,0,0,0,0,2,0,0
395,0,2,0,2,1,0,1,0,0
168,2,0,2,1,1,1,1,0,0
63,0,4,3,3,0,1,2,2,1
14,1,4,1,2,0,0,1,1,2
174,0,2,0,2,2,1,2,1,2
17,2,4,2,2,0,0,1,1,2
368,1,0,2,2,2,0,1,0,0
465,1,4,1,2,1,1,1,2,2
414,2,4,0,2,2,0,2,0,0
291,2,3,3,1,2,1,1,1,1
244,1,3,3,2,2,1,2,2,1
441,2,0,1,0,0,0,1,2,1
253,0,2,1,2,2,0,0,0,0
1,0,0,2,2,2,1,0,2,2
87,2,0,1,1,0,0,2,1,1
316,0,1,3,2,1,1,1,2,2
86,0,2,2,2,0,0,0,2,1
279,0,0,0,2,1,0,2,2,2
115,1,1,0,1,0,1,0,2,1
296,0,2,0,1,1,0,0,1,1
214,1,0,1,2,2,1,1,1,2
377,1,1,0,3,1,1,1,1,2
490,1,1,0,1,0,0,2,2,1
366,2,4,3,3,0,0,1,1,2
355,2,1,3,1,1,0,0,0,0
179,1,2,2,2,0,1,1,1,1
124,0,0,2,1,5,1,0,1,2
