,parents,has_nurs,form,children,housing,finance,social,health,target
93,1,0,1,2,1,0,2,1,2
102,2,0,1,1,0,0,1,0,0
258,0,1,1,3,0,0,0,0,0
250,2,4,3,0,1,0,0,1,2
67,2,4,1,3,2,1,1,1,2
260,1,0,0,1,0,0,0,1,2
433,2,4,0,1,0,1,0,1,2
389,1,2,3,3,2,0,1,1,1
360,1,2,3,0,0,1,1,0,0
326,0,3,0,1,2,1,2,1,2
397,0,4,1,3,2,1,1,2,2
274,1,2,2,1,2,1,2,0,0
5,1,4,1,2,0,0,2,2,1
248,1,2,0,2,1,0,1,2,1
418,1,2,0,1,0,1,2,0,0
50,1,4,2,3,0,0,1,2,2
264,2,4,3,3,0,1,1,2,2
127,1,4,3,0,0,0,2,2,1
10,2,4,3,0,1,0,0,1,2
252,1,1,2,3,0,1,2,2,1
200,1,4,2,1,0,1,2,0,0
21,2,4,3,0,2,0,1,0,0
438,0,2,3,2,0,1,2,0,0
391,2,1,3,0,0,1,1,1,1
449,1,0,1,2,0,0,0,1,2
353,0,1,0,0,2,0,2,0,0
199,2,0,2,2,0,1,0,2,1
6,0,3,2,3,2,0,0,0,0
146,0,4,3,3,2,1,1,2,2
25,0,1,2,3,0,0,2,2,2
373,0,1,2,3,0,0,2,0,0
488,2,4,3,1,2,0,0,2,2
401,0,2,2,1,1,1,2,1,2
266,1,2,1,1,2,1,1,1,1
139,0,4,2,0,1,1,0,2,2
28,1,3,0,3,0,0,1,2,1
119,1,2,3,3,2,0,2,2,1
118,0,4,1,0,0,1,0,0,0
32,0,3,3,0,2,1,0,0,0
180,1,1,2,2,1,1,1,2,2
244,2,1,1,2,0,1,0,2,1
272,2,1,2,2,2,0,2,1,1
19,1,1,3,2,2,1,2,1,2
308,2,0,2,1,1,1,1,0,0
148,0,4,1,2,2,1,2,2,2
346,1,4,3,2,2,1,2,0,0
464,0,2,3,2,0,0,2,2,1
298,0,3,3,3,1,1,1,2,2
126,2,0,1,2,2,1,2,2,1
399,2,2,3,1,0,0,2,1,1
52,2,1,2,2,2,0,2,0,0
368,1,1,3,1,1,1,1,0,0
484,2,4,0,3,2,1,0,1,2
359,2,2,0,1,1,0,1,1,1
192,1,1,3,3,0,0,2,2,1
447,1,3,2,2,1,0,2,0,0
459,1,4,2,1,0,0,2,1,2
247,0,0,2,2,2,0,2,0,0
410,0,4,1,0,2,1,2,1,2
256,1,2,3,2,0,1,1,2,1
338,1,2,2,3,1,0,1,1,1
164,1,4,3,2,2,1,2,0,0
470,1,2,0,3,0,0,2,1,1
23,1,0,2,3,1,1,2,1,2
255,2,0,0,0,2,1,1,2,1
217,0,1,2,2,2,1,1,2,2
185,1,1,2,1,1,1,0,2,2
405,1,2,1,0,1,1,2,0,0
36,0,4,1,3,2,1,2,2,2
134,2,4,3,0,1,0,1,2,2
216,2,4,10,3,0,1,1,1,2
259,2,3,1,3,2,1,2,0,0
333,2,3,1,3,2,1,0,0,0
253,0,4,1,0,1,1,1,2,2
478,0,2,0,2,2,1,2,0,0
467,0,0,2,1,0,1,0,2,2
411,1,0,3,0,0,0,1,2,1
282,2,2,2,0,2,1,0,1,1
340,0,0,2,2,2,0,2,2,2
157,2,0,3,1,2,1,2,0,0
71,2,0,1,0,0,0,1,2,1
396,0,2,1,0,2,1,0,2,1
452,2,0,3,0,1,1,1,0,0
231,1,0,3,3,2,0,1,1,2
390,1,3,1,2,0,1,1,2,1
428,0,3,0,1,2,1,2,2,1
335,1,2,2,2,0,0,2,2,1
318,1,1,1,1,1,1,0,2,1
297,1,4,2,1,1,0,1,1,2
68,2,4,2,3,1,1,0,2,2
112,2,3,2,2,1,1,1,2,1
66,0,1,1,1,2,0,1,2,2
311,1,0,0,2,1,0,2,1,2
8,2,0,0,1,2,0,1,0,0
339,2,1,3,2,2,0,1,2,1
214,0,1,0,0,0,1,0,0,0
176,2,2,1,0,1,1,0,0,0
72,0,4,2,2,2,1,1,0,0
323,1,2,1,2,1,0,0,2,1
186,1,3,2,3,2,1,2,1,1
