,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
93,1,0.947203448366483,614,0,5585.217189808807,0,98104,328291
282,4,2.2617148030953604,2565,0,7779.580819539386,1,98103,1484176
248,1,0.8682733131524036,1044,0,3282.461633130872,1,98103,239149
115,2,3.5931308369578434,1424,0,1658.77081567287,1,98104,722457
108,3,2.6264525334355278,2160,0,3618.724909548787,1,98123,1715451
254,4,5.180771307083173,4317,0,3723.302922595179,0,98103,2455249
264,3,2.012338018280473,2012,0,7178.2130289440665,1,98184,1173082
27,3,2.533810685809024,2073,0,3899.789489810523,1,98117,1367560
78,1,1.9324620206935028,2032,0,3437.4840775179914,1,98149,840963
60,3,2.04011946406993,2120,0,7842.180151956114,1,98129,739093
185,2,2.147046885692696,1042,0,1159.532844255591,1,98115,872210
49,1,1.861368061962651,1110,0,5834.218905315078,1,98115,785768
173,2,1.1039764769027416,846,0,6446.05386210581,1,98198,1287733
305,1,2.002562160272512,800,0,0.23,0,98104,524299
15,5,2.6472291379082837,3217,0,0.23,0,98123,3208498
243,5,2.1150722669684803,1353,0,2061.871359001092,1,98143,990169
232,3,2.177159506140968,1104,0,7191.466202725176,1,98105,818542
120,2,1.0906997997588426,1118,0,7674.804394651189,1,98124,646743
183,1,2.002816513671579,1001,0,5727.586496760963,1,98182,667791
295,3,3.085456482915916,2537,0,8957.808763961577,1,98187,939391
261,2,1.8635485681296688,1149,0,1187.9501992729984,1,98106,725236
151,2,0.9555066025690778,739,0,1223.9834903508113,1,98147,343922
47,2,2.5561042331508608,1687,0,4885.782700481073,1,98115,881502
256,3,2.486917281334028,2015,0,4864.049408843267,1,98104,965414
40,2,3.7664585733488094,1924,0,7779.096456356896,1,98187,1177572
3,1,1.145903743775052,1181,0,1500.221785053996,0,98187,860402
302,2,1.8622274783247288,1342,0,4206.566557547763,1,98108,761504
249,2,2.1150906572592456,1069,0,4706.900158733727,1,98127,686370
241,4,6.1112942196093805,2670,0,596.2468199211921,1,98112,1057227
20,2,2.2317908635463874,1367,0,1042.335682548187,1,98113,702301
68,2,2.090603338085712,1199,0,2319.277779824285,1,98114,1032118
88,1,2.033570641711854,2267,0,416.7983653880089,1,98126,948020
125,2,1.0345746853528326,1003,0,4108.066159767984,1,98142,717978
189,2,2.132670829586573,1470,0,6356.805607312601,1,98116,706401
259,2,1.0772217527078622,1121,0,3086.824381454575,1,98115,760459
129,2,3.757980763090168,1429,0,622.221790418074,1,98120,720902
43,4,4.026762909071376,3731,0,4753.479795820126,1,98114,2011653
304,3,2.6200560465164724,2594,0,6368.382677450899,1,98120,946681
127,1,1.919582962873844,949,0,2749.643836768713,1,98107,850784
136,2,3.669644110106341,1458,0,4011.275952813288,1,98115,875153
5,3,2.1624111399669994,2159,0,1266.7959098883844,1,98118,1688542
293,1,0.910940934574146,999,0,141.6294885647926,1,98104,724678
250,1,1.1599678655175942,665,0,1770.643209046941,1,98107,656566
52,3,2.992590697980102,2051,0,2602.4002625868416,1,98116,872183
266,2,1.82284142622058,2024,0,2432.763813119801,1,98105,1121589
299,2,1.8616742267086372,1367,0,6518.19297272526,1,98139,1230920
327,2,1.966422489085208,2326,0,2597.950283240673,1,98145,1476422
24,2,3.030151168295565,2008,0,9823.705478664424,1,98122,807583
269,3,3.769670195984593,2441,0,5401.670752263864,1,98118,1296870
7,3,3.0344604512782283,1341,0,3966.0660578825855,1,98117,610109
23,1,1.8751704106759453,873,0,1282.0978556641935,1,98117,605354
140,2,1.85382501917609,1005,0,1698.78962789652,1,98115,808675
117,2,2.4694647263088507,1737,0,1598.3681313855336,1,98148,1038959
62,1,2.480598616772961,825,0,235.2061444612908,1,98116,490557
257,1,1.7987112743653242,771,0,4464.340919991082,1,98105,880661
190,1,1.1107684129605049,968,0,0.23,0,98102,689509
235,2,1.8352224717312189,1010,0,3824.319324642795,1,98117,642286
64,2,1.8093724170807624,1631,0,2034.389968230323,1,98115,852636
233,2,2.5315868464346174,1093,0,0.23,0,98117,641722
288,3,2.50826462449898,1711,0,2679.8754738217417,1,98140,948941
273,2,2.985837629672039,1265,0,8777.495653151505,1,98114,1441436
201,2,3.667516648598791,1058,0,0.23,0,98148,268264
1,3,5.375463150814923,2974,0,7923.795369013597,1,98114,1850778
135,2,4.034872009009797,2657,0,3775.251670580045,1,98116,1853804
319,1,2.17157047529761,1207,0,3464.4293744892584,1,98109,942148
65,1,1.0633353793200884,719,0,5967.389206867909,1,98116,434016
162,2,1.8352332968685436,1973,0,5186.261970962148,1,98108,682017
163,2,1.8677559630551883,1584,0,6766.276728479686,1,98178,732798
263,3,3.5933411018258834,1714,0,1076.107135189407,1,98143,1134100
186,1,1.0858647473265466,520,0,0.23,1,98140,352645
281,3,2.48065569443136,1572,0,1712.2278552833263,1,98199,1389458
92,2,1.9240911908541505,1524,0,814.0039780257473,1,98102,1245043
326,2,2.519795752435756,2066,0,950.084418407765,1,98114,1005456
9,4,2.080920464274564,2981,0,6913.311978745136,1,98141,1611915
97,2,2.6125999284680423,1402,0,1080.5773169266122,1,98115,596144
286,4,3.746104873691709,3710,0,7482.760614315651,1,98120,908090
50,2,1.9345351402539923,1426,0,7160.406866216862,1,98123,705126
57,1,2.025063925292362,1559,0,1089.1579456388529,1,98124,836526
153,2,1.1493576942968138,886,0,0.23,0,98107,382701
267,1,0.9527205476125749,906,0,6315.918370093807,1,98163,609008
218,3,3.111605670736149,2346,0,3991.0808404339423,1,98113,1937357
322,1,3.015021487848669,848,0,5504.439097916525,1,98199,773011
192,6,1.0447534443784576,3220,0,4329.732010813967,0,98114,446994
223,1,0.9259400718441968,755,0,1636.7156879134038,1,98119,641268
291,3,3.6838477117334953,1899,0,5151.753137433252,1,98114,931836
219,2,2.546551891048796,3082,0,1491.3527140409717,1,98123,1111930
276,1,2.477061107113756,885,0,829.3073253448806,1,98105,618119
37,3,2.6193289452694897,2305,0,3743.0627869604737,1,98120,1342083
316,2,2.0351229539615097,1603,0,0.23,1,98117,476075
227,1,1.0631119885652385,894,0,0.23,0,98117,159000
41,3,2.55813538437952,2522,0,9998.0,1,98198,1481272
138,2,0.9955042280853844,935,0,6106.068441698,1,98146,386206
172,3,3.782166201589126,3061,0,6129.366340811092,1,98117,3139055
283,4,2.5293557149967496,3076,0,4167.696620715138,1,98144,1320754
224,2,2.2031465547706697,1464,0,2490.629363523873,1,98106,808924
44,2,1.0641339204362863,546,0,1151.1050460732638,1,98103,420126
217,1,1.012147046584254,841,0,4446.601103033301,1,98122,729641
177,2,2.234984602566984,1194,0,2731.525716048239,1,98105,876896
215,2,2.5857064447659512,1085,0,435.6185060891333,1,98120,784127
113,1,0.9365990741195288,728,0,0.23,1,98116,393342
