,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
91,45,5,205678,8,12,0,9,4,4,0,0,0,42,39,0
448,50,4,408765,9,13,3,13,4,4,1,0,0,32,4,0
70,25,4,234567,10,12,4,5,1,4,0,0,0,45,39,0
96,33,6,115000,15,10,2,3,0,4,1,0,0,48,39,0
458,37,4,167890,15,10,4,7,1,2,0,0,0,32,39,0
25,43,4,290000,9,13,0,4,4,4,0,0,0,39,39,0
327,31,4,340000,15,10,2,7,0,4,1,0,0,40,39,0
126,62,4,145000,15,10,6,4,1,4,0,0,0,40,39,0
14,38,4,190000,11,9,2,3,0,4,1,0,1000,45,39,1
430,27,4,178345,11,9,4,7,3,4,1,0,0,38,39,0
136,42,4,240000,0,5,2,3,0,4,1,0,0,32,0,0
130,47,4,120000,10,12,2,11,0,4,1,0,0,38,39,0
369,34,4,120456,14,10,0,13,1,4,1,0,0,60,39,0
445,60,4,89234,14,10,2,3,0,4,1,0,0,12,39,0
287,34,4,198765,15,10,2,13,0,4,1,0,0,20,39,0
492,32,7,192000,12,14,2,10,0,4,1,0,0,48,39,0
113,34,2,125678,11,9,2,1,5,1,0,0,0,38,3,1
489,45,4,185000,11,9,2,8,0,4,1,0,0,40,39,0
351,60,4,180000,11,9,0,14,1,4,1,0,1500,40,39,1
224,60,6,160000,9,13,0,10,1,4,0,0,0,38,39,0
341,36,4,23000,11,9,4,8,3,0,1,0,0,20,39,0
259,32,4,123789,11,9,4,10,3,4,1,0,0,40,39,0
117,55,4,230456,11,9,2,10,0,4,1,0,1850,42,39,1
107,31,4,107654,11,9,4,11,1,4,1,0,0,85,39,0
478,30,4,256789,9,13,2,12,0,4,1,4000,0,50,39,0
312,45,1,98765,13,14,2,6,0,4,1,0,0,50,39,1
407,43,6,170000,5,4,4,8,4,4,0,0,0,32,39,0
311,28,3,156789,10,12,4,7,2,4,1,0,0,38,39,0
134,49,4,140000,9,13,2,4,0,4,1,0,0,46,39,1
363,60,4,330987,12,10,5,2,1,4,0,0,0,30,39,0
434,38,4,98000,11,9,2,7,0,4,1,0,0,44,39,1
355,36,4,145000,15,10,2,8,0,4,1,0,0,65,26,0
38,23,1,35000,15,11,4,0,3,4,0,0,0,18,39,0
76,50,4,210987,11,9,2,3,0,4,1,0,0,39,39,0
485,24,4,350000,9,13,4,1,3,4,0,0,0,20,39,0
358,40,4,285000,11,9,4,12,4,2,0,0,0,42,39,0
85,33,4,134567,10,11,2,3,0,4,1,0,1800,39,39,1
10,34,4,162000,10,9,2,3,0,4,1,0,0,38,39,0
240,29,4,158763,10,12,1,6,4,2,0,0,0,38,39,0
471,45,4,123456,13,11,2,6,0,4,1,0,0,40,39,0
447,29,4,215678,14,10,2,2,0,4,1,0,0,39,39,0
58,52,4,310000,13,1,4,8,1,4,0,0,0,16,8,0
479,35,3,234567,5,4,2,7,0,4,1,0,0,40,26,0
121,48,6,275000,15,10,2,8,5,4,0,0,0,48,39,0
345,19,4,330000,11,9,4,7,2,4,1,2200,0,26,39,0
84,27,3,156789,2,8,4,4,4,4,0,500,0,37,39,0
464,43,5,325406,2,6,1,6,0,4,1,0,0,85,39,0
239,38,4,265432,9,13,4,4,1,4,1,0,0,42,39,1
119,60,4,210000,2,8,6,7,2,4,0,0,0,47,39,0
178,20,7,140000,15,10,4,1,3,4,0,0,0,12,39,0
361,19,4,289734,3,9,4,8,3,4,1,0,0,20,26,0
92,24,4,160000,14,10,4,7,3,4,1,0,0,30,39,0
317,23,4,178901,7,11,4,3,3,4,0,0,0,32,39,0
431,34,2,132456,10,12,0,11,4,4,0,0,0,42,39,0
267,33,7,215678,9,13,4,10,1,4,1,0,0,35,39,0
155,18,4,47000,5,4,4,12,3,4,1,0,0,10,39,0
90,50,3,182345,10,11,2,4,0,4,1,0,0,38,39,0
232,41,4,190876,12,14,2,4,0,2,1,0,0,40,23,1
2,36,1,256789,3,8,5,1,4,2,0,0,0,41,39,0
154,60,0,155000,9,13,6,0,1,4,0,0,0,40,39,1
401,35,4,150000,7,12,4,12,1,3,1,0,0,38,39,0
8,65,4,210000,11,9,4,2,1,4,1,0,0,41,39,0
235,31,4,325678,9,13,4,1,1,4,0,0,0,55,39,1
425,45,4,265000,4,3,2,4,5,4,0,0,0,44,22,0
497,56,4,330000,15,10,2,3,5,4,0,9500,0,40,39,1
365,25,4,225678,14,10,4,7,4,1,1,0,0,39,40,0
161,35,4,120456,10,11,2,7,0,4,1,0,0,45,39,1
306,39,4,210345,11,9,5,8,1,4,0,0,0,39,39,0
160,25,3,182345,3,8,1,9,2,4,0,0,0,30,39,0
101,22,4,145678,11,9,4,7,3,4,1,0,0,38,39,0
63,49,2,290000,8,11,2,11,0,4,1,0,1500,41,39,1
314,50,4,345678,15,10,2,12,1,4,1,1000,0,48,39,1
120,29,4,150000,8,11,2,3,0,4,1,0,0,40,39,0
442,45,4,81345,10,10,0,5,4,4,1,0,0,42,39,0
192,50,2,200000,13,16,2,9,0,4,1,5000,0,38,39,1
324,38,4,310000,15,10,2,12,0,4,1,0,0,55,39,0
250,22,4,123456,11,9,4,8,3,4,0,0,0,42,39,0
23,65,4,320000,15,10,2,12,0,4,1,0,0,28,39,0
210,41,3,123456,10,12,2,2,0,4,1,0,0,38,39,1
243,45,5,289321,14,15,2,2,0,4,1,0,0,48,39,1
69,44,4,230000,8,11,2,3,0,4,1,0,0,39,39,1
470,32,3,152345,10,11,2,5,0,4,1,0,0,45,39,0
318,38,3,267890,14,10,0,9,1,4,0,0,1000,44,39,1
128,55,4,170000,11,9,6,12,4,4,0,0,0,35,39,0
257,24,4,890123,11,9,2,5,0,4,1,0,0,48,39,0
423,70,4,183000,1,7,2,2,0,4,1,0,0,22,39,0
230,28,4,243678,10,11,4,2,1,4,0,0,0,38,39,0
437,31,4,340000,11,9,2,3,0,4,1,0,0,39,39,0
467,51,5,96577,10,8,1,7,5,4,0,0,0,15,0,0
400,38,4,210000,10,16,2,10,0,4,1,0,0,48,39,1
252,28,4,345678,11,9,2,5,0,4,1,0,0,50,39,0
255,53,2,678901,11,9,2,4,0,4,1,0,0,55,39,0
206,40,7,156789,10,13,2,10,0,4,1,0,0,45,39,1
371,22,7,65000,14,9,4,7,3,4,0,0,0,20,39,0
132,53,4,150000,4,3,0,6,1,2,1,0,0,39,39,0
282,50,4,123456,11,9,2,3,0,4,1,0,0,40,39,0
291,45,4,265000,15,10,2,4,0,4,1,0,0,48,39,1
20,30,4,123456,11,9,2,7,0,4,1,0,0,40,39,0
142,33,4,315000,11,9,2,14,0,4,1,0,0,48,39,1
249,26,4,145678,7,11,4,6,3,2,0,0,0,37,39,0
