,parents,has_nurs,form,children,housing,finance,social,health,target
421,0,4,2,1,0,1,1,2,2
126,1,3,2,3,0,0,0,0,0
320,0,2,1,1,1,0,0,2,1
58,2,0,0,3,1,1,2,1,0
258,1,2,0,1,0,0,0,1,1
38,2,2,1,3,1,1,2,1,1
106,1,0,2,3,1,0,0,1,1
393,2,2,1,1,0,0,1,1,0
101,0,3,1,1,1,0,1,0,0
275,1,4,0,1,0,1,0,0,2
44,2,2,1,0,1,0,2,1,2
46,1,4,2,0,1,0,2,1,0
100,1,2,1,2,0,0,1,1,0
36,1,3,3,1,2,1,0,2,1
145,2,1,0,1,0,0,0,1,1
63,2,3,0,2,2,1,1,1,2
247,1,1,3,3,0,1,2,0,1
459,2,1,3,2,0,0,1,2,1
65,0,4,2,3,1,0,1,0,0
264,0,2,3,1,2,0,1,1,2
114,2,3,3,0,0,1,2,0,0
133,1,2,0,3,2,1,2,1,2
483,2,4,1,1,1,1,2,0,0
309,2,2,1,0,2,1,2,2,3
346,1,2,3,2,1,0,0,1,1
340,1,2,1,2,1,1,1,1,1
185,0,3,0,2,1,0,2,2,2
324,2,1,0,0,1,0,0,0,0
74,0,2,3,1,0,1,1,2,2
325,0,2,2,1,2,1,1,2,2
31,2,3,2,3,0,1,2,2,1
327,0,0,3,3,0,1,2,2,2
435,2,1,0,3,1,0,1,2,1
34,0,2,0,1,0,0,0,2,1
236,0,0,2,1,1,0,0,1,1
97,2,3,1,1,1,1,2,0,1
439,1,3,3,1,0,1,1,0,0
191,0,3,0,1,2,1,2,1,2
135,2,1,3,1,1,0,2,1,1
254,0,2,3,1,1,0,1,2,2
472,1,2,1,0,0,1,0,2,1
331,0,2,3,0,1,1,1,2,2
184,2,2,3,0,0,1,1,1,1
300,1,2,1,2,1,0,1,1,2
234,2,2,1,1,1,1,2,0,1
180,1,2,1,1,1,0,1,1,1
285,1,3,3,3,2,1,1,1,1
353,0,1,2,0,1,0,0,1,1
375,0,2,1,0,2,1,2,2,2
343,0,1,3,2,2,1,2,1,2
321,1,2,2,2,2,1,1,0,2
118,1,3,2,0,2,1,1,2,2
363,1,2,0,1,0,0,0,0,0
94,2,4,0,0,2,1,1,2,2
412,2,3,1,2,0,1,0,2,3
370,1,2,1,1,2,1,1,1,1
392,0,4,3,2,1,1,0,2,2
4,0,4,3,3,2,1,2,1,2
49,1,2,2,1,1,0,1,0,0
195,1,0,0,3,1,0,2,0,0
471,0,1,1,2,1,0,1,1,2
128,2,4,1,2,0,1,1,0,0
295,2,2,3,2,2,0,1,1,1
61,0,3,2,2,0,0,1,2,2
182,0,1,1,3,2,1,1,2,2
444,2,4,3,2,1,0,2,2,2
207,1,1,1,1,2,1,0,0,1
414,0,3,0,0,2,1,1,2,1
51,0,2,1,1,2,1,2,1,0
311,2,1,3,1,2,0,0,1,1
463,0,1,2,3,0,0,2,1,2
329,0,1,2,2,0,0,1,1,2
220,1,2,1,2,1,1,1,1,1
307,0,1,1,2,0,0,0,2,2
399,2,4,2,1,0,1,2,2,2
387,0,1,2,0,2,1,0,1,0
230,1,3,2,2,1,1,1,1,1
216,0,1,3,1,1,1,0,1,2
456,1,2,3,0,0,1,2,2,2
479,1,1,2,3,2,0,1,2,1
474,0,2,2,2,0,1,1,0,1
322,0,3,3,0,1,0,2,1,2
194,2,2,1,2,2,1,1,1,1
442,0,3,3,0,1,0,2,2,2
112,0,2,3,0,0,1,1,2,2
82,0,3,2,3,0,0,1,1,2
271,0,3,0,2,0,0,2,1,0
277,2,0,2,1,0,1,2,1,0
460,1,2,2,2,1,0,1,2,1
303,2,1,2,2,0,1,1,0,1
389,1,3,2,2,1,1,2,1,2
214,2,1,2,0,0,1,0,1,1
420,1,2,1,0,1,1,1,1,2
262,0,4,3,0,0,0,0,2,2
339,2,1,3,2,1,1,0,2,1
475,2,0,1,3,2,1,2,2,1
84,2,3,1,1,1,1,2,0,2
398,0,2,2,2,1,0,1,1,2
122,2,2,0,3,1,1,2,0,0
278,1,3,1,2,1,0,1,2,2
