,parents,has_nurs,form,children,housing,finance,social,health,target
46,2,3,2,1,1,0,1,0,1
54,1,0,0,2,1,0,2,1,1
110,1,3,2,2,1,1,1,1,2
247,1,1,0,1,0,0,2,0,2
414,0,4,3,1,2,0,1,1,1
233,1,0,2,3,0,0,0,1,2
172,0,1,2,3,1,1,2,1,2
175,0,2,1,2,1,0,1,0,0
55,2,4,1,3,2,1,0,0,0
73,2,1,3,0,2,0,0,0,0
409,1,3,2,2,0,0,1,1,0
307,2,2,2,1,1,1,0,1,0
467,0,1,3,2,1,1,2,0,2
458,0,2,3,1,1,0,2,1,2
74,1,4,0,1,0,1,2,2,2
321,0,3,1,2,0,1,0,0,0
23,1,3,3,1,0,0,0,2,3
99,0,4,1,2,1,1,1,0,2
165,2,3,2,1,1,0,1,1,1
214,2,2,0,3,0,0,1,1,0
263,2,1,3,0,2,1,1,1,1
308,1,1,3,0,0,1,1,0,1
436,1,3,3,3,1,1,1,1,0
50,0,1,2,1,1,1,1,1,1
439,1,0,2,0,1,1,0,0,0
391,0,1,2,0,1,1,0,2,2
336,0,1,1,3,1,0,1,2,1
285,2,0,0,3,2,1,1,1,2
25,1,1,0,0,0,1,2,1,2
49,2,2,3,0,0,0,2,2,0
369,0,3,2,1,2,0,1,2,1
240,1,2,2,1,1,0,1,1,1
363,0,4,2,1,0,1,0,1,2
306,0,3,1,3,1,1,2,2,2
160,1,2,1,1,0,1,1,0,0
249,2,3,1,2,1,1,2,2,0
192,2,1,2,0,2,1,1,1,1
478,2,3,2,0,0,0,2,1,1
245,1,0,2,2,2,0,1,2,2
238,1,1,0,2,0,0,0,1,0
216,0,1,1,0,2,1,2,0,1
344,2,2,3,0,2,0,0,2,1
348,2,3,0,1,1,0,0,1,3
190,1,2,0,1,1,0,1,0,0
129,2,3,1,2,2,1,2,2,2
156,0,0,1,0,1,0,2,1,0
496,1,2,0,3,1,1,0,2,1
147,0,3,2,2,1,0,1,2,2
213,1,1,3,2,2,1,0,2,2
119,0,3,3,1,1,0,2,1,2
385,0,0,2,2,1,1,1,2,2
270,1,3,0,2,0,1,1,0,2
39,0,4,3,0,2,0,1,0,0
79,0,2,0,0,2,0,1,1,2
330,1,2,1,2,1,0,1,2,1
104,2,3,1,0,1,0,2,2,2
416,0,2,1,3,2,1,2,2,2
212,0,3,2,0,1,0,2,1,1
51,1,1,0,2,2,0,0,1,0
127,0,4,0,3,0,0,1,0,0
342,2,0,1,2,0,0,1,2,1
268,0,3,0,2,2,0,0,1,2
333,2,1,1,2,1,1,1,2,2
224,0,1,2,0,1,1,0,2,0
143,1,2,2,2,0,0,1,1,1
353,2,2,0,2,1,0,1,0,0
273,1,2,3,2,1,1,1,1,2
316,0,1,1,2,0,0,0,2,0
428,1,2,3,0,1,0,0,1,2
487,0,1,2,1,1,1,0,1,2
424,0,4,1,0,1,0,1,2,2
28,1,2,1,3,1,1,2,1,2
163,1,4,1,3,1,1,0,2,2
111,2,4,1,0,0,0,2,2,1
264,0,2,3,1,1,0,0,0,2
122,2,3,0,1,2,1,2,1,1
499,2,4,3,0,1,1,2,2,1
65,2,0,2,3,1,1,0,1,3
376,0,3,0,2,1,1,1,1,0
123,1,2,2,3,0,0,1,0,0
53,0,3,2,1,0,1,1,2,0
106,1,4,2,0,1,1,1,1,1
417,1,1,0,0,0,0,1,1,1
473,1,0,3,0,1,0,2,2,1
207,0,2,2,1,0,1,1,2,1
426,2,2,1,2,2,1,2,2,3
332,1,1,2,1,1,0,0,0,0
266,0,1,2,3,0,0,0,2,2
309,0,0,1,2,1,0,0,2,0
188,0,1,0,0,0,1,2,0,0
483,1,1,3,0,2,0,0,0,0
317,2,0,1,1,1,1,2,1,1
203,0,3,0,2,0,0,0,1,1
260,0,3,1,2,1,1,0,1,2
453,1,0,2,1,2,0,1,1,0
413,1,2,2,0,0,1,2,0,0
83,1,3,3,1,1,0,2,1,2
107,2,1,3,1,2,0,2,0,0
460,1,2,3,1,1,0,2,1,1
59,0,0,1,1,2,1,1,2,1
