,parents,has_nurs,form,children,housing,finance,social,health,target
78,1,3,2,1,1,0,1,1,1
33,2,4,3,1,2,1,0,1,2
28,1,1,3,2,1,0,2,0,0
185,1,4,0,1,2,1,0,0,0
179,1,2,0,3,1,0,2,1,1
396,2,4,3,2,2,0,0,0,0
102,2,3,2,0,1,0,1,2,2
431,0,3,2,2,0,1,1,1,2
459,1,3,3,1,2,1,2,1,2
258,0,1,2,1,2,0,1,2,2
249,2,1,1,3,1,1,2,1,1
154,0,2,0,1,0,1,2,1,2
47,1,2,2,1,0,0,0,2,3
352,1,2,1,2,2,0,1,1,1
176,1,0,3,1,0,1,2,0,0
126,1,3,0,2,1,1,2,1,1
3,2,3,1,2,1,1,1,2,2
261,0,2,3,1,0,0,1,0,2
469,1,3,2,2,2,1,2,1,0
483,2,4,2,3,1,0,1,2,0
181,2,2,2,0,0,0,0,0,0
259,1,2,1,3,2,1,0,1,1
255,1,1,1,2,2,1,0,2,1
314,0,1,1,3,0,1,0,2,2
243,2,0,3,2,0,1,1,2,0
39,1,2,2,2,1,1,1,2,1
56,0,2,1,2,0,1,1,2,0
435,2,1,2,2,0,0,1,2,1
337,2,1,1,2,0,0,0,1,2
372,1,4,0,2,1,1,0,0,0
341,0,1,3,0,2,1,0,1,2
473,1,2,3,0,2,1,1,0,1
251,0,1,2,1,2,0,2,2,2
104,0,2,3,0,2,0,1,0,0
189,0,1,3,1,0,0,1,2,2
470,1,2,1,2,1,0,1,2,1
24,0,1,2,3,1,1,2,1,2
224,0,1,1,2,0,1,2,2,2
338,0,1,2,1,1,0,1,1,1
404,2,2,3,1,2,1,1,1,1
279,2,4,0,2,1,0,1,0,1
438,2,4,0,2,2,1,1,2,2
282,2,1,3,0,2,0,0,2,2
167,0,4,2,1,1,1,1,2,2
147,2,3,1,2,2,0,1,2,2
133,1,0,1,0,2,1,2,1,2
60,1,3,2,2,1,1,1,0,1
98,1,0,2,2,0,0,1,1,1
127,0,4,3,2,0,0,1,2,2
226,1,3,2,2,2,1,2,0,1
254,0,0,3,1,1,0,0,1,2
376,1,2,1,0,1,1,1,2,1
464,0,2,1,2,0,1,0,1,1
161,0,3,2,1,1,0,2,1,1
82,2,1,0,2,1,0,0,2,1
87,0,3,2,3,1,0,2,2,2
80,1,2,2,2,1,1,1,1,2
94,2,1,3,2,2,0,1,0,0
229,1,2,3,2,2,0,1,1,1
383,1,3,3,1,0,0,2,2,0
93,1,4,1,1,1,1,2,2,2
44,0,0,2,3,0,0,0,1,2
17,2,1,2,2,0,0,1,2,1
474,0,2,1,3,0,0,2,2,1
200,1,3,2,1,1,1,1,2,2
209,1,1,0,0,0,1,1,2,0
111,2,4,3,1,0,0,2,0,1
481,2,1,2,1,0,0,2,1,1
225,2,2,0,1,1,0,1,1,0
484,1,2,1,0,0,1,2,1,1
95,0,3,2,0,0,1,0,1,1
134,2,2,3,3,1,0,1,0,1
5,1,2,3,1,2,0,2,1,2
426,1,2,0,1,2,0,0,2,1
165,2,3,2,3,1,1,0,1,2
342,2,0,1,2,0,0,1,2,1
139,1,1,2,2,1,0,1,2,0
193,2,1,0,0,1,0,0,0,0
390,1,2,1,1,1,1,1,1,1
362,1,1,3,2,1,0,1,2,1
74,1,4,2,1,1,1,2,1,2
100,1,2,1,2,0,0,1,1,0
371,0,2,1,0,0,0,2,1,1
456,1,1,3,0,2,1,2,2,2
458,2,4,0,3,1,0,0,2,1
253,2,3,1,3,1,0,2,2,3
242,1,3,0,3,1,0,2,1,2
468,2,4,0,1,1,0,1,1,2
37,0,3,2,1,1,1,1,2,0
370,1,3,0,1,1,1,1,0,0
246,1,1,3,0,1,0,2,0,2
32,0,1,0,0,0,0,1,2,0
187,2,3,0,2,1,0,1,1,0
218,1,4,1,2,1,0,0,1,2
471,0,3,2,1,0,1,2,1,2
21,0,2,3,0,1,0,2,0,0
138,0,2,3,0,2,0,0,1,2
272,2,1,3,2,0,1,0,1,2
347,1,1,3,0,2,1,2,2,1
381,2,0,2,2,1,0,0,2,2
