,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
236,2.0,2.0,1100.0,0.0,4900.0,1.0,98116.0,720000.0
30,3.0,2.0,1500.0,0.0,2000.0,1.0,98122.0,850000.0
468,3.0,1.0,1600.0,0.0,3100.0,1.0,98118.0,610000.0
307,4.0,4.5,5000.0,0.0,9500.0,1.0,98125.0,1500000.0
492,2.0,1.5,1200.0,0.0,5000.0,1.0,98119.0,700000.0
86,3.0,2.5,1600.0,0.0,0.3,0.0,98133.0,950000.0
433,3.0,2.5,1750.0,0.0,3200.0,1.0,98109.0,820000.0
259,3.0,3.0,2100.0,0.0,1800.0,1.0,98107.0,1250000.0
353,4.0,3.5,2100.0,0.0,4500.0,1.0,98116.0,1200000.0
195,3.0,2.0,1850.0,0.0,3500.0,1.0,98199.0,890000.0
66,4.0,2.5,2900.0,0.0,5800.0,1.0,98127.0,1200000.0
111,3.0,2.0,1500.0,0.0,4800.0,1.0,98103.0,820000.0
268,4.0,4.0,2700.0,0.0,3700.0,1.0,98102.0,2550000.0
417,3.0,3.0,1900.0,0.0,1400.0,1.0,98117.0,1050000.0
475,4.0,3.0,2900.0,0.0,4500.0,1.0,98112.0,1750000.0
36,5.0,4.0,3500.0,0.0,6000.0,1.0,98146.0,1400000.0
35,2.0,2.0,1400.0,0.0,2500.0,1.0,98122.0,800000.0
425,2.0,1.5,1100.0,0.0,3500.0,1.0,98108.0,510000.0
266,4.0,3.5,2500.0,0.0,2800.0,1.0,98125.0,1500000.0
41,4.0,3.0,2300.0,0.0,5000.0,1.0,98125.0,1200000.0
159,3.0,2.5,2100.0,0.0,0.5,0.0,98177.0,1900000.0
438,2.0,1.0,750.0,0.0,7000.0,1.0,98166.0,510000.0
57,4.0,3.0,2000.0,0.0,8000.0,1.0,98118.0,950000.0
79,5.0,3.0,2900.0,0.0,5500.0,1.0,98177.0,1125000.0
230,3.0,2.5,1850.0,0.0,5000.0,1.0,98115.0,950000.0
208,2.0,2.5,2300.0,0.0,1.1,0.0,98112.0,2500000.0
89,6.0,5.0,3600.0,0.0,0.4,0.0,98106.0,2600000.0
144,3.0,2.0,1400.0,0.0,3000.0,1.0,98126.0,690000.0
363,3.0,1.0,1600.0,0.0,8000.0,1.0,98133.0,850000.0
84,2.0,1.5,980.0,0.0,4000.0,1.0,98108.0,600000.0
338,3.0,2.5,1200.0,0.0,1000.0,1.0,98144.0,780000.0
349,3.0,2.5,2000.0,0.0,6500.0,1.0,98117.0,1200000.0
412,1.0,1.0,700.0,0.0,6500.0,1.0,98133.0,480000.0
199,3.0,2.0,1900.0,0.0,3200.0,1.0,98103.0,990000.0
350,2.0,1.5,1020.0,0.0,3500.0,1.0,98115.0,750000.0
404,4.0,3.0,3200.0,0.0,4000.0,1.0,98112.0,2700000.0
370,3.0,2.0,950.0,0.0,7000.0,1.0,98125.0,620000.0
45,2.0,2.5,1150.0,0.0,5800.0,1.0,98107.0,800000.0
269,2.0,1.5,1100.0,0.0,1500.0,1.0,98117.0,670000.0
485,2.0,2.0,1450.0,0.0,850.0,1.0,98102.0,1050000.0
361,3.0,2.5,2400.0,0.0,3200.0,1.0,98103.0,1150000.0
8,3.0,2.0,1600.0,0.0,4500.0,1.0,98103.0,800000.0
5,3.0,2.5,1800.0,0.0,6000.0,1.0,98133.0,950000.0
83,5.0,4.0,3100.0,0.0,0.35,0.0,98117.0,1450000.0
424,3.0,2.5,1500.0,0.0,6000.0,1.0,98117.0,690000.0
121,3.0,1.5,980.0,0.0,4800.0,1.0,98133.0,620000.0
253,2.0,1.0,1150.0,0.0,9000.0,1.0,98168.0,480000.0
399,3.0,2.0,1600.0,0.0,5200.0,1.0,98110.0,800000.0
248,3.0,2.5,1600.0,0.0,5500.0,1.0,98146.0,980000.0
426,4.0,3.0,2100.0,0.0,8500.0,1.0,98125.0,880000.0
283,4.0,3.5,1300.0,0.0,3900.0,1.0,98125.0,760000.0
116,4.0,3.5,2500.0,0.0,4000.0,1.0,98109.0,1200000.0
281,4.0,4.5,1900.0,0.0,8000.0,1.0,98146.0,710000.0
173,2.0,1.5,850.0,0.0,4200.0,1.0,98106.0,530000.0
53,1.0,1.0,450.0,0.0,1500.0,1.0,98199.0,950000.0
188,6.0,3.5,2500.0,0.0,5700.0,1.0,98108.0,880000.0
140,3.0,2.5,1300.0,0.0,2000.0,1.0,98144.0,750000.0
226,5.0,4.0,3500.0,0.0,7500.0,1.0,98114.0,1500000.0
209,3.0,6.5,2200.0,0.0,5600.0,1.0,98112.0,1900000.0
498,2.0,2.0,2600.0,0.0,5800.0,1.0,98103.0,1050000.0
246,2.0,1.0,1300.0,0.0,7000.0,1.0,98115.0,820000.0
221,2.0,1.0,1200.0,0.0,0.5,0.0,98108.0,500000.0
227,3.0,2.0,2100.0,0.0,3000.0,1.0,98117.0,720000.0
286,3.0,3.0,1500.0,0.0,1100.0,1.0,98118.0,590000.0
295,2.0,1.5,1100.0,0.0,4100.0,1.0,98106.0,510000.0
419,3.0,0.5,2000.0,0.0,3800.0,1.0,98103.0,910000.0
119,4.0,3.0,2100.0,0.0,6000.0,1.0,98112.0,1350000.0
98,3.0,1.5,1400.0,0.0,6100.0,1.0,98125.0,780000.0
440,2.0,2.0,1500.0,0.0,3000.0,1.0,98103.0,850000.0
239,3.0,2.5,1750.0,0.0,5500.0,1.0,98178.0,820000.0
443,3.0,2.5,1800.0,0.0,4000.0,1.0,98117.0,950000.0
193,4.0,3.0,2500.0,0.0,5000.0,1.0,98146.0,1350000.0
