,parents,has_nurs,form,children,housing,finance,social,health,target
266,2,1,0,2,1,1,1,0,3
1901,0,2,0,0,1,1,1,0,3
1236,0,3,0,2,1,1,1,0,3
1727,0,3,0,0,1,1,1,0,3
833,0,1,0,1,1,1,1,1,3
1119,0,3,0,2,1,1,1,0,3
323,0,3,0,0,1,0,1,0,3
2465,1,4,0,2,1,0,1,2,1
1100,0,3,0,2,1,1,0,1,3
2457,0,3,0,0,2,0,1,0,0
1876,0,3,0,2,2,1,2,0,0
1293,0,3,0,2,1,1,0,0,3
2475,0,4,3,1,1,1,0,0,1
1053,0,1,0,2,1,0,1,0,3
2533,0,1,0,2,1,1,2,0,3
721,0,3,0,2,1,1,1,0,3
1738,0,3,0,2,1,1,2,0,3
1667,2,3,0,2,1,1,2,0,3
1601,0,3,0,2,1,1,2,0,3
2034,0,3,0,2,1,1,1,0,3
1697,0,3,0,0,1,1,2,0,3
2404,0,1,0,2,1,1,1,0,3
1018,2,0,1,1,0,1,0,0,3
765,2,4,0,2,1,1,2,0,3
196,0,3,0,2,1,1,0,0,3
322,0,3,3,2,1,1,1,0,3
666,0,3,0,2,1,1,1,0,3
561,0,3,0,2,1,1,2,0,3
392,2,3,0,2,2,0,1,2,1
1408,0,3,0,2,1,1,2,0,3
1063,0,1,1,2,2,1,1,0,1
771,2,3,0,3,1,1,1,0,3
336,0,3,0,2,1,1,0,0,3
2112,1,1,0,2,1,1,0,0,3
520,0,3,0,2,1,1,1,0,3
2534,0,3,0,2,1,1,2,0,3
1776,0,3,0,2,1,1,2,0,3
451,0,3,0,2,1,1,2,0,3
1570,0,3,0,2,1,1,1,0,3
1282,0,3,0,2,1,1,2,0,3
1968,0,3,0,1,1,1,2,0,3
208,0,3,0,2,1,1,1,0,3
521,0,1,3,0,1,0,1,1,0
2048,0,3,0,2,2,0,0,0,3
1144,0,3,0,2,1,1,1,0,3
1128,0,3,0,2,1,1,1,0,3
2384,0,3,1,2,1,1,0,0,3
1604,0,3,0,2,1,1,2,0,3
298,0,3,0,2,1,1,1,0,3
2519,0,1,0,2,0,1,2,1,3
1870,0,3,0,2,1,1,1,0,3
625,0,3,0,2,1,1,1,0,3
85,2,3,0,2,1,1,2,0,3
941,0,3,0,2,1,1,1,0,3
548,0,3,0,2,1,1,1,0,3
2345,0,1,0,2,1,1,1,1,1
1017,2,3,0,2,1,0,1,0,3
1772,0,3,0,2,1,1,0,0,3
1123,0,3,0,2,1,0,2,0,3
2416,2,3,0,2,1,1,0,0,3
1766,0,3,0,2,1,1,2,0,3
2100,0,3,0,2,1,1,2,0,3
872,0,2,0,2,1,1,2,2,2
357,2,3,0,2,1,1,0,0,3
1025,0,3,0,1,1,1,2,1,1
2323,0,3,0,1,1,1,1,0,3
437,0,3,0,2,1,1,2,0,3
895,1,1,0,3,2,1,0,2,3
640,0,3,0,2,2,1,1,0,3
498,0,3,0,1,1,1,1,0,3
2504,0,3,0,2,1,1,2,0,0
1317,2,3,0,2,1,1,0,2,3
249,0,3,0,2,1,1,2,0,3
2076,0,3,0,2,1,1,1,0,3
1897,0,3,2,2,1,1,1,2,1
2443,0,3,0,2,1,1,1,0,3
1283,0,3,0,2,1,1,1,0,3
171,0,3,0,2,1,1,2,0,0
1295,0,3,0,2,1,1,1,0,3
760,0,3,0,1,1,1,0,0,3
1688,0,4,1,2,2,1,1,0,3
885,0,3,0,1,1,1,1,0,3
176,0,3,0,2,1,1,1,0,3
1605,0,3,0,2,1,1,2,0,3
79,0,3,0,2,1,1,1,0,3
1618,0,3,0,2,1,1,1,0,1
539,0,3,0,0,2,1,2,0,3
1352,0,3,0,2,1,1,0,0,0
1154,0,3,0,2,1,1,1,0,3
2349,0,3,0,2,1,0,1,2,2
33,0,3,1,2,1,1,1,0,3
434,0,4,0,2,1,1,1,0,3
2430,2,4,0,1,2,1,1,1,1
970,0,3,0,1,1,1,1,0,3
404,0,3,0,2,1,1,1,0,3
1416,0,3,0,2,1,1,1,0,3
2242,0,3,0,2,2,1,1,0,3
345,0,3,0,2,1,1,1,0,3
611,0,3,0,2,1,1,1,0,3
453,0,1,0,2,2,1,1,0,1
