,parents,has_nurs,form,children,housing,finance,social,health,target
1373,0,3,0,2,1,1,0,1,2
1823,0,3,0,2,2,1,1,0,3
625,0,3,0,2,1,1,1,0,3
1304,0,3,0,2,1,1,1,0,3
2444,0,3,0,2,1,1,2,0,3
382,0,3,0,2,1,1,1,0,3
1561,0,3,0,2,1,1,2,0,3
1579,2,3,0,2,0,0,1,0,3
1666,0,3,0,2,1,1,1,0,3
1796,0,3,0,2,1,1,0,0,3
1685,0,3,0,2,1,1,2,0,3
2493,0,3,0,1,1,1,1,0,3
1245,0,3,0,2,1,1,0,0,3
1063,0,3,0,2,1,1,2,0,3
2332,0,1,0,2,2,1,2,1,3
1729,1,3,0,0,1,1,2,0,3
2105,0,3,0,2,1,1,2,0,3
229,2,3,0,2,1,1,0,0,3
293,0,3,0,2,1,1,1,0,3
679,0,3,0,2,2,1,2,0,3
729,0,3,0,2,1,1,2,0,3
1625,0,1,0,1,1,1,1,2,3
645,0,3,0,2,1,0,2,0,3
957,0,1,0,0,1,1,1,2,3
609,2,3,2,1,1,1,0,0,3
1183,0,3,0,2,1,1,2,0,3
1148,0,3,0,2,1,1,1,0,3
972,0,3,0,1,2,1,2,0,3
2481,0,3,0,2,1,1,2,0,3
1451,0,3,0,2,1,1,2,0,3
804,0,3,3,1,1,1,2,0,1
872,0,3,0,2,1,1,1,0,3
2544,0,3,0,2,1,1,2,0,3
2551,1,2,0,2,1,1,2,0,3
1615,0,3,0,2,1,1,1,0,3
1257,1,3,0,3,1,0,2,0,2
2310,0,1,0,1,1,1,1,2,3
2208,0,2,3,1,1,1,1,0,1
1691,0,3,0,2,1,1,1,0,3
937,2,2,1,1,0,0,2,2,1
939,2,3,0,2,1,1,2,0,3
385,2,3,0,2,1,1,2,0,3
1956,0,3,0,2,1,1,2,0,1
1770,0,4,0,0,1,0,2,1,1
2253,0,3,0,2,1,1,2,2,3
2514,2,3,0,2,1,1,1,0,3
1473,0,3,0,2,1,1,2,0,3
236,0,1,0,2,1,1,1,0,3
2366,0,3,0,0,1,0,1,0,3
419,0,2,0,2,1,0,1,0,0
1131,0,3,0,1,1,1,1,0,3
1509,0,1,0,2,1,0,2,0,2
557,2,3,0,2,1,1,1,0,3
2562,0,3,0,2,1,1,1,0,3
1001,0,4,3,2,0,0,2,1,3
144,2,3,0,2,1,1,1,0,3
319,0,3,0,2,1,1,1,0,3
232,0,2,1,1,1,1,1,0,3
1386,0,3,0,1,1,1,0,0,3
352,0,3,0,2,2,1,0,0,2
649,0,3,0,2,1,1,1,0,3
525,0,3,0,2,1,0,1,1,2
2340,0,3,0,2,1,1,2,0,3
882,1,3,3,0,0,1,2,0,2
209,0,3,0,2,1,1,0,0,3
1825,0,3,0,3,2,1,0,0,3
1079,0,3,0,2,1,1,1,0,3
1408,0,3,0,2,1,1,1,0,3
1645,0,3,0,2,1,1,1,0,3
721,0,3,0,2,1,1,1,0,3
195,0,2,0,2,1,1,1,0,3
945,0,3,0,2,1,1,0,0,3
1150,0,3,0,2,2,1,1,0,3
15,2,0,2,1,1,1,2,0,0
412,2,3,0,2,2,1,1,0,2
626,0,3,0,2,1,1,2,1,3
1022,0,3,0,2,1,1,1,0,3
1355,0,3,1,1,1,1,2,0,3
306,0,3,0,2,2,1,0,0,3
1852,0,3,0,2,1,1,1,0,3
643,0,3,0,2,1,0,0,0,0
2318,2,3,2,1,1,1,1,0,3
1573,0,3,0,2,2,1,0,0,3
1766,2,4,0,2,2,1,1,0,3
845,0,3,0,2,1,0,1,0,3
2157,0,3,0,2,2,1,1,0,3
1020,0,3,0,0,1,1,0,2,3
2044,2,3,3,2,1,1,0,2,3
791,0,3,0,2,1,1,1,0,3
1641,0,3,0,2,0,1,1,0,3
424,0,3,0,0,1,1,1,0,3
1447,0,3,0,2,1,1,2,0,3
1824,0,3,0,2,1,1,1,0,3
65,0,4,0,1,2,1,1,0,0
2274,0,3,0,1,1,1,2,0,3
1709,0,3,0,0,1,1,2,0,3
261,0,3,0,0,1,1,1,0,3
1155,0,2,2,0,1,0,2,0,1
842,0,1,0,2,2,0,1,0,3
1832,0,3,2,2,1,1,2,0,3
