,parents,has_nurs,form,children,housing,finance,social,health,target
2429,1,3,0,2,1,1,0,0,3
2187,0,3,0,2,1,1,2,0,3
1458,0,3,0,2,1,1,1,0,3
1915,0,3,0,1,1,1,1,0,3
615,0,3,0,2,2,1,1,0,3
443,0,2,0,2,2,1,1,0,3
165,0,3,0,0,2,1,2,0,3
1065,0,3,0,0,1,1,0,0,3
504,1,3,1,1,2,1,2,0,0
109,2,1,1,2,1,1,2,2,3
2449,0,3,0,2,1,1,1,0,3
1762,0,3,1,2,1,1,1,0,3
2224,0,3,0,2,1,1,2,0,3
1483,0,3,0,2,1,1,1,0,3
1533,2,3,0,2,1,0,0,0,3
1096,0,3,0,2,1,1,2,0,3
1586,0,3,0,2,1,1,2,0,3
728,0,3,0,2,1,1,1,0,3
2104,0,3,0,2,1,1,2,0,3
402,0,3,0,2,1,1,0,0,3
82,0,3,1,1,1,1,1,0,3
770,0,3,0,2,1,1,2,0,3
1972,0,3,0,2,1,1,0,0,3
231,0,3,0,2,1,1,1,0,3
1231,0,2,0,2,1,1,2,0,3
1146,0,3,0,2,1,1,2,0,3
896,0,3,0,2,1,1,1,0,3
2049,0,3,0,2,1,1,1,0,3
2041,0,3,0,2,1,1,2,0,3
2422,0,3,0,2,1,1,1,0,3
1984,0,1,0,2,2,1,0,0,3
1106,0,3,0,2,1,1,2,0,0
1359,0,3,0,2,1,1,1,0,3
904,0,3,0,2,1,1,1,0,3
1428,0,3,0,2,1,1,1,0,3
117,0,3,1,2,1,1,2,0,3
2019,0,4,1,2,1,1,2,0,2
665,0,3,0,2,1,1,2,0,3
1008,0,3,0,2,1,1,1,0,3
1149,0,3,0,2,1,1,1,0,3
1906,0,3,0,0,1,1,1,0,0
1662,0,3,0,2,1,1,1,0,3
134,0,3,0,0,1,1,1,1,0
1558,2,3,0,2,2,1,1,0,3
604,0,3,0,2,2,1,2,0,3
38,0,2,0,2,1,1,2,0,0
1711,1,3,0,2,1,1,0,0,1
788,0,4,3,2,2,0,0,0,2
2101,0,3,0,2,2,1,1,0,3
1578,0,3,0,2,2,1,2,0,3
657,2,3,0,1,1,1,2,0,3
593,0,3,0,1,1,1,1,0,3
2311,1,3,0,1,0,0,1,0,3
163,2,3,0,2,2,1,1,0,3
1432,0,3,0,1,1,1,0,1,3
569,0,3,0,2,1,1,1,0,3
2082,1,3,0,1,0,0,1,0,1
1686,0,3,0,2,1,0,2,0,3
2340,0,3,0,2,1,1,1,0,3
2085,1,1,0,2,2,1,1,0,3
845,0,3,0,2,1,1,2,0,3
2539,0,3,0,2,1,1,2,0,3
608,0,3,0,1,1,1,1,0,3
2567,0,3,0,2,1,1,2,0,3
2320,0,3,0,2,1,1,0,0,3
712,0,3,0,2,1,1,0,0,3
2366,0,3,0,2,1,1,1,0,3
1312,0,3,0,2,1,1,1,0,3
2060,2,3,0,2,1,1,2,0,3
745,0,1,0,2,1,0,1,0,1
1328,0,3,0,2,1,1,1,0,3
2577,0,3,0,2,2,1,1,0,3
970,0,3,0,2,2,0,1,0,3
999,0,3,0,2,1,1,1,0,3
2443,0,3,0,2,1,0,2,0,3
102,0,0,0,3,1,1,0,0,3
99,0,3,0,2,1,1,0,0,3
225,0,3,0,2,1,1,1,0,3
1346,0,3,0,0,2,1,2,0,0
1145,0,3,0,2,1,1,1,0,3
1716,2,3,0,2,1,1,1,0,3
1786,0,3,0,1,1,1,1,0,2
59,0,1,0,2,1,1,0,0,3
1970,2,1,0,2,2,1,2,2,3
2073,0,1,0,2,1,1,1,0,2
95,0,3,0,2,1,1,2,0,3
12,0,3,0,2,1,1,2,0,3
2065,0,3,0,2,1,1,2,0,3
375,0,3,0,2,1,1,0,0,3
222,0,3,0,2,1,1,1,0,3
1169,0,1,0,2,1,1,0,0,3
214,0,3,0,2,1,1,1,0,1
70,0,3,0,2,1,1,1,0,3
1101,0,3,0,2,1,1,1,0,3
1496,0,1,0,2,2,1,2,0,1
1790,0,3,0,1,1,1,1,0,3
2379,0,3,0,3,2,0,2,2,2
2343,2,0,0,2,0,0,1,0,2
1989,0,3,0,2,2,1,1,0,3
666,2,3,2,1,1,1,0,0,2
