,parents,has_nurs,form,children,housing,finance,social,health,target
1388,0,3,0,1,1,1,2,0,3
2489,1,3,1,2,1,1,1,0,3
2288,0,3,0,2,1,1,1,0,3
105,2,3,0,2,1,1,1,0,3
2331,0,3,0,2,1,1,1,0,3
1195,0,3,0,2,1,1,1,0,3
96,0,3,0,2,1,1,2,0,3
1615,0,4,0,1,2,0,0,0,3
271,0,3,0,2,2,1,2,0,3
2503,0,3,1,2,1,0,0,0,3
583,0,3,0,2,1,1,1,0,3
771,0,3,0,2,2,1,2,2,1
905,0,3,0,2,1,1,2,0,3
1411,0,3,0,0,1,1,0,0,3
469,2,1,0,2,1,0,2,0,3
2521,2,3,0,2,1,1,1,1,3
1918,1,3,0,2,2,1,0,1,3
972,0,3,0,2,1,1,1,0,3
2082,0,3,0,2,1,1,1,0,3
2209,0,4,0,1,1,1,2,0,3
1527,1,1,0,0,1,1,2,1,2
139,0,3,0,2,1,1,1,0,3
680,0,3,0,2,1,1,0,0,0
2385,1,3,0,2,1,1,2,0,3
1760,0,3,0,2,2,1,1,0,3
2115,0,3,0,2,1,1,0,0,3
1148,0,3,0,1,1,1,2,0,0
455,1,4,0,2,2,1,0,0,3
536,0,3,0,2,2,1,1,0,3
768,0,3,0,2,1,1,1,0,3
871,2,3,0,2,1,1,2,0,3
1182,0,3,0,2,1,1,1,0,3
949,0,3,0,2,1,1,1,0,3
1073,0,3,0,2,1,1,0,0,3
2374,0,3,0,2,1,1,1,0,2
281,0,3,0,2,1,1,1,0,3
710,0,3,0,2,1,1,1,0,3
2084,2,4,0,2,0,1,1,0,3
1041,0,3,0,0,1,1,1,2,3
873,0,3,0,2,1,1,2,0,3
1436,0,3,0,2,1,1,1,0,1
2287,0,3,0,2,1,1,1,0,3
501,0,3,0,2,1,1,1,0,3
21,0,3,0,2,1,0,2,0,3
2104,0,3,0,2,1,1,2,1,3
66,0,3,0,0,1,1,1,0,3
885,1,2,3,2,2,1,0,0,3
1626,0,1,0,2,2,1,2,0,2
781,0,3,0,2,1,1,1,0,3
1926,0,1,0,0,1,1,2,0,3
2482,0,3,0,2,1,1,1,0,3
312,0,3,0,2,1,1,1,1,3
1475,0,3,0,2,1,1,2,0,3
1815,0,3,0,1,1,1,1,1,3
209,0,3,0,2,0,1,2,0,1
1359,0,3,0,1,0,1,2,0,3
851,0,3,0,1,1,0,0,0,3
848,2,3,0,2,2,1,1,0,3
1447,0,1,0,1,2,1,2,2,3
1797,0,3,0,2,1,0,1,0,2
2145,0,3,0,1,2,1,2,1,3
457,0,3,0,2,1,1,1,0,3
1490,0,3,0,2,1,1,2,0,3
2578,0,3,0,2,1,1,2,0,3
2493,0,2,0,2,1,1,1,0,3
2415,0,3,0,2,1,1,1,0,3
186,0,3,0,2,1,1,2,0,3
644,0,3,0,2,1,1,2,0,3
2131,0,3,0,2,1,1,1,0,3
476,0,0,0,2,1,1,1,0,0
428,0,3,0,2,1,1,0,0,3
1576,0,3,0,2,1,1,2,0,3
2453,0,3,0,1,1,1,2,0,3
2164,0,3,0,2,1,0,2,0,3
425,2,0,0,1,1,0,0,1,1
1841,0,3,0,2,1,0,1,1,3
2282,0,3,0,1,1,1,2,0,3
1687,0,3,0,0,1,1,1,0,2
1604,0,3,0,2,1,1,1,0,3
1161,0,3,0,2,1,1,1,0,3
1844,1,1,0,2,1,1,0,2,1
697,0,3,0,2,2,1,2,0,2
729,0,3,2,2,2,1,2,0,3
2539,0,3,0,2,1,1,2,0,3
0,0,3,0,2,1,1,2,1,3
2440,0,3,0,2,1,1,2,0,3
1883,0,1,0,2,2,1,2,0,1
305,0,3,0,1,1,1,2,0,3
2135,0,3,0,2,1,1,2,0,3
1392,0,3,0,2,1,1,2,1,3
350,0,3,0,2,1,1,1,0,3
2255,2,3,2,2,1,1,2,0,3
1310,0,3,0,2,1,1,0,0,3
2028,0,3,0,2,1,1,2,0,3
567,0,1,0,2,1,1,1,0,3
1190,0,3,0,2,1,1,0,0,3
1280,0,3,0,2,1,1,1,0,3
67,0,3,0,2,1,1,2,0,3
595,0,3,0,2,1,1,0,1,1
1239,0,3,0,2,1,1,2,0,3
