,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5411,43,2,146000,1,4,2,5,0,4,1,0,0,40,38,0
1855,21,2,212553,15,10,4,7,3,3,1,0,0,40,19,0
1922,39,2,194434,11,9,0,3,4,4,0,0,0,40,38,0
2274,43,0,207039,15,10,2,3,0,4,1,0,0,40,38,1
4867,59,2,198198,15,10,0,11,1,4,0,0,0,55,38,0
650,49,5,240352,11,9,0,2,4,4,1,0,0,40,38,1
3584,52,1,81807,2,5,2,13,0,4,1,0,0,40,38,0
5273,37,2,322076,15,10,0,3,1,4,0,0,0,40,38,0
1079,30,2,192314,15,10,4,2,3,4,1,0,0,40,38,0
3640,31,2,50685,11,9,2,13,0,4,1,0,0,25,38,0
1225,49,1,125260,9,13,0,3,3,4,0,0,0,40,38,0
1162,40,2,184585,9,13,2,0,0,4,1,0,0,40,38,1
122,73,5,133473,9,13,2,9,0,4,1,0,0,20,38,0
2900,59,4,314283,11,9,2,2,0,2,1,0,0,40,38,0
4810,38,4,92913,9,13,2,11,0,4,1,0,0,55,11,1
199,23,2,49487,11,9,4,2,1,2,1,0,0,40,38,0
1657,47,2,240827,15,10,2,0,0,4,1,0,1997,40,38,0
422,34,2,145920,11,9,2,13,0,4,1,0,0,40,38,0
3472,28,1,362356,11,14,4,7,1,4,0,0,0,50,38,0
517,35,2,106920,11,9,2,7,0,4,1,0,0,71,38,1
4003,58,2,200212,9,13,4,7,1,1,0,0,0,40,13,0
3117,53,1,34923,11,9,4,7,1,4,0,0,0,40,38,0
1603,20,2,356588,11,9,2,7,0,4,1,0,0,35,38,0
3241,48,5,325160,15,10,2,9,0,4,1,0,0,37,38,0
3922,26,2,238875,11,9,4,11,3,4,0,0,0,33,2,0
5722,36,2,134352,9,13,4,3,1,4,1,0,0,60,38,0
3924,33,2,449389,15,10,2,3,0,4,1,0,0,40,38,0
3031,44,2,283200,1,7,0,7,4,4,0,0,0,40,38,0
2857,42,2,236727,9,12,2,11,0,4,1,0,0,40,38,1
3014,17,2,55263,0,6,4,0,3,4,0,0,0,3,38,0
2209,46,2,159456,11,9,4,13,1,4,1,0,0,55,38,0
961,63,4,39820,9,13,2,3,0,4,1,0,0,60,38,1
4209,43,2,234567,11,9,0,0,1,4,1,0,0,40,38,0
2667,21,2,272944,2,6,4,3,1,4,0,0,0,35,38,0
3841,48,2,268340,11,9,2,9,0,4,1,0,0,40,38,0
3677,56,2,168302,11,9,2,7,5,2,0,0,0,30,38,0
1208,55,2,199047,15,10,2,3,0,4,1,0,0,40,38,1
1755,52,2,143081,11,9,2,2,0,4,1,0,0,50,38,0
1716,48,2,275027,11,16,2,0,0,4,1,0,2201,42,38,1
2077,38,4,178680,9,13,4,6,1,4,1,0,0,60,38,0
5324,27,1,160421,11,14,4,11,3,4,0,0,0,35,38,0
4688,90,5,19302,0,1,4,0,0,4,0,0,0,1,0,0
4843,39,2,243629,11,9,4,4,3,4,1,0,0,40,38,0
4233,19,0,193025,15,10,4,7,3,4,0,0,0,35,38,0
5479,26,2,176088,15,10,4,2,3,2,0,0,0,40,38,0
2521,27,2,229006,0,7,2,3,0,4,1,0,0,60,38,0
3835,43,3,119102,11,9,2,7,0,4,1,0,0,60,38,0
638,21,5,178311,8,13,4,6,3,4,1,0,0,40,38,0
5068,58,4,231757,15,14,2,3,0,4,1,0,0,64,38,1
2532,17,2,1484705,15,16,2,0,0,2,1,99999,0,1,40,1
3745,25,2,121243,9,13,2,9,5,4,0,15024,0,40,38,1
3532,19,2,335021,15,10,4,11,1,4,1,0,0,40,38,0
4750,48,2,141540,9,13,2,9,0,4,1,0,0,50,38,1
5745,24,2,177608,8,13,4,3,3,4,1,0,0,50,38,0
4477,47,2,139356,8,12,2,4,0,4,1,0,0,40,38,0
1172,34,2,102113,6,4,2,2,0,4,1,0,0,60,38,0
3628,22,1,398742,2,6,4,4,2,4,1,0,0,40,38,0
555,24,2,146899,15,10,4,3,3,4,1,0,0,40,10,0
2255,24,2,30426,10,9,2,9,0,1,1,0,0,40,23,0
2803,50,2,59781,11,9,2,3,0,4,1,0,0,40,38,0
3992,38,1,266074,15,10,2,7,0,4,1,0,0,55,38,0
1980,35,2,184534,3,6,5,6,2,4,1,0,0,50,20,0
165,45,2,124589,9,10,0,4,1,4,0,14390,0,65,38,1
2690,44,0,207211,9,13,0,9,1,4,1,0,0,40,38,0
1614,30,5,181326,9,13,4,3,2,1,1,0,0,40,38,0
1837,19,2,344379,0,7,4,2,3,4,1,0,0,35,38,0
821,39,2,190183,9,13,2,3,0,4,1,0,0,40,38,1
2032,22,2,185093,1,9,2,2,0,4,1,4191,0,40,38,0
880,40,2,65027,15,10,0,5,4,2,0,0,0,40,38,0
1932,46,2,235138,11,9,2,2,0,2,1,0,0,40,2,0
1774,40,2,178065,11,9,2,7,0,0,1,0,0,29,38,0
4775,33,2,167507,9,13,2,9,0,4,1,0,0,40,38,0
1812,52,2,206094,11,9,0,0,1,4,0,3325,0,18,38,0
688,33,1,303811,9,13,2,11,5,4,0,0,0,40,38,1
2188,33,2,132735,11,9,2,3,0,4,1,0,0,40,38,1
4526,23,2,217020,11,9,4,0,3,4,1,0,0,40,38,0
4507,23,2,151836,11,9,4,2,1,4,1,0,0,40,38,0
3450,43,2,125820,11,9,5,13,4,4,1,0,0,40,38,1
3049,25,2,289334,0,5,2,2,0,4,1,0,0,40,38,0
4957,34,2,101278,15,10,4,2,1,4,1,7688,0,40,38,1
2464,33,2,46892,9,13,4,11,1,4,0,0,0,15,38,0
3775,31,2,267304,5,6,2,3,0,4,1,0,0,30,38,0
4298,31,2,162567,11,9,4,3,1,4,1,0,0,40,38,0
4729,66,2,172833,11,9,2,11,0,4,1,0,0,40,38,1
