,parents,has_nurs,form,children,housing,finance,social,health,target
479,1,2,3,2,1,0,0,2,0
266,0,4,0,3,2,0,2,1,2
243,1,0,1,3,2,1,1,1,1
446,1,4,3,0,1,0,2,2,2
118,2,1,0,2,0,1,1,1,1
447,0,1,2,3,0,1,1,1,2
346,0,1,3,0,1,0,0,1,1
360,0,2,1,1,1,0,1,2,1
341,2,0,3,0,0,1,2,2,2
185,0,3,1,1,2,1,0,0,0
329,2,4,3,2,0,0,2,2,1
426,1,4,1,0,1,0,2,2,2
476,1,1,2,2,2,0,0,1,1
345,1,2,2,3,2,0,2,0,2
120,1,3,2,2,0,1,2,1,1
30,1,2,2,1,0,1,1,2,1
401,0,3,2,1,2,1,0,0,1
289,1,3,0,2,0,0,2,1,2
494,1,1,1,2,2,1,2,1,1
450,1,2,2,2,0,0,1,2,1
410,1,3,0,1,0,1,2,1,1
216,1,1,3,0,0,1,2,1,0
415,1,4,0,2,1,1,0,2,1
16,2,3,2,2,1,1,1,2,1
474,0,1,2,2,1,0,1,1,2
237,2,1,0,0,0,0,1,1,0
39,0,4,1,0,0,0,2,0,0
5,2,1,2,2,1,0,1,1,2
369,2,4,0,1,1,0,0,2,2
252,2,3,1,3,0,0,1,0,2
362,1,1,3,1,0,0,2,1,0
373,0,4,0,1,1,0,2,2,1
192,2,3,2,0,1,1,1,1,1
44,0,0,2,3,0,0,2,1,2
236,0,0,3,3,1,1,2,0,2
116,0,0,2,1,1,0,1,0,0
370,1,3,0,2,1,1,2,1,1
181,2,2,1,1,2,1,0,0,0
29,0,1,2,3,1,0,2,1,2
316,0,3,3,3,1,0,0,1,2
125,2,1,0,3,0,1,2,2,1
375,2,1,2,3,2,0,1,2,1
9,1,0,1,2,2,1,2,0,0
46,1,3,1,0,0,1,1,1,1
169,1,3,0,1,0,1,0,1,2
392,2,2,1,0,0,1,1,2,1
366,2,2,3,0,0,1,1,2,1
499,2,3,0,2,1,1,1,2,1
333,1,3,3,1,1,0,0,2,1
407,2,2,0,0,2,1,0,0,0
82,2,1,0,1,2,1,2,2,1
137,0,1,1,2,1,1,2,1,2
376,0,3,1,0,1,1,1,1,0
111,0,3,2,3,2,1,1,2,2
276,1,3,3,2,1,0,2,0,1
473,1,2,0,3,2,1,2,0,1
45,2,2,0,2,1,0,0,0,0
287,0,4,1,0,1,0,0,1,0
303,1,0,3,2,1,1,2,1,2
260,1,3,2,2,1,0,0,1,2
432,2,0,3,3,0,0,0,0,0
102,1,0,1,0,2,0,2,2,2
11,2,3,0,2,1,0,0,2,1
143,1,4,1,2,1,0,2,2,1
464,0,4,1,1,1,1,2,2,2
377,1,2,0,2,0,0,0,0,0
463,1,3,0,2,0,0,1,0,0
186,2,2,0,3,1,0,2,1,1
309,1,1,3,3,1,0,0,2,2
449,1,2,3,2,1,0,1,2,2
73,1,1,3,2,2,1,1,0,1
453,1,0,0,1,0,1,2,1,1
286,1,0,2,3,2,1,2,1,2
349,0,4,1,3,1,1,1,0,2
302,2,3,1,1,0,1,1,0,0
36,1,0,0,3,0,1,0,2,1
115,2,3,1,0,2,1,2,1,0
489,1,0,1,1,2,1,2,2,2
201,2,1,0,3,0,1,0,2,2
146,1,1,1,2,0,0,1,0,0
256,1,2,3,1,0,0,2,2,1
164,0,2,1,2,1,0,0,1,1
455,2,4,1,3,2,1,0,1,1
89,1,1,2,3,0,1,0,0,2
158,0,2,1,0,1,1,2,1,1
238,0,3,2,1,2,1,0,2,1
194,2,2,1,1,2,1,0,0,0
277,0,2,2,3,0,1,1,2,2
75,2,3,1,1,1,1,0,0,0
388,0,0,2,3,2,0,1,1,2
389,1,4,1,0,1,0,0,0,0
49,1,4,0,3,0,0,2,1,2
224,1,0,2,2,1,0,2,2,2
264,0,3,2,2,0,1,1,0,0
440,1,2,0,1,1,0,1,1,1
19,0,4,3,1,2,1,2,0,2
31,2,3,1,3,1,0,2,1,1
338,1,2,0,0,2,1,0,1,0
79,1,2,2,2,2,0,2,1,1
212,0,1,0,1,2,0,1,0,1
