,parents,has_nurs,form,children,housing,finance,social,health,target
283,1,4,0,2,2,1,1,0,0
174,0,0,2,0,2,1,1,0,0
88,2,4,3,1,1,1,0,1,2
93,1,0,2,3,2,1,2,0,0
489,1,3,3,0,1,0,0,1,1
52,0,2,1,3,1,0,0,0,0
263,2,1,3,0,2,0,2,1,1
46,1,0,1,2,0,1,1,2,0
268,1,3,3,2,0,1,0,1,1
376,1,3,0,1,1,1,0,2,1
42,0,1,3,0,1,0,1,2,1
141,0,1,2,1,0,1,0,0,0
202,0,3,0,1,0,0,2,0,0
451,0,3,2,2,0,1,1,2,1
26,0,3,2,1,0,0,1,0,0
333,1,2,3,3,1,0,1,2,1
313,0,4,0,1,1,1,1,1,1
303,0,3,2,3,1,0,1,0,0
104,1,0,3,2,1,0,2,0,0
244,2,4,2,1,0,1,0,1,0
230,1,1,1,3,2,1,1,0,0
323,1,0,1,0,1,0,2,1,0
247,2,3,1,2,0,0,1,1,1
477,0,3,0,2,1,0,2,1,1
171,1,2,0,1,2,0,1,2,1
32,0,3,2,0,2,1,0,0,0
419,1,2,1,1,0,0,0,2,1
120,2,1,0,1,1,1,2,1,1
366,0,2,3,1,1,0,1,0,1
461,1,1,0,3,0,0,1,0,1
134,1,0,3,2,2,1,2,0,0
486,0,1,2,2,1,0,1,0,0
304,1,2,1,0,1,1,1,2,1
187,2,0,1,1,0,1,1,1,2
377,0,2,1,3,0,0,1,1,0
321,0,3,0,1,0,0,0,0,0
57,1,0,0,2,0,1,1,0,0
128,0,2,3,1,2,1,2,0,0
490,1,1,3,2,0,1,1,1,0
337,1,3,0,3,1,0,0,1,1
498,1,0,1,3,2,0,1,2,1
362,1,1,0,3,0,0,2,0,0
122,1,2,2,2,1,1,1,0,0
210,1,3,2,2,1,0,1,2,1
106,2,1,2,0,1,1,0,1,1
289,2,1,3,1,2,1,0,1,1
495,2,4,0,2,2,0,1,2,1
222,1,1,0,3,2,1,2,1,2
437,0,2,1,3,1,0,0,1,0
126,2,2,2,3,0,1,0,2,0
307,0,2,1,2,0,1,0,2,0
430,2,0,2,1,1,1,1,1,1
229,2,3,1,3,1,0,0,1,2
164,1,2,1,2,1,1,0,0,0
186,1,4,3,0,1,0,2,0,0
432,1,2,1,3,0,0,1,0,0
400,1,1,1,3,1,0,1,1,2
272,2,1,1,3,0,0,1,0,0
431,0,4,1,0,2,0,2,2,2
86,0,2,1,2,2,0,1,1,1
225,1,4,2,3,2,0,0,1,2
123,2,4,3,1,2,1,0,1,1
147,1,2,1,2,0,1,1,1,1
385,0,2,3,2,2,0,1,1,1
197,1,3,1,2,0,1,0,2,1
286,1,0,2,2,2,0,1,1,1
445,2,4,0,0,2,1,1,1,0
81,0,1,0,3,0,0,2,2,1
301,1,1,3,2,2,1,0,2,0
198,2,0,2,1,2,0,1,0,0
72,2,2,1,2,0,1,1,2,0
182,0,0,3,0,0,0,1,2,2
181,2,2,2,3,1,1,0,0,0
75,0,1,1,2,2,0,1,1,2
468,2,3,1,2,1,1,0,1,0
207,0,4,3,0,2,1,0,1,0
349,1,2,2,2,1,1,1,1,1
270,1,3,2,2,1,0,2,1,2
483,1,0,1,0,2,1,0,2,1
260,1,3,1,2,1,0,1,1,2
287,1,4,1,0,1,1,2,0,0
383,2,4,1,0,1,0,1,0,0
481,0,1,3,1,0,0,2,0,0
36,1,0,2,2,0,0,1,2,1
130,1,1,2,2,1,1,1,1,2
271,0,2,2,1,0,1,0,1,1
149,1,3,2,3,1,0,1,2,2
449,1,1,2,2,2,1,1,2,1
394,2,2,1,1,0,1,1,1,1
356,0,3,3,2,2,0,0,0,1
50,2,1,2,1,1,0,1,2,1
318,0,0,1,2,2,0,0,1,2
101,2,2,0,2,1,1,2,0,1
90,1,3,1,1,1,0,1,1,1
305,2,4,3,2,0,0,0,1,0
243,1,0,0,3,1,1,2,0,1
311,0,1,2,0,0,1,2,0,0
275,0,1,2,1,1,0,1,0,2
380,1,2,3,1,1,0,1,1,1
278,0,3,0,2,0,1,1,1,1
