,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
209,31,2,165315,15,10,0,0,4,4,0,0,0,40,38,0
137,27,2,236391,11,9,2,2,0,4,1,0,0,40,38,0
277,46,2,121912,11,9,2,11,0,4,1,0,0,40,38,1
249,23,2,190767,11,9,4,0,3,4,0,0,0,40,38,0
252,20,2,176486,15,10,4,0,3,4,0,0,0,40,38,0
266,41,2,205100,9,13,2,3,0,4,1,0,0,40,38,1
122,23,2,202218,9,13,4,3,3,4,0,0,0,40,38,0
47,47,2,208358,11,9,2,2,0,4,1,0,0,40,38,0
227,20,2,113364,11,9,4,6,3,4,1,0,0,40,38,0
50,22,2,170786,15,10,4,13,3,4,1,0,0,40,38,0
216,27,2,159179,9,13,4,5,1,4,1,0,0,40,38,0
437,33,2,159449,11,9,4,2,1,4,1,0,0,40,38,0
261,37,2,111128,11,9,2,2,0,4,1,0,0,40,38,0
479,30,2,114971,15,10,2,9,0,4,1,0,0,40,38,0
187,35,2,186172,11,9,2,6,0,4,1,0,0,40,38,0
417,41,2,114605,11,9,2,6,0,4,1,0,0,40,38,0
120,21,2,113364,11,9,4,5,3,4,1,0,0,40,38,0
416,28,2,210525,9,13,2,3,0,4,1,0,0,50,38,1
133,41,2,183511,11,9,2,2,0,4,1,0,0,40,38,0
157,43,4,19302,8,11,2,2,0,4,1,0,0,40,38,0
78,18,2,196763,11,9,4,7,3,4,0,0,0,40,38,0
302,37,2,185407,9,13,2,9,0,4,1,0,0,40,38,1
275,29,2,165474,11,9,2,2,0,4,1,0,0,40,38,0
30,21,2,189765,15,10,4,7,3,4,1,0,0,40,38,0
92,40,2,193494,15,10,2,2,0,4,1,0,0,40,38,1
161,42,2,167476,11,9,2,2,0,4,1,0,0,40,38,0
40,30,2,185744,11,9,0,0,1,4,0,0,0,40,38,0
462,31,2,115971,11,9,0,0,4,4,0,0,0,40,38,0
