,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
81,40,2,184857,11,9,2,13,0,4,1,0,0,40,38,0
176,58,4,175759,11,9,2,4,0,4,1,0,0,50,38,0
470,25,2,187124,11,9,4,5,2,4,1,0,0,40,38,0
93,24,2,202344,9,13,4,11,1,4,1,0,0,40,38,0
48,58,2,176711,5,4,2,2,0,4,1,0,0,40,38,0
322,33,2,169323,11,9,4,0,1,4,0,0,0,40,38,0
167,51,2,110748,11,9,2,2,0,4,1,0,0,40,38,0
135,23,2,181758,11,9,4,7,3,4,0,0,0,40,38,0
188,32,2,198096,9,13,2,3,0,4,1,0,0,40,38,1
411,35,2,176795,11,9,2,2,0,4,1,0,0,40,38,0
472,23,2,205839,15,10,4,7,3,4,1,0,0,20,38,0
347,36,2,181220,9,13,2,9,0,4,1,0,0,50,38,1
69,24,2,186813,9,13,4,11,1,4,1,0,0,50,38,0
370,43,2,112906,15,10,2,2,0,4,1,0,0,40,38,1
197,22,2,185395,15,10,4,0,3,4,0,0,0,40,38,0
150,38,2,167140,11,9,2,5,0,4,1,0,0,40,38,0
169,18,2,109053,11,9,4,5,3,4,1,0,0,30,38,0
67,38,2,175069,11,9,2,2,0,4,1,0,0,40,38,0
225,28,2,194360,11,9,2,6,0,4,1,0,0,40,38,0
207,42,2,121718,15,10,2,3,0,4,1,0,0,45,38,1
54,21,2,182117,11,9,4,5,3,4,1,0,0,40,38,0
426,37,2,191894,11,9,0,0,4,4,0,0,0,40,38,0
443,37,2,192768,9,13,2,3,0,4,1,0,0,40,38,1
479,59,2,115023,11,9,2,2,0,4,1,0,0,40,38,1
211,21,2,191444,11,9,4,5,3,4,1,0,0,40,38,0
364,20,2,186314,11,9,4,5,3,4,1,0,0,40,38,0
409,42,2,193290,15,10,0,0,1,4,0,0,0,38,38,0
6,19,2,197552,15,10,4,0,3,4,0,0,0,20,38,0
438,20,2,189219,15,10,4,7,1,4,0,0,0,40,38,0
480,40,2,199903,15,10,0,0,4,4,0,0,0,40,38,0
437,21,2,110978,11,9,4,6,3,4,1,0,0,40,38,0
114,34,2,177858,15,10,2,6,0,4,1,0,0,40,38,0
373,25,2,193285,11,9,4,0,3,4,1,0,0,40,38,0
65,25,2,180799,15,10,2,5,0,4,1,0,0,40,38,0
415,29,2,160594,11,9,4,2,3,4,1,0,0,40,38,0
335,19,2,189203,11,9,4,5,3,4,1,0,0,40,38,0
166,34,2,112271,11,9,2,11,0,4,1,0,0,40,38,0
246,20,2,200318,15,10,4,7,1,4,0,0,0,40,38,0
276,47,2,192900,9,13,2,3,0,4,1,0,0,40,38,1
18,21,2,200973,15,10,4,0,3,4,0,0,0,40,38,0
161,38,2,143046,11,9,0,2,4,4,0,0,0,40,38,0
348,31,2,109814,11,9,4,0,1,4,0,0,0,40,38,0
431,24,2,200153,9,13,4,0,1,4,0,0,0,40,38,0
10,33,2,192251,11,9,0,0,4,4,0,0,0,40,38,0
168,51,2,155659,9,13,2,9,0,4,1,0,0,40,38,1
365,48,2,111415,11,9,2,2,0,4,1,0,0,40,38,0
41,24,2,175642,9,13,4,0,3,4,0,0,0,40,38,0
137,21,2,176683,15,10,4,7,3,4,1,0,0,40,38,0
138,47,2,183612,11,9,2,6,0,4,1,0,0,40,38,0
230,44,2,191285,9,13,2,3,0,4,1,0,0,50,38,1
288,34,2,190916,9,13,4,11,1,4,1,0,0,40,38,0
455,20,2,160784,15,10,4,7,3,4,1,0,0,30,38,0
