,state_code,lat,lon,lat_zone,bird
6227,17.0,37.85,-83.25,2.0,6.0
5317,49.0,39.09,-79.29,2.0,6.0
4156,5.0,177.99,-175.99,2.0,5.0
5532,0.0,81.99,-149.99,0.0,8.0
3424,17.0,38.29,-83.85,2.0,6.0
4662,17.0,58.0,-96.0,2.0,6.0
4538,44.0,41.99,-111.49,2.0,0.0
5399,44.0,43.99,-110.99,2.0,0.0
3983,16.0,134.99,-144.99,2.0,7.0
3845,17.0,99.99,-113.99,2.0,6.0
5609,17.0,54.99,-84.99,2.0,6.0
4735,16.0,62.0,-112.0,2.0,7.0
4374,5.0,38.77,-102.59,2.0,5.0
7553,16.0,38.12,-101.89,2.0,7.0
7443,5.0,40.47,-108.25,2.0,5.0
4587,32.0,51.0,-116.0,2.0,3.0
3465,32.0,42.53,-79.39,2.0,2.0
7237,0.0,64.85,-164.19,0.0,8.0
7035,44.0,40.81,-112.93,2.0,0.0
3989,17.0,135.99,-131.99,2.0,6.0
7275,17.0,37.61,-87.01,2.0,6.0
4084,5.0,159.99,-166.99,2.0,5.0
4035,49.0,147.99,-134.99,2.0,6.0
7172,32.0,33.35,-106.41,2.0,3.0
7377,44.0,39.05,-109.83,2.0,0.0
5250,32.0,44.59,-73.99,2.0,2.0
6336,11.0,21.99,-157.49,1.0,4.0
5883,16.0,71.99,-99.99,2.0,7.0
3794,8.0,87.99,-99.99,2.0,1.0
5556,8.0,52.99,-75.99,2.0,1.0
4109,17.0,165.99,-146.99,2.0,6.0
4075,49.0,157.99,-139.99,2.0,6.0
5000,8.0,59.0,-84.0,2.0,1.0
4514,8.0,38.79,-75.79,2.0,1.0
3877,17.0,107.99,-117.99,2.0,6.0
3889,17.0,110.99,-122.99,2.0,6.0
7174,32.0,32.57,-107.01,2.0,3.0
4605,5.0,60.0,-125.0,2.0,5.0
3489,17.0,37.33,-84.21,2.0,6.0
5716,8.0,62.99,-75.99,2.0,1.0
6436,17.0,38.49,-85.69,2.0,6.0
4063,16.0,154.99,-154.99,2.0,7.0
5856,32.0,96.99,-107.99,2.0,3.0
5517,49.0,48.99,-81.99,2.0,6.0
5048,17.0,52.0,-92.0,2.0,6.0
3673,17.0,56.99,-95.99,2.0,6.0
3547,49.0,39.49,-78.89,2.0,6.0
7151,17.0,37.92,-86.01,2.0,6.0
6838,32.0,96.09,-120.09,2.0,2.0
5765,49.0,65.99,-79.99,2.0,6.0
3623,16.0,44.99,-99.99,2.0,7.0
5086,44.0,64.0,-122.0,2.0,0.0
5706,5.0,62.99,-107.99,2.0,5.0
4078,44.0,158.99,-172.99,2.0,0.0
7118,8.0,38.33,-75.35,2.0,1.0
6601,5.0,53.09,-124.09,2.0,5.0
5714,5.0,63.99,-108.99,2.0,5.0
3483,49.0,38.55,-79.51,2.0,6.0
5666,5.0,60.99,-108.99,2.0,5.0
4183,16.0,184.99,-169.99,2.0,7.0
5658,5.0,59.99,-107.99,2.0,5.0
3358,16.0,39.67,-100.85,2.0,7.0
4842,0.0,90.0,-180.0,0.0,8.0
5196,5.0,39.59,-105.81,2.0,5.0
4726,17.0,52.0,-92.0,2.0,6.0
4834,44.0,64.0,-122.0,2.0,0.0
3942,44.0,124.99,-155.99,2.0,0.0
6361,16.0,39.79,-98.39,2.0,7.0
5262,5.0,40.59,-106.09,2.0,5.0
6962,44.0,40.67,-113.59,2.0,0.0
4584,11.0,30.0,-166.0,1.0,4.0
5775,44.0,64.99,-113.99,2.0,0.0
4871,5.0,60.0,-125.0,2.0,5.0
5604,8.0,55.99,-75.99,2.0,1.0
4543,32.0,37.99,-104.99,2.0,3.0
4000,32.0,141.99,-123.99,2.0,2.0
5269,5.0,39.49,-105.09,2.0,5.0
5404,0.0,73.99,-149.99,0.0,8.0
4329,5.0,39.53,-108.21,2.0,5.0
5243,32.0,44.19,-77.99,2.0,2.0
7098,44.0,41.51,-112.49,2.0,0.0
7163,44.0,41.45,-112.23,2.0,0.0
3541,17.0,37.88,-84.79,2.0,6.0
5944,32.0,107.99,-103.99,2.0,3.0
5767,44.0,66.99,-110.99,2.0,0.0
3936,32.0,125.99,-115.99,2.0,2.0
6546,11.0,29.09,-165.49,1.0,4.0
5773,49.0,64.99,-81.99,2.0,6.0
3987,49.0,135.99,-128.99,2.0,6.0
7229,0.0,61.19,-155.95,0.0,8.0
6571,16.0,49.99,-110.99,2.0,7.0
5017,0.0,90.0,-180.0,0.0,8.0
4208,32.0,193.99,-149.99,2.0,2.0
3579,49.0,39.29,-78.59,2.0,6.0
5898,5.0,74.99,-107.99,2.0,5.0
6631,0.0,78.49,-167.99,0.0,8.0
5321,17.0,38.27,-85.49,2.0,6.0
5343,44.0,38.99,-112.99,2.0,0.0
3553,17.0,37.85,-87.49,2.0,6.0
6326,32.0,42.55,-78.79,2.0,2.0
