,state_code,lat,lon,lat_zone,bird
2900,5.0,37.98,-104.76,2.0,5.0
2104,49.0,37.89,-80.45,2.0,6.0
557,49.0,38.8,-81.5,2.0,6.0
2526,32.0,32.5,-104.1,2.0,3.0
2227,0.0,68.26,-159.87,0.0,8.0
791,8.0,38.33,-75.22,2.0,1.0
2046,49.0,38.76,-81.38,2.0,6.0
2822,17.0,37.76,-86.84,2.0,6.0
103,44.0,37.9,-113.05,2.0,0.0
3079,0.0,67.41,-142.83,0.0,8.0
2123,44.0,37.45,-111.98,2.0,0.0
3073,17.0,38.12,-84.33,2.0,6.0
254,11.0,20.5,-157.0,1.0,4.0
565,8.0,38.5,-75.6,2.0,1.0
1944,32.0,35.0,-106.8,2.0,3.0
1635,0.0,58.34,-133.17,2.0,8.0
1608,32.0,34.23,-108.12,2.0,3.0
735,5.0,38.22,-107.72,2.0,5.0
3148,49.0,39.05,-80.9,2.0,6.0
183,44.0,39.76,-111.39,2.0,0.0
1643,44.0,40.04,-111.58,2.0,0.0
1,0.0,67.95,-145.84,0.0,8.0
786,16.0,39.09,-98.44,2.0,7.0
443,32.0,34.91,-105.99,2.0,3.0
2422,5.0,39.3,-106.8,2.0,5.0
2355,16.0,38.37,-99.68,2.0,7.0
1172,32.0,34.05,-111.2,2.0,3.0
277,32.0,33.3,-108.5,2.0,3.0
2045,8.0,38.33,-75.19,2.0,1.0
2371,5.0,37.83,-104.67,2.0,5.0
1467,0.0,58.1,-135.94,2.0,8.0
2775,44.0,39.32,-109.75,2.0,0.0
1323,8.0,38.56,-75.34,2.0,1.0
2452,49.0,38.67,-83.45,2.0,6.0
2645,0.0,65.12,-148.56,0.0,8.0
885,49.0,38.63,-79.88,2.0,6.0
1649,49.0,37.63,-80.79,2.0,6.0
151,32.0,43.07,-74.66,2.0,2.0
2054,0.0,68.12,-156.98,0.0,8.0
159,32.0,32.21,-103.64,2.0,3.0
3284,33.0,39.81,-84.52,2.0,6.0
1746,11.0,19.61,-155.48,1.0,4.0
1439,49.0,38.21,-80.98,2.0,6.0
716,0.0,62.62,-142.9,0.0,8.0
797,16.0,39.0,-96.4,2.0,7.0
1839,44.0,39.42,-112.87,2.0,0.0
223,0.0,65.81,-152.64,0.0,8.0
1672,0.0,57.1,-133.2,2.0,8.0
1903,32.0,35.18,-104.1,2.0,3.0
1268,8.0,38.79,-75.78,2.0,1.0
517,44.0,37.15,-110.57,2.0,0.0
877,8.0,38.77,-75.24,2.0,1.0
700,17.0,38.41,-83.86,2.0,6.0
2080,32.0,34.5,-103.5,2.0,3.0
909,32.0,42.59,-77.47,2.0,2.0
2825,32.0,44.67,-75.59,2.0,2.0
1960,16.0,39.0,-95.67,2.0,7.0
2886,44.0,41.0,-112.5,2.0,0.0
9,11.0,19.87,-155.23,1.0,4.0
2558,16.0,37.3,-99.9,2.0,7.0
2568,0.0,64.78,-151.89,0.0,8.0
1922,32.0,33.44,-105.55,2.0,3.0
658,48.0,37.86,-84.91,2.0,6.0
1705,17.0,37.0,-88.2,2.0,6.0
327,32.0,31.75,-108.07,2.0,3.0
1983,32.0,43.44,-74.34,2.0,2.0
28,8.0,39.34,-75.67,2.0,1.0
2817,5.0,39.83,-104.1,2.0,5.0
347,8.0,38.5,-75.0,2.0,1.0
2092,16.0,37.7,-99.9,2.0,7.0
2762,44.0,37.9,-111.2,2.0,0.0
1539,16.0,39.23,-96.12,2.0,7.0
3197,17.0,37.65,-84.37,2.0,6.0
2797,8.0,39.11,-75.23,2.0,1.0
1505,8.0,38.76,-75.54,2.0,1.0
119,5.0,40.7,-104.45,2.0,5.0
2843,11.0,19.83,-155.54,1.0,4.0
84,8.0,39.4,-75.83,2.0,1.0
2788,11.0,20.41,-155.89,1.0,4.0
3177,32.0,32.85,-105.65,2.0,3.0
3065,49.0,39.11,-79.37,2.0,6.0
1860,17.0,38.49,-85.62,2.0,6.0
2306,44.0,38.74,-110.56,2.0,0.0
1234,49.0,39.78,-80.12,2.0,6.0
1768,11.0,19.37,-154.92,1.0,4.0
2804,17.0,37.32,-87.23,2.0,6.0
258,8.0,38.5,-75.6,2.0,1.0
487,11.0,19.63,-155.59,1.0,4.0
1089,17.0,37.45,-85.0,2.0,6.0
2149,0.0,63.85,-154.78,0.0,8.0
18,49.0,38.11,-81.23,2.0,6.0
812,17.0,36.98,-84.74,2.0,6.0
2545,0.0,61.8,-147.4,0.0,8.0
161,16.0,38.98,-99.63,2.0,7.0
1106,11.0,19.4,-155.5,1.0,4.0
1748,32.0,36.11,-106.22,2.0,3.0
2254,44.0,39.62,-112.99,2.0,0.0
3238,5.0,39.5,-105.5,2.0,5.0
1919,0.0,69.92,-159.33,0.0,8.0
1444,11.0,21.24,-159.11,1.0,4.0
