,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
497,27,7,39012,9,13,4,10,3,4,1,7000,0,38,39,0
354,39,2,170000,11,9,0,13,1,2,0,0,0,42,39,0
219,35,1,152345,14,15,2,10,0,4,1,0,0,45,39,1
69,46,4,230000,7,11,2,4,0,4,1,0,0,42,39,1
145,53,6,320000,11,9,2,14,0,4,1,0,0,58,39,1
442,40,4,81023,11,9,0,6,4,4,1,0,0,42,39,0
284,28,4,172345,7,12,2,3,0,4,1,0,0,38,39,0
150,42,5,123456,10,14,3,9,0,3,1,0,0,38,0,0
366,41,4,156789,15,10,0,14,1,4,0,0,0,60,39,0
258,35,6,60000,11,9,2,5,5,4,0,0,2000,15,39,0
469,43,3,156740,9,11,2,12,0,4,1,0,0,47,39,0
325,39,4,180456,9,13,2,12,0,4,1,0,0,40,39,1
154,62,1,150123,9,13,6,2,1,4,0,0,0,41,39,1
395,28,4,678901,5,7,5,7,4,4,0,0,0,36,39,0
274,36,4,180000,15,10,2,11,5,4,0,0,0,38,39,1
24,23,0,987654,15,10,4,0,3,4,0,0,0,25,39,0
327,31,4,320000,15,10,2,7,0,4,1,0,0,40,39,0
384,48,4,345678,11,9,2,5,0,4,1,0,0,50,39,1
480,29,4,115678,10,11,4,9,3,4,0,0,0,38,39,0
385,33,4,456789,9,8,1,7,3,4,0,0,0,36,39,0
475,39,4,178934,11,10,2,7,0,3,1,0,0,48,39,0
332,41,6,65000,11,9,2,4,0,4,1,0,0,51,39,0
374,70,5,250000,14,9,2,10,5,4,0,0,0,2,39,0
310,34,4,150000,10,11,0,12,1,4,0,2500,0,42,39,0
321,28,4,160345,13,12,4,8,2,3,0,0,0,38,39,0
173,35,4,108000,15,10,2,7,0,4,1,0,0,42,39,0
124,42,6,30000,9,13,1,10,0,4,1,7000,0,48,39,1
206,32,4,145678,9,13,4,1,1,4,1,0,0,40,39,0
82,41,5,158763,6,14,2,3,0,4,1,0,0,75,39,1
494,39,4,176543,15,10,2,1,5,2,0,0,0,42,39,0
193,45,5,210987,11,9,4,14,0,3,1,0,0,44,39,0
239,58,2,23000,12,14,2,4,0,2,1,0,0,38,39,1
243,29,2,178945,9,11,4,2,3,2,0,0,0,36,39,0
468,26,7,114097,13,14,4,3,1,4,1,0,0,42,39,0
171,24,4,270000,3,8,4,12,3,4,0,0,0,28,39,0
189,54,2,260000,14,15,2,10,0,4,1,0,1800,41,39,1
92,50,6,178982,12,13,2,4,0,4,0,0,0,45,39,1
454,75,1,153000,3,2,2,0,0,4,1,0,0,15,39,0
37,43,4,260000,11,9,2,7,0,4,1,4000,0,47,39,1
60,44,4,201234,10,13,2,5,0,4,1,0,0,52,39,1
144,48,7,80000,11,9,2,3,0,4,1,0,1500,42,39,1
431,40,2,145678,13,14,2,6,0,4,0,0,0,42,39,1
455,22,4,118000,14,11,4,2,2,2,0,0,0,25,39,0
293,62,5,340000,15,10,2,12,0,4,1,0,0,38,39,0
155,16,4,46000,6,5,4,11,3,4,1,0,0,10,39,0
146,49,4,205000,11,9,5,9,1,2,0,0,0,52,27,0
252,22,4,200123,12,9,4,5,2,4,1,0,0,42,39,0
94,60,4,250987,9,12,2,10,0,4,1,0,0,40,39,0
208,28,4,123987,15,10,2,4,0,4,1,0,0,40,39,0
75,45,5,120987,11,9,2,12,0,4,1,0,0,50,39,1
83,31,4,102345,11,9,4,6,3,4,0,0,0,38,39,0
235,45,4,160000,11,9,2,8,5,4,0,0,0,42,39,0
233,67,4,115000,11,9,2,3,0,4,1,0,0,28,39,0
336,46,4,83500,9,13,2,12,0,4,1,0,0,51,39,0
138,36,4,432933,9,13,4,8,1,4,1,0,0,39,39,0
123,45,6,210000,9,13,2,12,0,4,1,0,0,50,39,1
437,31,4,123456,14,11,2,10,0,4,1,0,0,40,39,1
466,31,3,423325,0,6,2,2,0,4,1,0,0,38,26,0
185,51,6,200000,10,16,2,10,0,4,1,0,0,25,39,0
246,31,4,176543,14,15,4,1,3,2,0,0,0,41,39,0
149,32,5,140000,7,12,2,12,0,4,1,0,0,42,39,0
307,40,4,205235,15,10,2,10,0,4,1,0,0,40,39,1
227,35,4,60000,11,9,6,7,4,4,0,0,0,22,39,0
143,42,4,195000,11,9,2,8,0,4,1,0,0,32,39,0
153,40,4,176543,11,9,5,10,3,4,1,0,0,39,29,0
318,35,4,140000,9,13,0,11,4,4,0,1200,0,44,0,0
386,62,4,567890,12,14,2,11,0,4,1,0,0,55,39,1
266,33,4,201234,11,9,4,6,1,4,1,0,0,40,39,0
337,43,4,174000,7,12,0,13,4,4,0,0,0,39,39,0
379,50,6,170000,7,6,2,6,0,4,1,0,0,65,39,0
462,36,3,111387,10,9,0,11,1,4,0,0,0,48,39,0
49,72,4,240000,15,10,2,14,0,4,1,0,0,18,39,0
441,21,5,150234,2,8,4,7,1,2,1,0,0,38,39,0
303,26,4,150320,15,10,2,1,0,2,1,0,0,40,39,0
484,24,4,178900,2,8,0,12,2,4,0,0,0,28,39,0
298,23,4,135000,15,10,2,6,0,4,1,0,0,32,39,0
285,23,4,450123,15,10,4,12,3,4,1,0,0,42,39,0
167,60,4,210987,11,9,3,3,1,4,1,0,0,52,39,0
352,28,3,150789,15,10,4,8,4,2,0,0,0,38,39,0
59,60,4,189234,11,9,2,6,0,4,1,0,0,45,39,0
130,47,4,183456,10,12,2,11,0,4,1,0,0,44,39,0
250,29,3,120345,10,10,4,7,3,3,0,0,0,38,39,0
255,55,2,190000,11,9,1,4,0,4,1,0,0,55,39,0
421,44,4,171000,9,13,0,11,1,4,0,14500,0,40,39,1
201,30,5,123456,9,13,4,8,1,4,0,0,0,42,39,0
334,44,6,148000,9,13,2,4,0,4,1,0,0,59,39,0
