,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
5646,62,2,99985,15,10,2,0,0,4,1,0,0,40,38,0
1620,24,2,294567,12,14,4,3,1,4,1,0,0,40,38,0
3329,52,2,140418,9,13,2,3,0,4,1,0,0,50,38,1
850,51,2,231027,15,10,2,6,5,4,0,0,0,30,38,1
1790,47,2,340138,9,13,4,7,1,4,1,0,0,40,38,0
2758,45,3,325536,15,15,2,4,0,4,1,0,2203,40,38,1
435,58,0,236810,12,14,0,9,4,4,0,0,0,48,38,0
3334,51,2,258193,9,13,0,5,4,4,0,0,0,50,38,0
486,44,2,331843,11,9,2,2,0,2,1,0,0,40,38,0
3176,40,0,27040,9,13,2,10,0,4,1,0,0,30,38,0
2886,39,4,64108,11,9,0,0,1,4,1,0,0,48,38,0
5116,33,2,180881,9,13,2,6,0,4,1,0,0,50,38,1
4618,30,4,19452,15,10,2,3,0,4,1,0,0,40,38,0
5872,33,2,195482,9,13,2,3,0,4,1,15024,0,45,38,1
4733,51,2,229974,15,10,4,5,1,4,1,0,1946,60,38,1
4212,17,2,1484705,15,16,2,13,5,2,1,99999,3770,1,40,0
4586,46,0,220489,7,12,2,6,0,4,1,0,0,40,38,1
62,39,2,132407,15,10,2,6,0,4,1,0,0,13,38,0
3216,39,2,295509,11,9,5,3,4,2,0,0,0,40,38,0
155,47,5,119378,9,13,2,2,0,4,1,0,0,41,38,1
1381,45,2,193871,15,10,0,2,1,4,0,0,0,60,38,0
3883,30,4,97785,9,13,2,11,0,4,1,0,0,50,38,0
1040,27,2,195386,2,5,2,13,0,4,1,0,0,55,38,0
3575,28,1,51943,9,13,0,0,1,4,0,0,0,40,38,0
4777,29,2,52468,9,13,4,11,1,4,1,0,0,40,38,0
4233,56,2,132734,15,16,2,4,0,1,1,0,1902,40,7,1
1696,40,2,89706,11,14,2,6,0,4,1,0,0,40,38,1
4331,37,2,126669,15,10,2,5,0,4,1,0,0,40,38,1
4285,30,2,145440,11,9,4,6,1,4,0,0,0,40,38,0
5464,39,1,208193,9,13,5,5,1,4,0,0,0,40,38,0
2978,26,2,646875,6,5,4,3,3,4,1,0,0,40,38,0
4249,52,2,301976,9,13,2,6,0,4,1,0,0,40,38,1
1597,56,2,257569,11,9,0,13,1,4,0,10158,0,40,38,1
985,28,5,240993,11,1,4,9,1,4,1,0,0,8,25,0
1490,68,2,149966,15,10,2,7,5,4,0,0,0,40,38,0
