,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
23,2,1.0,1780,0,5000.0,1,98122,980000
360,4,5.5,4790,0,7000.0,1,98117,1750000
436,4,2.5,2700,0,5000.0,1,98122,1330000
375,3,2.0,1080,0,6000.0,1,98106,625000
446,4,2.0,2230,0,6800.0,1,98106,740000
301,4,2.5,2420,0,4900.0,1,98115,1350000
133,4,2.0,1840,0,4590.0,1,98117,849000
272,2,1.0,830,0,5150.0,1,98106,525000
32,2,2.5,840,0,2891.0,1,98115,720000
181,4,3.5,3650,0,5000.0,1,98105,1850000
294,4,2.0,1710,0,8000.0,1,98125,760000
433,3,2.0,2080,0,5750.0,1,98122,675000
362,4,3.0,2480,0,8806.0,1,98115,1030000
293,2,1.0,707,0,5000.0,1,98106,430000
72,3,2.0,1340,0,1063.0,1,98144,780000
251,5,3.0,2730,0,6569.0,1,98177,1250000
214,2,1.0,990,0,4800.0,1,98108,468000
60,4,3.0,2940,0,4000.0,1,98126,1250000
273,2,1.0,780,0,7413.0,1,98125,720000
257,3,2.0,1580,0,6396.0,1,98126,820000
240,4,3.5,2030,0,3438.0,1,98117,1200000
10,3,3.5,3880,0,0.29,0,98199,2500000
477,2,1.0,820,0,8000.0,1,98199,700000
326,4,2.0,1870,0,8725.0,1,98146,525000
59,2,2.5,2365,0,4.75,0,98115,1300000
401,2,1.5,860,0,1333.0,1,98117,680000
469,4,3.5,2910,0,5500.0,1,98115,1975000
267,3,1.0,940,0,4850.0,1,98126,500000
165,2,1.0,440,0,5000.0,1,98103,500000
344,3,2.0,2420,0,5000.0,1,98122,1250000
170,2,2.0,1147,0,800.0,1,98105,849000
17,2,2.0,880,0,894.0,1,98125,640000
108,4,3.0,2900,0,7500.0,1,98136,1175000
274,2,2.0,891,0,794.0,1,98117,699000
481,3,2.0,1550,0,5400.0,1,98116,1150000
57,2,1.5,1510,0,6120.0,1,98115,870000
16,2,2.0,1131,0,0.21,0,98122,670000
312,5,3.0,2480,0,7440.0,1,98118,925000
484,2,1.0,880,0,1.0,0,98103,700000
318,4,2.5,2270,0,6501.0,1,98118,700000
161,3,2.0,1390,0,6656.0,1,98116,899000
191,4,3.0,1895,0,5000.0,1,98103,942000
150,3,2.0,1840,0,3432.0,1,98115,865000
144,2,1.5,1336,0,1336.0,1,98122,599950
6,2,2.0,1200,0,2400.0,1,98104,705000
289,4,3.0,2220,0,5000.0,1,98199,1400000
90,3,2.5,1815,0,1500.0,1,98103,1295000
37,2,2.5,1586,0,15.05,0,98115,715000
70,3,2.0,2437,0,6500.0,1,98118,1275000
388,4,3.5,4200,0,7001.0,1,98116,3150000
117,3,3.0,1570,0,5120.0,1,98117,915000
468,5,2.0,2510,0,6180.0,1,98118,700000
369,2,1.5,900,0,900.0,1,98115,510000
62,3,2.5,2650,0,7548.0,1,98136,1112000
478,4,2.0,2120,0,4000.0,1,98136,1250000
485,3,2.0,2000,0,4000.0,1,98144,885000
345,2,1.5,1131,0,1.0,0,98104,699950
77,3,1.0,2460,0,3300.0,1,98122,700000
211,3,2.0,1910,0,7905.0,1,98146,655000
41,3,2.5,2500,0,4305.0,1,98117,1685000
334,4,3.5,1970,0,2880.0,1,98115,1025000
461,2,2.0,920,0,650.0,1,98106,480000
367,2,2.5,1260,0,1340.0,1,98103,706000
76,2,3.0,1170,0,593.0,1,98122,750000
317,3,2.0,2437,0,6500.0,1,98118,1275000
372,4,1.5,2130,0,6000.0,1,98136,850000
1,2,1.0,1415,0,1.03,0,98116,700000
467,5,3.0,2670,0,6800.0,1,98117,700000
114,3,2.0,1440,0,4120.0,1,98106,818000
175,2,1.0,970,0,4240.0,1,98126,575000
30,4,3.0,2230,0,6700.0,1,98115,1150000
308,2,2.5,1400,0,824.0,1,98102,1062500
119,2,2.0,1840,0,5000.0,1,98122,1200000
182,2,1.0,830,0,5000.0,1,98104,750000
281,3,2.0,1840,0,4304.0,1,98117,1050000
329,3,2.0,1111,0,719.0,1,98112,849000
382,2,2.0,1140,0,591.0,1,98122,645000
383,2,2.0,1377,0,856.0,1,98115,730000
244,1,1.0,707,0,0.26,0,98122,425000
197,3,2.0,2437,0,6500.0,1,98118,1275000
102,5,3.0,3080,0,6807.0,1,98117,1050000
473,5,4.0,3060,0,6400.0,1,98117,1450000
46,3,2.0,1230,0,7800.0,1,98178,560000
271,3,2.0,2130,0,5750.0,1,98136,1175000
323,2,2.0,1500,0,8507.0,1,98117,1290000
404,5,3.5,2730,0,3774.0,1,98117,1400000
496,4,2.0,1500,0,4000.0,1,98122,1065000
428,4,2.0,1900,0,6840.0,1,98115,1100000
261,4,5.5,4990,0,7000.0,1,98117,1750000
116,4,3.5,1763,0,1533.0,1,98115,925000
284,3,2.0,1650,0,8509.0,1,98108,899000
157,3,2.0,1494,0,1055.0,1,98115,850000
358,5,3.0,2610,0,2550.0,1,98109,1795000
363,2,1.5,830,0,4000.0,1,98117,645000
379,3,2.0,2180,0,5000.0,1,98105,1300000
352,2,2.5,840,0,1364.0,1,98117,560000
221,4,3.0,2300,0,7200.0,1,98118,1200000
482,3,1.0,890,0,6240.0,1,98125,525000
340,3,2.0,2010,0,5000.0,1,98116,1300000
337,3,2.5,2280,0,6000.0,1,98144,1200000
