,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
433,3,2.0,2480,0,5400.0,1,98105,1400000
331,3,1.0,910,0,6900.0,1,98173,500000
13,3,2.0,1560,0,1170.0,1,98117,920000
402,2,2.0,1170,0,577.0,1,98122,705000
211,4,1.5,2230,0,5568.0,1,98115,1330000
167,4,3.0,1710,0,8160.0,1,98146,830000
29,3,2.0,1460,0,1008.0,1,98122,850000
228,4,1.0,1740,0,8080.0,1,98106,850000
2,3,2.5,2650,0,7548.0,1,98136,1112000
332,2,1.0,860,0,4648.0,1,98117,775000
128,2,1.5,1070,0,1500.0,1,98103,849000
152,3,2.0,1240,0,709.0,1,98119,625000
495,2,2.0,1370,0,989.0,1,98117,700000
255,3,2.0,2169,0,4000.0,1,98115,970000
88,4,2.0,1590,0,6000.0,1,98177,950000
247,3,1.0,1080,0,6200.0,1,98126,625000
393,3,3.0,1020,0,5000.0,1,98122,630000
118,4,3.0,2510,0,6000.0,1,98136,1360000
112,5,3.0,2080,0,6000.0,1,98117,900000
452,4,5.0,3660,0,0.29,0,98118,2695000
459,3,2.0,1080,0,5750.0,1,98116,875000
242,3,2.0,2286,0,4000.0,1,98122,1270000
103,3,2.0,1990,0,8710.0,1,98146,730000
58,3,2.0,1520,0,5518.0,1,98108,915000
209,3,3.5,1968,0,1498.0,1,98199,980000
208,2,1.5,1700,0,4000.0,1,98118,700000
102,2,2.5,840,0,2891.0,1,98115,720000
411,4,5.5,4190,0,7000.0,1,98117,2300000
125,3,3.0,1446,0,1201.0,1,98136,980000
37,4,3.0,2140,0,5700.0,1,98117,950000
304,4,2.0,1640,0,3000.0,1,98119,675000
432,4,2.0,1900,0,3600.0,1,98118,700000
155,2,2.0,2380,0,8800.0,1,98116,1290000
425,4,3.0,2390,0,5000.0,1,98122,1350000
453,3,3.5,1936,0,1770.0,1,98122,1295000
127,4,3.0,2480,0,4185.0,1,98115,1715000
198,2,1.0,780,0,4800.0,1,98103,650000
318,4,3.5,2011,0,2421.0,1,98136,1130000
225,2,2.0,1570,0,5400.0,1,98115,1325000
168,2,1.5,2520,0,5000.0,1,98122,850000
343,2,2.5,2343,0,5500.0,1,98109,1295000
272,2,3.0,989,0,0.23,0,98105,510000
18,3,2.0,1514,0,1.0,0,98117,870000
235,3,1.0,980,0,4800.0,1,98117,500000
455,2,1.5,1131,0,1.0,0,98144,590000
392,5,3.0,2480,0,6180.0,1,98118,800000
410,2,2.0,1015,0,2.02,0,98115,468000
440,3,2.0,1990,0,8710.0,1,98146,730000
409,5,3.0,2610,0,2550.0,1,98109,1795000
8,3,2.0,1070,0,7995.0,1,98177,850000
89,3,2.0,2180,0,8400.0,1,98125,850000
412,4,3.0,3030,0,5000.0,1,98105,1650000
267,2,1.0,760,0,6063.0,1,98133,500000
39,2,2.0,2529,0,5500.0,1,98122,1525000
227,3,2.5,1710,0,1374.0,1,98116,840000
390,2,2.0,1970,0,5647.0,1,98103,725000
221,3,2.0,1360,0,5750.0,1,98116,975000
82,2,3.0,1170,0,603.0,1,98126,590000
240,4,2.5,2270,0,6501.0,1,98118,1275000
443,2,2.0,1140,0,675.0,1,98117,699000
0,4,3.0,2940,0,4000.0,1,98126,1250000
327,3,2.5,1690,0,1418.0,1,98115,825000
233,3,2.0,1400,0,1136.0,1,98122,750000
492,4,2.0,2380,0,3750.0,1,98199,1350000
374,3,2.0,2120,0,4000.0,1,98115,800000
123,2,2.0,840,0,1332.0,1,98116,675000
462,3,2.0,1130,0,5515.0,1,98106,525000
384,4,2.0,1920,0,0.69,0,98117,915000
181,2,2.0,1199,0,1.06,0,98117,835000
347,4,3.0,1710,0,9925.0,1,98125,925000
483,3,3.0,1240,0,747.0,1,98118,730000
56,2,2.0,1100,0,0.24,0,98102,689000
76,2,1.5,1290,0,1165.0,1,98122,700000
400,5,2.0,2140,0,6180.0,1,98118,695000
487,3,2.0,1640,0,5100.0,1,98136,900000
460,4,3.0,2660,0,4224.0,1,98117,1250000
138,3,2.0,2200,0,4400.0,1,98117,800000
4,3,3.5,1820,0,1099.0,1,98122,1125000
349,4,2.5,1803,0,1582.0,1,98115,870000
97,4,5.0,2040,0,5000.0,1,98117,1250000
187,2,1.0,710,0,5000.0,1,98107,510000
480,14,5.0,3884,0,4968.0,1,98106,1300000
294,2,1.5,2360,0,5000.0,1,98122,1000000
42,3,1.5,1570,0,3880.0,1,98117,975000
329,4,2.0,2270,0,4000.0,1,98122,1330000
481,4,2.0,3325,0,6000.0,1,98199,1650000
197,4,2.0,2880,0,3060.0,1,98115,1130000
299,3,2.5,1810,0,1436.0,1,98107,1000000
45,2,2.0,1200,0,1948.0,1,98115,670000
67,4,3.5,2640,0,4081.0,1,98105,1750000
448,5,3.0,2120,0,1959.0,1,98126,750000
86,2,1.0,980,0,4800.0,1,98103,850000
164,4,2.0,2300,0,6000.0,1,98118,600000
286,3,2.5,1372,0,1372.0,1,98126,739000
379,3,2.0,1080,0,5750.0,1,98116,875000
363,3,2.0,2100,0,7720.0,1,98173,565000
311,2,2.0,980,0,4800.0,1,98117,850000
50,3,2.0,2437,0,6500.0,1,98118,1275000
17,3,1.0,980,0,3000.0,1,98117,500000
52,3,2.0,1580,0,6401.0,1,98126,865000
