,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
171,4,3.5,1830.0,0,1900.0,1,98107,1295000
232,4,2.0,2240.0,0,5750.0,1,98106,750000
221,3,2.5,1770.0,0,1683.0,1,98102,1250000
242,2,1.0,710.0,0,5775.0,1,98118,525000
49,4,3.0,2160.0,0,6000.0,1,98118,1200000
98,3,2.0,1091.0,0,0.29,0,98126,449000
51,5,3.0,3400.0,0,0.43,0,98168,756500
475,3,1.5,1710.0,0,1250.0,1,98122,1000000
399,14,5.0,3884.0,0,4968.0,1,98106,1300000
112,3,2.0,1080.0,0,5750.0,1,98116,875000
449,5,3.0,2640.0,0,7241.0,1,98133,700000
152,4,2.5,1610.0,0,3783.0,1,98102,1098000
359,3,2.0,1990.0,0,8710.0,1,98146,730000
239,2,1.0,923.0,0,0.63,0,98146,380000
257,2,1.0,910.0,0,0.45,0,98116,700000
241,3,2.0,1690.0,0,6720.0,1,98115,1050000
129,2,1.0,980.0,0,3844.0,1,98133,575000
133,4,1.5,2880.0,0,5000.0,1,98117,1150000
439,3,2.0,2190.0,0,5195.0,1,98117,1100000
389,3,2.0,1160.0,0,8910.0,1,98106,640000
247,3,1.5,1540.0,0,6300.0,1,98126,689000
184,2,2.0,920.0,0,792.0,1,98106,590000
284,4,3.0,1770.0,0,4960.0,1,98106,700000
379,5,2.0,2630.0,0,6180.0,1,98118,700000
201,4,5.5,4790.0,0,7000.0,1,98117,1750000
95,4,2.5,1890.0,0,900.0,1,98106,615000
374,4,2.0,2130.0,0,8800.0,1,98115,850000
492,3,1.5,2560.0,0,4500.0,1,98122,1330000
135,3,2.0,2160.0,0,5000.0,1,98117,1150000
8,2,2.5,1032.0,0,1382.0,1,98105,625000
393,2,2.0,1284.0,0,3840.0,1,98117,810000
461,3,3.0,2480.0,0,4000.0,1,98112,1650000
366,3,2.0,1580.0,0,6396.0,1,98126,820000
390,3,2.0,1950.0,0,5500.0,1,98118,500000
388,2,2.5,840.0,0,2891.0,1,98115,720000
154,2,2.0,1190.0,0,784.0,1,98107,739000
94,3,2.0,1496.0,0,1056.0,1,98103,1030000
297,4,2.0,1640.0,0,6122.0,1,98118,800000
267,3,3.0,1790.0,0,7286.0,1,98125,755000
415,3,2.0,1270.0,0,0.27,0,98125,530000
311,2,1.5,1730.0,0,4000.0,1,98118,700000
179,2,1.5,994.0,0,1494.0,1,98106,580000
71,4,2.0,1670.0,0,3322.0,1,98122,875000
222,3,1.0,1150.0,0,8100.0,1,98117,605000
130,2,2.0,1102.0,0,1085.0,1,98115,680000
481,9,9.0,2290.0,0,4968.0,1,98133,835000
421,5,4.0,3037.0,0,2959.0,1,98115,1900000
299,4,3.5,2771.0,0,3505.0,1,98119,1400000
0,3,2.0,2284.0,0,6395.0,1,98136,850000
210,3,2.0,1760.0,0,1177.0,1,98103,1050000
227,3,3.5,3880.0,0,0.29,0,98199,2500000
204,3,3.0,1946.0,0,1568.0,1,98103,1160000
271,3,2.0,2390.0,0,0.25,0,98133,1150000
358,2,2.5,840.0,0,2891.0,1,98115,720000
190,2,2.0,1180.0,0,588.0,1,98144,650000
79,3,2.0,2160.0,0,4250.0,1,98115,850000
136,3,2.0,2160.0,0,5000.0,1,98117,1150000
343,4,2.0,1660.0,0,4800.0,1,98103,1125000
96,2,2.0,1240.0,0,815.0,1,98122,720000
316,4,3.0,1580.0,0,4000.0,1,98105,1295000
402,4,3.0,2480.0,0,4590.0,1,98115,1195000
443,5,3.5,2620.0,0,6200.0,1,98115,1350000
417,4,2.5,2270.0,0,6501.0,1,98118,1275000
77,2,1.5,1390.0,0,1436.0,1,98103,700000
339,2,2.0,1127.0,0,1101.0,1,98136,700000
391,3,2.5,1540.0,0,1131.0,1,98106,720000
128,3,2.0,2437.0,0,6500.0,1,98118,1275000
170,3,2.0,1570.0,0,1255.0,1,98117,915000
143,3,3.5,2310.0,0,1395.0,1,98136,1100000
420,2,3.5,1870.0,0,1500.0,1,98122,1200000
251,3,1.0,1060.0,0,9648.0,1,98126,625000
223,2,1.5,880.0,0,5000.0,1,98122,590000
22,4,2.5,2550.0,0,5500.0,1,98116,1745000
