,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
51,3.0,2.0,2310.0,0.0,3800.0,1.0,98118.0,1050000.0
1635,2.0,1.5,1220.0,0.0,2100.0,1.0,98103.0,620000.0
364,3.0,2.5,1630.0,0.0,0.45,0.0,98122.0,825000.0
1080,3.0,2.5,1832.0,0.0,4321.0,1.0,98116.0,875000.0
1836,1.0,1.5,850.0,0.0,0.5,0.0,98108.0,425000.0
2066,2.0,1.5,1000.0,0.0,900.0,1.0,98103.0,650000.0
1464,2.0,1.5,1000.0,0.0,0.25,0.0,98122.0,900000.0
1145,3.0,1.5,1600.0,0.0,7000.0,1.0,98109.0,875000.0
1798,2.0,2.0,1600.0,0.0,2400.0,1.0,98117.0,850000.0
1715,4.0,3.5,2480.0,0.0,10200.0,1.0,98115.0,1725000.0
2036,4.0,3.0,2040.0,0.0,7680.0,1.0,98122.0,950000.0
1852,2.0,2.5,990.0,0.0,2200.0,1.0,98118.0,479000.0
1718,3.0,2.0,1750.0,0.0,7500.0,1.0,98115.0,900000.0
703,3.0,3.0,2200.0,0.0,3500.0,1.0,98117.0,1250000.0
1474,3.0,2.0,1910.0,0.0,3750.0,1.0,98117.0,1210000.0
1837,4.0,3.5,3500.0,0.0,9000.0,1.0,98117.0,2200000.0
946,5.0,3.0,2700.0,0.0,6500.0,1.0,98125.0,975000.0
1126,3.0,2.0,1290.0,0.0,3100.0,1.0,98111.0,675000.0
1091,4.0,2.5,2700.0,0.0,5500.0,1.0,98107.0,1100000.0
1433,4.0,2.5,2610.0,0.0,6000.0,1.0,98104.0,1400000.0
1452,2.0,2.0,1420.0,0.0,2700.0,1.0,98136.0,875000.0
2037,3.0,2.0,1620.0,0.0,5120.0,1.0,98110.0,790000.0
1303,4.0,3.5,2600.0,0.0,8200.0,1.0,98136.0,1050000.0
866,2.0,1.5,1490.0,0.0,2900.0,1.0,98107.0,739000.0
1771,4.0,3.0,2300.0,0.0,3500.0,1.0,98116.0,1200000.0
1199,3.0,2.0,2080.0,0.0,4800.0,1.0,98104.0,990000.0
1275,2.0,1.0,1100.0,0.0,5200.0,1.0,98102.0,725000.0
1357,3.0,3.5,2600.0,0.0,3600.0,1.0,98103.0,1850000.0
1754,2.0,2.0,1000.0,0.0,0.28,0.0,98107.0,695000.0
1830,4.0,2.5,2010.0,0.0,9240.0,1.0,98117.0,1095000.0
1492,2.0,2.5,1482.0,0.0,2000.0,1.0,98115.0,899000.0
1706,2.0,1.5,1560.0,0.0,5040.0,1.0,98107.0,675000.0
1698,3.0,2.5,1600.0,0.0,0.45,0.0,98118.0,799000.0
334,4.0,3.0,2000.0,0.0,3600.0,1.0,98146.0,1100000.0
1051,4.0,2.5,2780.0,0.0,12000.0,1.0,98105.0,1250000.0
1117,5.0,4.0,3800.0,0.0,6500.0,1.0,98108.0,1525000.0
1088,5.0,4.0,3100.0,0.0,3600.0,1.0,98111.0,1150000.0
