,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
251,2,1.0,1171,0,988.2268104269864,1,98118,857013
36,3,2.0,1138,0,5014.032687412877,1,98117,618817
209,5,3.3001602104808523,3856,0,8219.692678486812,1,98115,2198333
39,3,2.0,1267,0,3281.0161753407265,1,98107,702855
318,3,2.0,1436,0,4138.244084191987,1,98103,774000
211,1,2.0,1097,0,0.3199082460065269,0,98121,790765
298,3,2.0,1423,0,3033.932259480572,1,98199,650073
79,3,1.5,1141,0,3045.3852457178227,1,98117,739017
246,2,1.60312945115914,1076,0,757.6511661740104,1,98119,564526
278,5,7.643896147853974,3249,0,3573.930537678967,1,98105,1308550
249,5,3.0,2851,0,0.3213981054146322,0,98106,1864661
168,5,2.5,3747,0,6680.761024974062,1,98177,1736142
108,4,2.9593590193094608,3788,0,5350.343985027321,1,98114,3426759
84,15,0.5,11010,0,0.23,0,98199,25000000
308,3,2.0,2084,0,5092.801207784016,1,98116,890137
44,3,2.0,2333,0,8214.816722031348,1,98115,1203234
52,5,3.0,3929,0,8156.754005583297,1,98116,1800054
92,7,3.0,3273,0,8174.402075580102,1,98111,1407041
220,4,1.0,1816,0,3359.103118786952,1,98103,964594
139,15,0.5,11010,0,0.23,0,98101,159000
203,3,2.0,1676,0,2786.5365787551573,1,98106,928589
198,15,9.0,11010,0,0.23,0,98199,285271
275,4,3.0,2698,0,1492.8325481423683,1,98199,1433385
264,1,1.0,702,0,5527.783027103807,1,98103,485198
154,4,3.0,1947,0,5769.449517306768,1,98108,753889
187,3,3.0,2539,0,8058.3233189037455,1,98117,1291641
94,3,2.0,1430,0,5019.138746126791,1,98117,655946
281,3,2.0,1551,0,746.2462524904271,1,98116,1175753
173,5,3.5,2781,0,5000.021610244356,1,98117,1205634
41,2,1.5,1211,0,1061.9750177152816,1,98117,730509
296,4,2.5,1911,0,4070.0110861154953,1,98145,956410
83,3,2.5,1957,0,3000.0078669487502,1,98117,1178910
294,4,1.0,1479,0,9995.046884132313,1,98103,1808819
185,1,1.5,1174,0,5862.333903880965,1,98106,750591
167,4,2.22122611821944,2567,0,8404.8669097314,1,98169,956464
24,4,3.338020191512451,2092,0,1824.652745288058,1,98103,1209871
279,2,1.0,759,0,9088.75910410165,1,98197,610036
55,4,2.5,2170,0,5782.433825091058,1,98181,900339
132,1,1.0,724,0,544.5673743125434,0,98133,401685
259,2,2.0,1128,0,972.0895783662052,1,98180,609473
126,2,2.5,1312,0,0.4172661362791978,0,98112,649313
150,1,1.138060361962328,548,0,1979.7841425544907,1,98189,516007
56,1,2.0,771,0,1064.8021363704336,1,98103,576532
201,3,2.0,1998,0,1989.3238080758208,1,98111,1135477
120,3,2.5,2468,0,5984.3865107155925,1,98103,1280942
116,1,1.5,971,0,0.2789429600380834,0,98116,790380
29,2,2.0,978,0,5600.474821777751,1,98144,569531
61,4,3.5,3392,0,3814.381998522957,1,98101,1863710
165,1,1.0,876,0,1537.565006119704,1,98103,558043
25,3,2.0,2444,0,4662.9110301092405,1,98101,1009171
312,3,2.0,2027,0,5180.058241798862,1,98119,1638682
221,3,1.0,1451,0,4727.891012651417,1,98108,738673
13,3,2.0,1476,0,3871.299623759975,1,98103,1552073
123,3,2.0,1733,0,985.6937649763212,1,98106,783245
124,3,1.5,1637,0,5996.117177503308,1,98105,756396
265,3,1.0,1070,0,6146.092174389216,1,98145,276494
133,3,1.0,2038,0,6280.284442303424,1,98116,1220915
306,3,2.5,3062,0,9160.841368381934,1,98176,1572702
99,3,3.0,1550,0,2039.3286022990908,1,98124,865111
276,4,3.0,2021,0,4757.184347956076,1,98118,1084503
205,15,9.0,11010,0,0.23,0,98199,25000000
230,2,2.388715622193051,1284,0,5285.874419323552,1,98115,843428
128,14,4.111187692316836,3578,0,7711.001333683625,1,98182,1094585
248,1,1.0,846,0,0.3666688015340787,0,98105,535523
37,15,0.5,250,0,0.23,0,98101,159000
142,5,3.5,3590,0,4155.994319501377,1,98133,1774600
240,3,2.0,1788,0,1851.0374564878457,1,98112,765921
219,4,3.0,2245,0,4044.802779445413,1,98124,710865
207,4,3.0,3117,0,5211.5631251241175,1,98106,1314210
290,1,1.0,1133,0,5158.22784469439,1,98105,687209
35,4,3.0,2613,0,9635.92355920965,1,98115,1523201
34,4,2.5,1972,0,8385.93600157867,1,98109,895981
321,2,2.5,1166,0,4152.157875859539,1,98126,761953
134,15,0.5,250,0,0.23,0,98101,159000
223,15,9.0,11010,0,0.23,0,98199,212855
234,2,2.0,1080,0,1249.2707920344992,1,98117,717182
299,2,2.0,1580,0,3310.6145380211283,1,98155,649619
257,2,1.0,878,0,6428.853002886369,1,98199,706013
297,3,2.0,1803,0,5452.526401341898,1,98105,1142495
104,4,2.5,2453,0,4801.389164043096,1,98107,1826890
175,8,8.673458407512728,7901,0,9651.786212166386,1,98115,1762610
309,3,1.5,1539,0,9648.25391712476,1,98112,724193
103,3,1.0,2210,0,5307.005388877129,1,98122,741683
76,2,2.5,1810,0,1423.7868544715957,1,98103,836221
149,4,2.5,2806,0,7501.405776505463,1,98118,1266328
80,4,3.0,2559,0,4174.309485107791,1,98117,951308
42,4,3.0,2539,0,8125.019556182815,1,98125,1081073
295,5,3.01173739378594,3246,0,9028.7322525927,1,98134,1731322
179,3,2.0,1813,0,2114.3357506510733,1,98118,823023
260,2,1.0,973,0,1420.7735573451591,1,98102,782673
129,4,1.0,2999,0,5013.757734010617,1,98121,1260331
71,4,3.0,2530,0,4375.34480478051,1,98199,1098745
81,2,2.0,774,0,5703.416261548455,1,98125,508117
325,4,3.0,1511,0,5000.093833913088,1,98119,663114
229,3,3.5,1825,0,2567.773394905508,1,98106,946622
241,1,1.124639130961372,972,0,0.2505077840369413,0,98177,481781
280,3,2.5,2106,0,3952.142012875275,1,98105,859368
313,3,2.0,1987,0,6230.108430834311,1,98125,1215566
283,4,3.836436289341439,3031,0,5084.958299594784,1,98112,1081072
93,2,2.5,877,0,1228.6979027035138,1,98103,694980
