,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
159,3,1.0,2266,0,8699.154257665587,1,98117,895529
0,3,2.5,2278,0,2920.474448919233,1,98115,917122
191,5,8.806406365455704,4948,0,4563.466638639527,1,98115,1791213
199,1,1.0,574,0,1.6178076701292776,0,98101,190714
109,2,1.5,873,0,5113.88285981917,1,98108,858626
100,5,3.5,2697,0,4291.501040243761,1,98124,1191076
62,15,9.0,11010,0,0.23,0,98199,25000000
120,3,1.5,1176,0,1130.7821698867494,1,98106,840288
233,3,2.0,3281,0,4237.770376036492,1,98107,2558576
75,4,1.5,2998,0,8316.258660574778,1,98125,1173609
261,3,3.0,1973,0,3731.250708493591,1,98115,710706
175,2,1.0,1298,0,2.010573539019099,0,98116,1128386
212,4,2.5,2979,0,5211.572848343795,1,98135,2347706
25,3,2.0,2471,0,4255.362167314758,1,98106,928662
52,1,2.0,1202,0,1420.9932383458836,1,98199,792392
206,2,1.5,861,0,650.7051411590559,1,98143,571715
65,1,1.5,1061,0,1018.7576447448336,1,98186,608878
185,4,2.0,2153,0,7925.404436341469,1,98103,2063511
220,3,2.5,1926,0,8475.751106596812,1,98116,923612
134,4,3.0,2639,0,5127.388718095212,1,98107,1552773
195,3,5.044945367315216,3049,0,4722.929934114541,1,98115,1761409
13,2,2.0,1712,0,3787.306014382204,1,98117,1466996
247,4,2.0,2276,0,7014.100412223229,1,98127,912887
215,3,3.0,2508,0,6362.222263235027,1,98117,1195755
34,2,2.0,1387,0,1145.7630822906876,1,98106,751285
11,6,7.887833001007843,4711,0,8065.969961986989,1,98126,1758758
71,2,0.9575601531733616,895,0,8549.157554288939,1,98105,751062
110,4,2.0,2867,0,8067.917577335145,1,98173,1493939
26,1,2.0,1034,0,0.2653494264507546,0,98162,522617
291,15,0.5,11010,0,0.23,0,98101,159000
149,4,2.0,1979,0,3694.199809148704,1,98103,1259193
39,5,2.5,1729,0,6238.954366517904,1,98173,823087
1,3,1.0,1639,0,4191.908690073488,1,98125,762676
253,4,3.0,2546,0,7070.943142562865,1,98199,1031156
223,2,2.0,1201,0,0.4296731008462119,1,98159,831928
156,4,2.5,3462,0,9615.231005589672,1,98105,1531559
83,3,2.0,2176,0,6821.1122912863775,1,98105,752408
17,4,2.5,3533,0,4131.801290717922,1,98104,1687083
260,2,2.0,1310,0,5127.897642869426,1,98137,607868
280,6,3.5,5217,0,0.2643608910618324,0,98116,1276295
128,4,2.5,2000,0,3467.622646500956,1,98117,1642268
254,4,1.0,1540,0,6058.274271499257,1,98144,624474
87,3,2.5,2130,0,6280.85677310294,1,98103,841047
99,3,3.0,1791,0,3749.953967414705,1,98118,914376
115,5,2.5,2865,0,3946.336653098207,1,98125,1386823
22,1,2.0,749,0,2967.555001459914,1,98144,702206
72,2,1.5,1210,0,1194.6813441789448,1,98116,696721
67,4,3.5,2207,0,3871.0236870783215,1,98116,931778
221,3,2.0,1636,0,1408.588829596289,1,98107,792966
181,3,2.0,2163,0,5568.553126277679,1,98119,969700
57,4,3.5,1759,0,81.79585123083496,1,98117,871098
306,4,3.0,2263,0,7981.347909280802,1,98126,1385663
147,2,1.0,250,0,0.23,0,98101,159000
218,3,2.5,1854,0,4127.453925124265,1,98117,695604
131,4,2.5,1696,0,902.012719719786,0,98125,781814
202,3,2.5,2472,0,4459.700079087476,1,98199,2066919
294,4,3.053161294573821,3056,0,6487.901194844753,1,98120,2513038
321,4,2.0,1477,0,8095.92752909204,1,98115,788812
64,3,2.0,2169,0,5864.970633234254,1,98144,855050
55,15,2.0,11010,0,0.23,0,98101,24937751
211,2,2.0,1125,0,8316.183789121325,1,98108,848998
145,3,2.0,1654,0,2916.329646084863,1,98118,1302041
190,3,2.0,2409,0,5000.104488835774,1,98115,1292625
9,3,2.0,1189,0,329.74545787740607,1,98103,751410
286,3,3.0,1597,0,0.2307139846517731,0,98103,982510
24,3,2.5,2708,0,5599.049696564846,1,98199,773721
56,3,2.0,1033,0,1069.2015691639936,1,98116,675821
310,3,2.5,1745,0,5008.877891920574,1,98115,1008462
29,3,2.0,2086,0,5000.068566171999,1,98126,722354
171,4,2.0,1772,0,1281.7653936096897,1,98117,824581
41,3,2.0,2192,0,7472.408184434576,1,98117,1201309
141,3,2.5,1626,0,1382.3892445081417,1,98103,893181
68,4,3.5,2439,0,4179.807638813177,1,98125,1829655
235,4,3.5,3528,0,9925.664080886569,1,98129,1041986
237,3,2.5,1986,0,2372.3228124900006,1,98119,843797
177,3,2.0,1269,0,3800.36740286876,1,98110,725803
80,3,2.5,1679,0,5365.2693031088975,1,98106,1172064
150,5,3.0,2615,0,5926.470710149245,1,98144,588450
59,1,1.0,460,0,1.48894882526851,0,98122,393193
138,4,3.5,2791,0,3997.44331097723,1,98112,1381826
328,3,2.0,1598,0,4087.3012945401824,1,98118,978076
28,3,3.5,2986,0,2861.160426454712,1,98103,2632085
174,5,4.233978395891503,2690,0,5532.639652644162,1,98107,1297042
116,4,4.763588748191621,3064,0,8446.546556056037,1,98117,1427751
238,3,2.0,1776,0,5226.962993517608,1,98119,700339
275,3,2.5,1210,0,4496.386428371682,1,98107,847818
230,3,3.0,2673,0,4238.461220617733,1,98103,2281645
262,3,2.5,997,0,932.1935187340898,1,98103,874291
172,4,1.0,1802,0,6162.9588178583845,1,98133,928836
182,1,1.688812014077331,1307,0,955.5463277236336,1,98184,915214
289,3,2.554404161727305,1820,0,1359.1802928344473,1,98116,812582
314,4,3.0,2012,0,2652.7247990971564,1,98105,977094
281,3,2.5,1213,0,1774.0307274562026,1,98115,1194581
296,4,1.5,1593,0,3087.5722192527205,1,98110,919482
201,3,2.6791790623639886,1574,0,1264.5778547359134,1,98116,1119589
96,3,3.0,1838,0,1381.2242482165611,1,98126,961256
168,4,2.0,1827,0,3978.417103630552,1,98117,1083320
282,4,3.5,3474,0,0.2583535353678012,0,98111,1471830
224,1,1.0,733,0,1122.717597032493,0,98105,407391
251,2,1.613262679800759,1266,0,5000.01921093374,1,98199,887655
