,state_code,lat,lon,lat_zone,bird
492,32.0,41.98,-79.34,2.0,2.0
259,11.0,22.3,-159.5,1.0,4.0
420,16.0,36.95,-100.89,2.0,7.0
447,32.0,34.38,-104.88,2.0,3.0
294,16.0,39.89,-99.12,2.0,7.0
355,44.0,40.29,-110.15,2.0,0.0
15,33.0,33.45,-108.23,2.0,4.0
264,16.0,37.5,-98.9,2.0,7.0
449,5.0,38.29,-106.19,2.0,5.0
126,11.0,19.25,-155.5,1.0,4.0
497,49.0,39.82,-80.45,2.0,6.0
48,49.0,38.9,-82.3,2.0,6.0
246,49.0,38.9,-79.25,2.0,6.0
42,32.0,42.5,-74.0,2.0,2.0
171,32.0,34.92,-105.34,2.0,4.0
290,5.0,38.45,-103.22,2.0,5.0
147,32.0,33.0,-108.3,2.0,3.0
124,32.0,32.6,-105.3,2.0,3.0
289,9.0,39.5,-75.9,2.0,2.0
210,44.0,38.45,-111.5,2.0,0.0
139,34.0,43.2,-75.2,2.0,1.0
397,0.0,71.0,-152.0,0.0,8.0
36,49.0,38.5,-80.8,2.0,6.0
353,11.0,19.75,-155.39,1.0,4.0
300,17.0,36.95,-85.5,2.0,6.0
258,32.0,34.8,-106.0,2.0,3.0
76,17.0,37.34,-86.12,2.0,6.0
165,8.0,39.3,-75.75,2.0,1.0
188,50.0,39.0,-80.0,2.0,6.0
407,32.0,33.52,-104.47,2.0,4.0
269,11.0,22.0,-159.6,1.0,4.0
192,8.0,38.7,-75.5,2.0,1.0
445,11.0,19.58,-155.45,1.0,4.0
448,0.0,68.88,-148.18,0.0,8.0
183,12.0,20.0,-156.0,1.0,4.0
481,32.0,33.05,-105.75,2.0,3.0
426,16.0,38.5,-101.6,2.0,7.0
446,44.0,37.79,-111.65,2.0,0.0
491,32.0,42.45,-78.23,2.0,2.0
298,0.0,57.2,-156.5,2.0,8.0
129,17.0,38.6,-85.0,2.0,6.0
125,32.0,33.0,-103.7,2.0,3.0
35,32.0,43.1,-74.1,2.0,2.0
295,5.0,38.3,-103.45,2.0,5.0
443,5.0,40.31,-106.33,2.0,5.0
128,17.0,37.1,-85.8,2.0,6.0
465,8.0,39.92,-75.71,2.0,1.0
410,11.0,20.5,-156.8,1.0,4.0
369,33.0,33.0,-104.0,2.0,4.0
313,44.0,38.2,-109.75,2.0,0.0
268,17.0,37.6,-84.3,2.0,6.0
11,9.0,39.12,-74.82,2.0,2.0
8,9.0,39.9,-75.7,2.0,2.0
297,49.0,38.92,-81.5,2.0,6.0
364,33.0,43.0,-75.6,2.0,1.0
186,1.0,62.0,-149.0,0.0,8.0
354,44.0,40.45,-109.46,2.0,0.0
7,44.0,41.0,-109.5,2.0,0.0
32,11.0,20.8,-156.5,1.0,4.0
292,49.0,38.56,-81.75,2.0,6.0
73,49.0,39.02,-80.12,2.0,6.0
336,30.0,31.45,-109.67,2.0,4.0
162,5.0,39.1,-108.5,2.0,5.0
39,49.0,38.6,-81.0,2.0,6.0
414,17.0,37.0,-84.0,2.0,6.0
140,0.0,67.89,-145.01,0.0,8.0
242,16.0,37.71,-96.45,2.0,7.0
207,12.0,21.8,-159.0,1.0,3.0
29,31.0,44.54,-74.94,2.0,1.0
496,32.0,35.45,-107.01,2.0,3.0
386,44.0,37.23,-114.25,2.0,0.0
310,0.0,69.25,-157.45,0.0,8.0
272,0.0,70.25,-143.9,0.0,8.0
197,32.0,36.3,-107.7,2.0,3.0
146,44.0,39.8,-111.2,2.0,0.0
429,49.0,38.5,-81.75,2.0,6.0
267,0.0,70.6,-153.5,0.0,8.0
37,32.0,33.4,-103.2,2.0,3.0
435,8.0,39.02,-75.72,2.0,2.0
460,8.0,39.12,-75.65,2.0,1.0
127,0.0,58.0,-133.6,2.0,8.0
299,32.0,43.75,-75.25,2.0,2.0
245,11.0,21.3,-158.25,1.0,4.0
79,5.0,38.23,-106.12,2.0,5.0
442,5.0,40.97,-104.27,2.0,5.0
304,32.0,35.2,-109.0,2.0,3.0
33,17.0,37.0,-88.5,2.0,6.0
44,49.0,39.6,-78.5,2.0,6.0
196,32.0,34.1,-106.6,2.0,3.0
43,16.0,37.2,-101.5,2.0,7.0
485,16.0,39.55,-96.5,2.0,7.0
156,9.0,40.43,-76.87,2.0,2.0
333,33.0,42.1,-73.45,2.0,1.0
419,0.0,63.0,-153.0,0.0,8.0
40,44.0,39.1,-112.5,2.0,0.0
121,49.0,39.1,-77.95,2.0,6.0
106,8.0,40.01,-75.89,2.0,1.0
389,16.0,39.12,-94.75,2.0,7.0
95,11.0,19.47,-155.8,1.0,4.0
302,17.0,38.2,-83.5,2.0,6.0
