,state_code,lat,lon,lat_zone,bird
410,11.0,20.5,-156.8,1.0,4.0
434,0.0,62.5,-143.95,0.0,8.0
383,16.0,39.6,-96.3,2.0,7.0
306,17.0,36.95,-84.75,2.0,6.0
133,33.0,37.12,-105.67,2.0,4.0
134,9.0,38.02,-76.45,2.0,2.0
77,32.0,42.5,-78.0,2.0,2.0
19,33.0,33.67,-105.92,2.0,4.0
158,8.0,39.1,-75.85,2.0,2.0
165,17.0,37.8,-82.75,2.0,6.0
465,8.0,39.85,-75.6,2.0,1.0
318,32.0,45.45,-74.89,2.0,2.0
188,49.0,38.85,-79.75,2.0,6.0
480,11.0,20.12,-155.6,1.0,4.0
27,7.0,39.45,-74.98,2.0,2.0
406,32.0,43.25,-76.6,2.0,2.0
289,9.0,39.5,-76.0,2.0,2.0
407,32.0,34.1,-104.95,2.0,3.0
261,44.0,40.02,-111.95,2.0,0.0
411,32.0,43.9,-74.0,2.0,2.0
439,8.0,39.6,-75.55,2.0,1.0
159,8.0,39.9,-75.8,2.0,2.0
259,11.0,22.3,-159.4,1.0,4.0
72,0.0,63.12,-145.0,0.0,8.0
357,8.0,38.9,-75.6,2.0,1.0
358,17.0,38.0,-84.0,2.0,6.0
238,15.0,39.05,-96.89,2.0,7.0
186,0.0,61.45,-149.12,0.0,8.0
382,11.0,19.8,-155.8,1.0,4.0
327,8.0,39.52,-75.85,2.0,2.0
192,8.0,38.9,-75.3,2.0,1.0
450,12.0,21.05,-157.45,1.0,3.0
415,17.0,37.0,-83.6,2.0,6.0
351,11.0,19.25,-155.78,1.0,4.0
197,32.0,36.1,-107.4,2.0,3.0
431,17.0,37.45,-83.6,2.0,6.0
105,49.0,39.55,-80.5,2.0,6.0
230,12.0,20.45,-156.32,1.0,4.0
123,32.0,33.8,-104.6,2.0,3.0
79,5.0,38.3,-106.3,2.0,5.0
198,8.0,39.3,-75.6,2.0,1.0
89,9.0,39.5,-75.65,2.0,2.0
359,11.0,22.15,-159.5,1.0,4.0
263,16.0,37.78,-98.47,2.0,7.0
430,11.0,19.71,-155.9,1.0,4.0
333,34.0,40.12,-73.56,2.0,1.0
419,0.0,63.0,-152.5,0.0,8.0
291,16.0,38.62,-97.85,2.0,7.0
479,33.0,35.52,-107.42,2.0,4.0
218,49.0,38.0,-81.0,2.0,6.0
15,33.0,35.12,-108.45,2.0,4.0
156,8.0,39.5,-75.9,2.0,2.0
11,9.0,39.02,-74.38,2.0,2.0
255,32.0,34.6,-103.9,2.0,3.0
217,0.0,66.25,-157.2,0.0,8.0
354,44.0,40.2,-109.1,2.0,0.0
122,17.0,37.95,-82.6,2.0,6.0
235,1.0,69.25,-165.45,0.0,8.0
248,49.0,38.8,-79.2,2.0,6.0
43,16.0,37.15,-101.8,2.0,7.0
313,44.0,39.05,-110.78,2.0,0.0
335,9.0,39.05,-76.12,2.0,2.0
243,49.0,38.5,-81.35,2.0,6.0
118,18.0,38.5,-83.0,2.0,6.0
196,32.0,34.3,-106.8,2.0,3.0
266,49.0,39.5,-81.05,2.0,6.0
94,32.0,42.67,-76.87,2.0,2.0
355,44.0,40.05,-109.9,2.0,0.0
49,44.0,39.05,-113.1,2.0,0.0
54,8.0,38.95,-75.7,2.0,1.0
102,49.0,39.3,-80.15,2.0,6.0
176,32.0,44.0,-79.0,2.0,2.0
409,44.0,40.5,-111.5,2.0,0.0
182,5.0,41.25,-103.67,2.0,5.0
76,17.0,37.25,-86.0,2.0,6.0
181,16.0,39.05,-100.95,2.0,7.0
388,11.0,19.9,-156.0,1.0,4.0
194,16.0,39.7,-99.9,2.0,7.0
101,32.0,34.56,-106.45,2.0,3.0
356,16.0,37.35,-98.0,2.0,7.0
37,33.0,33.5,-103.35,2.0,4.0
462,0.0,60.7,-141.1,0.0,8.0
252,32.0,35.9,-108.1,2.0,3.0
239,6.0,38.45,-106.45,2.0,5.0
100,16.0,38.12,-100.85,2.0,7.0
249,11.0,19.7,-155.45,1.0,4.0
97,8.0,39.15,-75.62,2.0,1.0
216,16.0,37.85,-95.1,2.0,7.0
240,49.0,37.65,-81.05,2.0,6.0
111,18.0,37.9,-84.2,2.0,6.0
55,8.0,38.5,-75.4,2.0,2.0
163,8.0,39.1,-75.7,2.0,1.0
191,8.0,39.1,-75.9,2.0,1.0
491,32.0,43.12,-78.92,2.0,2.0
234,11.0,22.15,-158.45,1.0,4.0
75,32.0,43.0,-79.3,2.0,2.0
187,5.0,38.75,-105.45,2.0,5.0
381,49.0,38.1,-80.5,2.0,6.0
314,44.0,41.22,-113.34,2.0,0.0
463,17.0,37.3,-87.9,2.0,6.0
