,state_code,lat,lon,lat_zone,bird
90,5.0,38.79,-104.12,2.0,5.0
163,32.0,36.95,-106.1,2.0,3.0
354,44.0,40.2,-109.1,2.0,0.0
178,8.0,36.25,-103.0,2.0,2.0
405,17.0,36.87,-88.23,2.0,6.0
27,19.0,42.03,-93.63,2.0,3.0
61,8.0,38.65,-75.25,2.0,2.0
128,17.0,36.75,-86.12,2.0,6.0
135,5.0,40.2,-108.15,2.0,5.0
268,17.0,37.5,-84.1,2.0,6.0
245,11.0,21.6,-158.0,1.0,4.0
212,44.0,39.05,-110.15,2.0,0.0
102,49.0,39.75,-79.85,2.0,6.0
195,8.0,38.5,-75.3,2.0,1.0
213,32.0,35.33,-107.12,2.0,3.0
237,33.0,42.98,-76.23,2.0,1.0
407,32.0,33.67,-105.32,2.0,3.0
36,49.0,38.4,-80.5,2.0,6.0
95,11.0,19.45,-155.7,1.0,4.0
312,5.0,36.89,-106.45,2.0,5.0
432,0.0,64.0,-151.5,0.0,8.0
481,32.0,33.1,-105.8,2.0,3.0
485,16.0,39.6,-96.5,2.0,7.0
389,16.0,38.7,-95.3,2.0,7.0
99,8.0,39.7,-75.8,2.0,1.0
34,32.0,42.9,-77.8,2.0,2.0
262,44.0,40.12,-111.2,2.0,0.0
216,16.0,37.8,-95.1,2.0,7.0
472,0.0,62.75,-144.55,0.0,8.0
207,12.0,22.0,-159.0,1.0,3.0
416,8.0,40.0,-75.0,2.0,1.0
215,5.0,37.9,-102.3,2.0,5.0
260,16.0,39.15,-98.12,2.0,7.0
464,32.0,42.6,-79.1,2.0,2.0
129,17.0,38.89,-84.45,2.0,6.0
248,49.0,38.9,-79.2,2.0,6.0
101,32.0,36.45,-104.73,2.0,3.0
94,32.0,42.6,-77.12,2.0,2.0
41,12.0,21.25,-157.15,1.0,3.0
477,5.0,38.8,-108.25,2.0,5.0
474,17.0,37.1,-82.98,2.0,6.0
415,17.0,37.5,-83.0,2.0,6.0
473,17.0,37.85,-84.5,2.0,6.0
104,16.0,39.15,-101.89,2.0,7.0
483,0.0,69.5,-143.2,0.0,8.0
79,5.0,38.2,-105.8,2.0,5.0
460,8.0,38.75,-75.65,2.0,1.0
173,32.0,41.98,-73.85,2.0,1.0
103,11.0,19.75,-155.35,1.0,4.0
463,17.0,37.3,-87.95,2.0,6.0
133,32.0,37.1,-107.0,2.0,3.0
434,0.0,62.4,-143.95,0.0,8.0
244,11.0,20.05,-155.3,1.0,4.0
462,0.0,60.8,-141.2,0.0,8.0
219,44.0,38.25,-112.05,2.0,0.0
136,49.0,38.1,-81.25,2.0,6.0
374,33.0,33.4,-105.5,2.0,4.0
313,44.0,39.22,-111.98,2.0,0.0
98,32.0,42.08,-73.7,2.0,2.0
461,8.0,38.4,-75.7,2.0,1.0
351,11.0,19.45,-155.7,1.0,4.0
417,8.0,39.0,-76.0,2.0,1.0
418,32.0,42.0,-75.0,2.0,2.0
199,11.0,20.9,-156.5,1.0,4.0
471,44.0,38.45,-110.15,2.0,0.0
196,16.0,38.8,-99.8,2.0,7.0
180,1.0,63.12,-157.45,0.0,8.0
347,9.0,37.5,-76.2,2.0,2.0
33,17.0,36.5,-88.2,2.0,6.0
308,11.0,22.05,-159.37,1.0,4.0
106,8.0,39.95,-75.75,2.0,1.0
198,8.0,39.6,-75.8,2.0,1.0
277,31.0,31.89,-103.78,2.0,4.0
164,8.0,39.2,-75.7,2.0,1.0
491,32.0,41.89,-78.77,2.0,2.0
261,44.0,40.02,-112.3,2.0,0.0
348,9.0,40.0,-76.8,2.0,2.0
155,33.0,44.02,-79.3,2.0,2.0
296,5.0,39.5,-102.8,2.0,5.0
436,17.0,37.95,-85.75,2.0,6.0
269,11.0,22.0,-159.6,1.0,4.0
51,9.0,38.7,-75.56,2.0,2.0
318,32.0,45.32,-73.98,2.0,2.0
32,11.0,21.0,-156.7,1.0,4.0
124,32.0,32.67,-105.11,2.0,3.0
122,17.0,37.45,-83.25,2.0,6.0
488,32.0,32.85,-107.2,2.0,3.0
307,17.0,36.88,-83.56,2.0,6.0
292,49.0,38.25,-81.6,2.0,6.0
39,49.0,38.7,-81.1,2.0,6.0
355,44.0,40.0,-110.0,2.0,0.0
228,33.0,44.52,-76.25,2.0,1.0
123,32.0,33.78,-104.89,2.0,3.0
299,32.0,43.6,-75.7,2.0,2.0
107,16.0,37.92,-100.12,2.0,7.0
38,32.0,44.9,-73.8,2.0,2.0
74,16.0,37.35,-96.2,2.0,7.0
406,32.0,42.89,-77.34,2.0,2.0
15,33.0,35.13,-108.24,2.0,4.0
130,5.0,40.12,-105.23,2.0,5.0
