,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
313,35,4,296782,14,15,0,12,1,4,1,1000,0,45,39,0
343,31,4,332123,15,10,5,7,3,2,0,2176,0,25,39,0
215,59,4,143256,14,15,2,8,0,4,1,0,0,40,39,1
244,49,4,134911,9,12,2,5,0,4,1,0,0,45,39,1
148,22,4,484396,11,9,4,6,3,4,1,0,0,40,39,0
361,31,4,281139,14,11,1,9,3,4,1,0,0,42,40,0
380,42,4,123456,10,8,3,5,1,4,0,0,0,45,39,0
59,60,4,186439,11,9,2,6,0,4,1,0,0,46,39,0
278,36,4,249012,11,9,3,8,4,2,0,0,0,40,39,0
221,52,6,201123,12,10,1,9,0,4,0,10000,0,50,39,1
241,31,4,45789,13,8,4,6,3,2,0,0,0,35,39,0
254,22,4,149283,10,8,2,6,0,4,1,0,0,50,39,0
168,34,4,182562,5,4,4,10,1,1,1,0,0,35,17,0
94,44,7,118654,12,14,2,4,5,2,0,0,0,40,39,0
341,25,2,148733,15,10,4,5,1,4,0,0,0,40,10,1
152,42,0,251194,9,13,6,10,1,4,0,0,0,38,39,1
130,38,4,283957,10,8,3,10,3,4,1,0,0,38,39,0
43,19,4,351790,13,9,4,5,1,2,1,0,0,40,39,0
206,27,4,102942,15,10,2,1,0,4,1,0,0,40,39,0
171,25,4,242191,14,11,4,9,3,4,0,0,0,32,36,0
410,51,5,421111,12,8,1,11,3,4,1,0,0,45,39,1
155,26,7,201942,11,9,4,11,3,4,1,1567,0,40,39,0
245,40,7,405211,14,16,2,10,0,4,1,0,0,48,39,1
103,39,4,192467,11,9,0,10,4,4,1,0,0,58,39,0
498,30,7,41159,9,13,4,10,3,4,1,7052,0,42,39,0
116,29,6,223194,10,8,2,10,0,4,1,0,1612,40,39,1
222,28,4,50342,8,12,5,6,3,2,1,0,0,35,39,0
323,35,4,239876,10,8,2,6,0,4,1,0,0,50,39,1
367,54,4,193654,6,5,6,2,4,4,1,0,0,40,39,0
256,36,4,198754,11,9,4,8,3,4,0,0,0,45,39,0
13,25,4,341032,10,15,4,6,2,4,1,0,0,44,39,0
454,49,4,227855,7,6,1,10,1,3,1,0,0,36,33,0
8,62,4,204201,11,9,4,3,1,4,1,0,0,40,39,0
4,58,7,173421,14,12,4,10,4,4,0,0,0,42,39,1
468,34,4,391473,8,11,0,12,1,4,1,0,0,42,39,0
104,25,4,176567,11,9,4,4,3,4,0,0,0,48,39,0
71,42,4,292732,12,8,0,6,4,4,0,0,0,50,39,1
105,42,4,209567,11,9,2,2,0,4,1,0,0,52,39,0
131,49,4,159011,12,10,1,5,2,2,0,0,0,42,39,1
26,51,4,397189,15,10,2,4,0,4,1,7341,0,40,39,1
388,62,4,11111,13,12,0,3,1,4,1,0,0,52,39,1
359,42,2,275945,10,11,4,13,4,2,0,0,0,40,39,0
