,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
99,27,6,162426,14,11,4,3,3,4,1,0,0,50,39,0
186,59,7,149419,10,16,2,10,0,4,1,0,0,40,39,1
228,49,4,329187,10,14,4,4,1,4,1,0,0,50,39,1
300,31,3,284764,11,14,1,9,2,4,1,0,0,42,39,0
461,38,2,123456,10,8,2,5,1,4,1,0,0,50,39,1
481,38,4,284592,13,11,2,5,1,2,0,0,0,38,39,0
409,51,4,98926,15,10,6,13,1,4,0,0,0,20,39,0
116,28,4,178940,11,9,2,8,0,4,1,0,0,40,39,0
114,46,4,258467,11,9,2,3,0,3,1,0,0,40,26,0
343,49,4,245689,11,9,0,4,1,4,1,0,0,40,39,0
447,32,4,194219,13,11,4,7,1,2,0,0,0,32,39,0
421,49,4,221991,12,11,0,6,1,2,1,0,0,38,39,1
128,52,4,167890,12,8,6,12,4,4,0,0,0,45,39,0
56,31,4,143820,15,10,4,8,0,4,1,0,0,35,39,0
75,44,4,244932,11,9,4,5,4,4,0,0,0,55,39,0
191,29,2,84294,10,15,0,8,0,1,1,0,0,42,39,1
304,41,4,261776,12,15,1,11,2,4,0,0,0,40,39,0
413,36,4,220012,12,14,2,10,1,4,1,0,0,50,39,0
477,46,6,198765,14,11,2,9,0,4,1,0,0,45,39,0
282,25,4,151321,12,10,4,11,3,4,0,0,0,35,39,0
437,58,4,43219,10,14,3,5,1,4,1,0,0,35,39,0
460,45,5,143247,12,11,3,6,2,4,0,0,0,45,39,0
118,19,4,49317,1,7,4,8,3,4,1,0,0,6,39,0
279,29,4,156239,14,10,4,8,3,4,1,0,0,20,39,0
107,34,4,245342,11,9,4,11,2,4,1,0,0,45,39,0
172,38,4,200135,14,11,2,8,0,4,1,0,0,40,39,0
48,46,4,234567,16,12,2,10,0,4,1,0,0,58,39,1
133,32,4,492813,9,13,4,5,0,4,0,0,0,35,39,0
1,46,0,236817,12,11,2,7,4,2,1,0,0,50,39,1
246,24,4,124141,9,13,2,2,0,1,1,0,0,60,39,0
92,50,4,247399,9,13,0,10,1,4,1,0,0,38,39,0
