,parents,has_nurs,form,children,housing,finance,social,health,target
1674,2,1,1,0,2,1,1,2,0
608,2,3,0,1,1,0,1,1,0
352,1,4,1,2,0,0,0,0,2
2248,1,2,2,0,1,1,0,0,2
1381,2,4,0,1,1,0,1,0,2
1252,1,1,1,1,1,1,0,1,1
178,0,4,3,1,2,1,0,0,0
953,0,0,0,2,0,1,0,2,2
868,2,2,0,3,1,1,2,0,2
1543,1,3,1,0,2,0,1,1,0
1589,0,0,2,2,1,0,2,1,2
3,1,3,0,1,1,1,0,0,0
1786,2,0,1,3,1,0,2,2,2
469,2,0,0,1,2,0,0,1,1
193,1,3,1,3,0,0,0,0,1
714,1,1,0,1,2,1,0,1,0
112,2,3,3,2,1,0,1,0,1
851,0,3,0,2,0,1,0,1,1
1935,1,0,2,0,0,1,2,0,0
210,1,3,2,0,1,1,2,2,1
1960,2,2,1,0,1,1,2,2,0
919,0,2,2,0,2,0,2,0,1
720,0,1,1,2,0,0,2,1,2
1234,2,2,3,3,0,1,0,2,2
2208,0,3,0,0,2,0,1,1,2
1973,2,3,3,0,1,0,0,0,1
2333,2,1,1,2,1,1,1,0,1
211,1,3,2,3,2,1,0,1,2
1083,0,3,3,2,0,1,2,0,1
1986,2,0,3,2,0,0,0,1,1
2152,0,3,1,1,0,1,0,0,2
1721,0,2,1,1,1,1,0,2,1
89,1,4,0,1,1,0,2,0,1
737,0,4,3,1,1,1,0,0,1
1853,2,4,3,0,0,1,1,0,0
1003,0,4,0,1,2,0,0,1,2
939,1,0,2,0,1,0,1,0,1
398,2,3,1,2,0,1,2,1,0
2203,2,1,0,0,2,0,2,0,2
1416,2,2,1,0,1,0,2,1,1
1905,1,2,3,0,0,1,2,0,0
2136,1,0,3,2,0,0,1,1,2
742,0,4,1,3,0,0,0,1,0
1830,0,2,0,0,1,1,2,2,2
366,2,4,3,3,2,0,2,1,1
798,0,3,1,3,1,1,1,0,1
1183,0,1,2,2,1,0,0,1,0
1020,0,0,1,1,0,0,1,1,1
446,1,4,0,1,1,1,1,0,2
1781,0,0,0,1,1,0,1,1,1
1750,1,2,0,1,2,1,0,2,0
1137,2,0,1,2,2,0,0,1,2
2578,2,0,1,2,1,0,2,0,2
81,1,2,0,1,0,1,2,0,2
785,1,3,2,1,0,0,2,1,0
1455,1,3,0,2,0,1,0,0,0
2095,2,1,0,3,0,1,1,2,1
225,1,2,2,0,2,0,0,2,0
2244,1,3,1,2,1,1,1,0,3
341,2,4,0,2,1,0,2,2,2
828,2,2,1,2,1,1,0,2,2
1074,2,3,0,2,0,1,2,2,1
1528,1,4,0,0,2,0,0,0,0
1207,2,0,3,3,0,0,1,2,1
2196,0,0,3,0,1,1,1,0,0
2538,0,2,2,2,0,0,1,1,1
2222,0,0,2,1,1,1,0,1,2
760,0,1,3,0,0,1,2,1,0
1070,1,0,1,3,2,0,1,2,1
133,1,4,0,1,2,1,0,1,1
1805,1,0,1,3,0,1,1,0,2
413,1,1,0,2,2,1,0,0,2
2249,1,0,1,2,1,1,1,0,2
810,2,3,3,0,1,1,2,1,1
1934,2,0,3,2,1,1,2,0,1
1597,1,4,3,1,1,0,0,0,2
1766,0,0,2,3,2,1,1,0,2
335,2,0,1,0,2,1,0,1,1
984,0,4,2,2,1,0,1,1,2
200,2,2,3,2,0,0,1,2,2
1705,2,2,0,1,0,1,2,1,1
965,2,0,0,0,1,1,2,2,2
1679,0,1,3,0,2,0,2,2,2
2017,2,0,0,3,0,1,0,0,2
1954,1,4,3,1,0,1,1,0,1
1885,0,2,0,3,1,0,0,0,1
1313,1,4,2,1,1,1,1,1,0
2150,1,3,3,2,1,0,2,1,2
1102,2,2,3,2,2,1,2,0,1
2450,1,0,0,0,1,1,0,1,0
415,1,3,2,1,1,0,1,0,0
699,2,4,0,2,1,0,2,1,2
1449,0,2,1,3,2,1,1,0,2
1335,2,4,0,0,1,1,1,0,0
2457,0,3,0,1,0,0,0,2,1
1061,0,2,1,3,2,1,0,0,1
450,1,4,3,1,0,0,1,0,2
2398,0,3,0,3,0,0,2,2,1
1257,0,3,2,2,1,0,0,1,1
1368,2,4,0,2,1,1,0,2,2
