,parents,has_nurs,form,children,housing,finance,social,health,target
617,0,3,1,0,2,1,2,0,0
1573,1,2,1,1,0,0,0,0,0
168,0,2,3,1,1,0,0,2,0
1576,1,4,1,2,0,0,2,0,0
13,0,2,1,2,0,0,2,2,2
1666,0,4,0,2,2,0,2,2,2
536,0,1,3,0,2,0,2,0,0
474,1,4,2,0,0,1,0,2,2
2343,2,3,0,3,1,0,2,1,0
959,1,2,3,0,0,0,1,1,1
1540,1,1,3,2,1,1,2,1,2
2298,1,0,1,1,2,0,1,0,2
1338,0,4,3,0,1,1,1,0,0
452,2,1,2,1,2,1,0,0,0
836,0,1,2,0,1,0,0,0,2
1851,1,0,2,2,0,0,2,2,0
2499,2,4,3,2,0,0,1,0,3
1657,2,3,2,1,1,1,2,0,1
672,2,1,3,3,1,0,2,0,0
2515,1,0,0,2,2,0,2,1,2
2213,2,1,0,2,2,1,2,0,0
520,0,4,2,1,0,1,0,1,0
1639,0,2,1,1,1,1,1,2,0
1764,1,2,3,0,1,1,1,1,0
2014,1,2,3,1,0,0,0,1,2
1909,2,4,2,0,1,0,1,2,2
2237,0,3,0,0,2,1,0,2,1
2424,0,3,0,2,2,0,2,1,2
384,0,3,0,0,2,1,0,2,1
980,0,4,3,0,1,1,0,0,1
1537,0,1,2,2,2,1,0,2,2
368,2,2,3,1,0,1,2,0,0
2099,1,0,3,0,0,1,2,0,0
1763,0,0,1,3,1,0,1,2,2
1936,0,4,3,3,1,1,0,2,0
509,2,3,3,1,2,0,2,1,2
502,2,2,2,3,2,1,1,1,2
102,2,1,1,2,0,1,1,0,0
313,0,2,1,1,0,1,1,2,0
1024,2,2,3,3,1,1,0,2,1
862,1,1,1,0,1,1,1,1,2
1334,0,0,2,3,0,0,2,2,1
643,2,2,3,0,2,1,0,1,0
2583,0,1,0,0,2,0,0,1,0
2263,2,2,2,2,0,1,2,0,1
1543,0,3,0,0,2,0,1,2,1
1163,2,2,1,2,1,0,0,0,2
1407,0,4,2,0,0,0,0,1,0
24,1,0,1,1,2,1,2,1,0
798,2,1,0,1,0,1,0,0,2
1046,0,3,1,1,0,1,0,2,0
481,0,1,2,1,2,0,0,0,0
357,0,2,2,2,0,1,2,2,1
364,1,3,1,0,0,0,1,2,2
1937,2,2,3,1,2,0,1,0,1
1780,0,3,0,3,0,1,2,2,0
2445,1,0,0,2,2,0,2,2,1
472,1,1,0,0,0,1,1,1,2
38,0,1,2,1,2,0,2,0,2
1052,0,1,2,2,2,0,0,0,2
320,0,0,1,3,2,0,0,1,2
2319,2,1,2,0,2,1,1,2,2
1098,1,2,1,1,0,1,2,0,0
2124,1,2,3,1,1,0,1,1,0
833,1,1,3,0,1,1,2,0,0
568,1,3,1,0,0,1,1,1,1
782,2,2,0,2,1,1,1,1,1
2223,1,1,3,0,1,1,1,2,0
2329,0,3,0,3,0,0,2,1,2
477,0,0,1,0,0,0,2,1,1
2022,2,1,3,2,2,1,2,1,2
722,0,2,3,1,0,0,2,2,3
2417,0,4,0,3,0,0,0,2,0
1927,2,1,2,0,1,1,1,0,0
2400,0,2,0,0,1,1,0,1,0
1358,1,0,2,2,2,0,2,0,1
45,1,4,0,1,0,1,1,0,0
2437,0,3,3,1,2,0,1,1,2
1048,2,2,1,1,1,1,2,0,1
807,0,4,3,3,0,1,0,0,2
1405,2,1,2,2,0,0,2,2,2
1690,0,3,2,3,2,1,0,0,1
1102,1,3,0,0,2,1,0,0,1
272,0,2,1,2,2,0,0,2,1
804,1,0,0,2,2,1,2,0,0
2517,0,3,2,0,1,0,1,2,2
1812,0,3,3,3,2,1,0,0,0
2039,0,4,0,1,0,0,1,2,2
769,1,0,3,3,2,0,2,0,0
2044,2,1,1,2,2,1,2,2,1
1264,2,2,0,0,1,0,2,2,0
1167,1,0,2,2,1,1,0,1,2
826,0,4,2,0,2,1,0,0,1
2240,0,0,0,3,2,0,1,2,1
76,1,3,0,1,1,0,2,2,2
2414,2,4,3,1,2,1,0,0,0
354,2,0,1,3,2,0,0,1,1
620,0,3,3,1,0,0,1,2,0
2534,1,2,0,1,2,0,1,1,2
103,1,2,0,0,2,1,0,2,1
