,state_code,lat,lon,lat_zone,bird
3611,0,70.83,-135.1767496302014,1,7
925,11,70.83,-99.4155513331997,1,3
3042,0,70.83,-99.4155513331997,1,7
3740,18,70.83,-99.4155513331997,1,7
2704,11,67.9705232344429,-93.0993860050114,0,0
1615,0,70.83,-108.87813109617623,1,5
1480,18,24.134624628106774,-98.7788556477552,1,0
500,0,70.83,-92.65306453926163,1,0
2077,0,70.83,-92.05758094844782,0,7
3780,11,70.83,-99.4155513331997,1,6
1339,0,70.83,-125.5863207588813,1,0
247,11,70.83,-99.4155513331997,1,7
2291,36,25.647293971350763,-167.75,1,7
266,11,47.335947837167,-94.14987521921732,1,7
543,11,51.500006074020014,-83.97302750105037,1,5
1496,11,26.130806066456294,-99.4155513331997,1,7
2476,11,70.83,-99.4155513331997,1,6
3298,0,50.220078022240784,-81.6558272701858,1,1
350,11,26.130806066456294,-99.4155513331997,1,4
2899,18,70.83,-99.4155513331997,1,7
797,0,70.83,-90.56279885401295,1,7
1803,0,24.68274780261181,-83.50158032862626,1,1
3076,11,70.83,-99.4155513331997,1,7
4011,0,70.83,-126.4974417478301,1,7
2185,36,23.89621008079365,-95.16463668189064,1,7
1864,0,23.59161029679761,-92.05960637417812,1,2
2653,0,25.599788827672874,-99.4155513331997,1,6
3344,0,70.83,-96.8589428593876,1,7
1798,11,70.83,-99.4155513331997,1,6
1082,0,70.83,-98.22894676903172,1,7
1008,11,70.83,-99.4155513331997,1,7
2943,0,67.53182697402474,-79.5124305939099,1,7
1597,11,41.736961903613405,-99.4155513331997,1,5
2112,36,21.227468019994404,-161.22833529107976,0,7
3276,11,70.83,-167.75,1,7
3755,11,70.83,-90.04880731425396,0,6
1307,36,70.83,-92.34021999838066,1,0
2015,18,70.83,-99.4155513331997,1,6
2504,0,70.83,-99.4155513331997,1,3
690,0,70.83,-106.11410928744792,1,7
1554,18,70.83,-99.4155513331997,1,6
425,0,70.83,-98.61306354512716,1,7
525,0,70.83,-99.4155513331997,1,7
3711,11,70.83,-99.4155513331997,1,4
2404,36,70.83,-99.4155513331997,1,6
1436,36,70.83,-95.9845949518084,1,0
2576,0,70.83,-99.4155513331997,1,7
1585,11,70.83,-83.97302750105037,1,7
3906,11,70.83,-99.4155513331997,1,3
228,36,70.83,-99.26695481064068,1,7
138,11,70.83,-83.97302750105037,1,4
2299,0,26.130806066456294,-99.4155513331997,1,7
1280,0,70.83,-99.4155513331997,1,6
3785,3,69.44354551732856,-110.5661088572488,1,6
2387,0,70.83,-73.52240334920006,1,0
2650,11,70.83,-83.97302750105037,1,7
3516,11,70.83,-99.4155513331997,1,7
3434,0,51.552548523527975,-162.21365137607094,1,0
3435,11,37.720078939578,-151.9919888549042,0,0
3582,0,41.07002099433615,-73.83591788727469,0,7
1716,0,24.83822712867869,-93.8380418113062,1,0
1217,11,70.83,-99.4155513331997,1,7
2589,36,51.01602735246191,-99.4155513331997,1,7
3729,18,70.83,-99.4155513331997,1,0
3542,0,52.37361768348939,-99.4155513331997,1,7
3966,0,49.05199889827934,-165.50973703664516,1,7
2092,11,24.36957756788865,-99.4155513331997,1,7
2744,3,70.83,-93.5066303412658,1,0
3159,11,24.353083532488224,-91.8337255882879,1,7
4064,0,70.53326485038578,-84.9185261179926,1,1
3117,18,26.130806066456294,-99.4155513331997,1,7
356,0,70.83,-99.4155513331997,1,7
2239,0,70.83,-99.4155513331997,1,7
1937,3,22.529928098987103,-94.5285245044308,1,7
631,18,70.83,-99.4155513331997,1,7
1248,16,41.76275251541858,-118.7044763871872,1,7
1271,11,26.130806066456294,-99.4155513331997,1,7
2823,18,70.83,-167.75,1,0
2151,11,25.101964908540904,-99.4155513331997,1,7
2579,0,70.83,-99.4155513331997,1,7
750,0,70.83,-99.4155513331997,1,3
3225,0,70.83,-98.0928387316759,1,0
2797,11,70.83,-99.4155513331997,1,7
582,18,70.83,-99.4155513331997,1,7
2569,11,70.83,-99.4155513331997,1,5
882,0,70.83,-124.75759742917865,1,7
2958,0,25.037947896938935,-126.4974417478301,1,2
2907,3,22.94574111601513,-99.4155513331997,1,7
809,3,70.83,-108.87813109617623,1,7
2604,0,70.83,-91.79826325915988,1,4
3205,18,70.83,-99.4155513331997,1,7
4014,0,37.64016963888261,-90.26787947296836,1,7
3967,17,18.93,-134.49260364687768,0,7
2883,11,24.9094407873724,-135.1767496302014,1,5
2287,36,70.83,-105.1404272021248,1,0
3833,0,70.83,-99.4155513331997,1,7
1977,0,25.011209601189957,-99.4155513331997,1,7
1614,0,70.83,-99.4155513331997,1,7
2211,18,70.83,-108.87813109617623,1,0
3099,11,70.83,-99.4155513331997,1,7
