,state_code,lat,lon,lat_zone,bird
573,11,52.03633009602033,-108.87813109617623,1,4
3811,3,70.83,-99.4155513331997,1,7
3822,0,70.83,-99.4155513331997,1,5
2975,11,25.55208437931894,-167.75,1,7
3986,11,26.130806066456294,-99.4155513331997,1,7
1855,11,70.83,-99.4155513331997,1,7
1656,18,70.83,-167.75,1,7
3569,0,70.83,-92.0224872615484,1,7
1730,18,52.16819576859738,-96.4033830561356,1,7
2562,36,70.83,-95.758695207175,1,7
2099,11,51.7006704706675,-99.20707046049952,1,7
1734,0,70.83,-99.4155513331997,1,4
290,3,70.83,-99.4155513331997,1,7
3470,11,70.83,-162.99618775386497,1,2
3459,11,70.83,-99.4155513331997,1,4
509,11,70.83,-99.4155513331997,1,7
1579,11,70.83,-99.4155513331997,1,7
2671,3,70.83,-99.4155513331997,1,7
755,11,70.83,-108.87813109617623,1,5
1527,11,70.83,-97.22202053361148,1,7
1391,18,70.83,-99.4155513331997,1,5
1965,0,69.85486954140201,-105.3974105976735,1,2
1666,0,70.83,-99.4155513331997,1,7
897,11,70.83,-83.97302750105037,1,4
3442,3,70.83,-99.4155513331997,1,6
1949,18,44.89996486677785,-126.83681874150535,1,7
3130,0,69.39487091339512,-97.87467737429095,1,7
712,11,70.83,-99.4155513331997,1,4
3689,11,70.83,-99.4155513331997,1,7
2477,18,25.56409336019378,-108.87813109617623,1,6
825,0,49.582747715167486,-76.7504043190818,1,7
3600,11,70.83,-83.97302750105037,1,4
2801,11,70.83,-116.61082584461948,1,1
3305,0,70.83,-99.4155513331997,1,7
2271,3,46.84398712619007,-75.18743141959523,1,0
1952,18,70.83,-99.4155513331997,1,7
1546,0,66.9665543966967,-156.39353273851404,0,7
3376,11,70.83,-83.97302750105037,1,7
3009,11,48.4519560758802,-91.56553415392575,1,7
2010,0,70.83,-93.84294896600066,1,7
2716,18,70.83,-126.4974417478301,1,0
1770,0,70.83,-99.4155513331997,1,7
551,11,70.83,-99.4155513331997,1,7
1104,0,70.83,-83.97302750105037,1,7
1766,0,70.83,-167.75,1,4
697,18,70.83,-99.4155513331997,1,5
1082,11,52.25954360235339,-97.92776290847318,1,7
3090,11,70.83,-97.87010094433872,1,1
543,0,70.83,-90.74223598541684,1,1
407,0,70.83,-88.75845524105871,1,7
1743,11,70.83,-99.4155513331997,1,7
1808,0,70.83,-99.4155513331997,1,5
959,18,26.130806066456294,-99.4155513331997,1,7
3195,11,70.83,-99.4155513331997,1,3
1824,36,70.83,-165.5985770339994,1,7
3097,3,70.34814855509335,-94.00402350136612,1,7
1452,0,70.83,-167.75,1,5
2583,11,70.83,-126.4974417478301,1,4
3764,0,68.68379064021394,-99.4155513331997,1,4
952,11,70.83,-87.81424242156828,1,7
3506,0,70.83,-167.75,1,3
1717,3,45.739595303246645,-72.40603799068757,1,2
1636,11,70.83,-99.4155513331997,1,7
1090,36,70.83,-82.79583995657585,1,4
2157,36,70.6709400198377,-88.67573192496037,1,7
846,18,70.83,-159.77284642267765,1,0
632,11,26.130806066456294,-99.4155513331997,1,7
3439,18,70.83,-99.4155513331997,1,6
468,11,70.83,-99.4155513331997,1,7
3526,11,52.37361768348939,-99.4155513331997,1,4
188,18,70.83,-99.4155513331997,1,7
3446,18,70.83,-99.4155513331997,1,0
1540,11,69.21948130590091,-97.56163967491506,1,7
1179,11,70.83,-89.6477793392373,1,7
1232,0,47.54103307926534,-119.29678685796095,0,3
2218,11,70.83,-89.49410555992692,1,7
2518,5,46.04787622267445,-113.70927960878838,1,7
3324,11,51.88043410169792,-99.4155513331997,1,4
4,0,50.11999522489683,-97.6569161968016,1,6
3910,3,69.89540867858119,-89.78521179521898,1,7
3639,11,70.83,-167.75,1,7
413,0,70.83,-93.0896233055345,1,0
2001,11,70.83,-90.19329821564988,1,2
196,0,25.060724924837256,-123.76210707390923,1,7
879,11,70.83,-83.97302750105037,1,7
2245,0,70.83,-126.4974417478301,1,6
2731,18,70.83,-99.4155513331997,1,6
3671,36,70.83,-135.1767496302014,1,4
1587,11,70.83,-108.87813109617623,1,4
228,0,70.83,-99.4155513331997,1,6
659,0,22.97572580521097,-100.55564805050092,1,0
3570,11,70.83,-99.4155513331997,1,4
2870,11,70.83,-99.4155513331997,1,5
3767,11,70.83,-167.75,1,0
1755,18,70.83,-98.47900837859122,1,1
4054,11,70.83,-99.4155513331997,1,4
3900,11,70.83,-108.87813109617623,1,1
234,0,70.83,-99.4155513331997,1,7
362,36,23.21569055828065,-127.17694505293086,0,7
1814,0,70.83,-83.97302750105037,1,4
