,state_code,lat,lon,lat_zone,bird
1844,49.0,38.41,-80.19,2.0,6.0
521,49.0,38.84,-79.41,2.0,6.0
2633,16.0,39.22,-99.44,2.0,7.0
2552,32.0,42.48,-76.89,2.0,2.0
783,8.0,39.51,-75.55,2.0,1.0
855,32.0,43.89,-74.12,2.0,2.0
2446,32.0,42.34,-78.98,2.0,2.0
14,17.0,37.79,-85.12,2.0,6.0
2871,32.0,42.35,-73.89,2.0,2.0
967,5.0,37.95,-109.05,2.0,5.0
1705,17.0,38.0,-83.5,2.0,6.0
1858,16.0,39.07,-100.89,2.0,7.0
1440,17.0,37.23,-85.45,2.0,6.0
1439,5.0,37.98,-108.34,2.0,5.0
1247,8.0,38.5,-75.5,2.0,1.0
175,16.0,38.76,-99.81,2.0,7.0
1495,8.0,38.92,-75.33,2.0,1.0
2346,49.0,38.4,-79.5,2.0,6.0
2859,32.0,44.83,-74.72,2.0,3.0
2357,32.0,43.5,-74.6,2.0,2.0
1804,8.0,38.67,-75.55,2.0,1.0
3190,16.0,38.31,-98.56,2.0,7.0
740,49.0,38.78,-80.94,2.0,6.0
887,49.0,37.57,-82.15,2.0,6.0
1848,44.0,38.09,-109.85,2.0,0.0
1845,32.0,34.08,-107.03,2.0,3.0
3117,0.0,67.52,-159.29,0.0,8.0
565,44.0,39.75,-109.3,2.0,0.0
3011,8.0,38.71,-75.34,2.0,1.0
196,44.0,40.98,-109.87,2.0,0.0
1795,32.0,42.34,-75.89,2.0,2.0
2379,36.0,35.63,-78.64,2.0,3.0
546,0.0,57.32,-156.35,2.0,8.0
2121,49.0,38.44,-80.71,2.0,6.0
2418,8.0,38.98,-75.43,2.0,1.0
336,32.0,33.63,-108.89,2.0,3.0
490,32.0,42.73,-76.88,2.0,2.0
1643,0.0,67.02,-155.33,0.0,8.0
94,32.0,42.84,-77.37,2.0,2.0
1605,8.0,38.7,-75.7,2.0,1.0
1012,32.0,35.23,-106.45,2.0,3.0
820,49.0,37.71,-81.3,2.0,6.0
868,44.0,39.2,-111.9,2.0,0.0
519,11.0,19.57,-155.64,1.0,4.0
831,16.0,38.3,-95.1,2.0,7.0
2595,11.0,19.6,-155.3,1.0,4.0
2152,17.0,37.74,-86.31,2.0,6.0
2158,32.0,43.97,-74.86,2.0,2.0
3059,0.0,69.1,-151.8,0.0,8.0
737,44.0,37.76,-110.55,2.0,0.0
3067,17.0,38.0,-85.7,2.0,6.0
2374,40.0,36.16,-86.78,2.0,2.0
944,49.0,38.5,-78.85,2.0,6.0
826,32.0,34.5,-107.89,2.0,3.0
2130,17.0,36.67,-84.82,2.0,6.0
672,44.0,40.18,-112.41,2.0,0.0
1748,0.0,55.67,-168.43,2.0,8.0
325,49.0,38.45,-82.36,2.0,6.0
1466,32.0,35.54,-103.01,2.0,3.0
2571,32.0,41.0,-74.5,2.0,2.0
1498,44.0,37.63,-110.91,2.0,0.0
1502,0.0,60.12,-139.38,2.0,8.0
717,0.0,66.45,-153.21,0.0,8.0
1873,0.0,63.51,-151.93,0.0,8.0
3127,17.0,38.1,-85.88,2.0,6.0
449,16.0,37.2,-100.3,2.0,7.0
3038,44.0,41.29,-112.89,2.0,0.0
3193,44.0,37.76,-110.88,2.0,0.0
1892,5.0,39.27,-103.45,2.0,5.0
1988,32.0,33.5,-105.5,2.0,3.0
952,49.0,39.85,-80.65,2.0,6.0
111,11.0,19.56,-155.93,1.0,4.0
448,8.0,38.7,-75.6,2.0,1.0
3073,49.0,39.8,-78.3,2.0,6.0
1266,17.0,37.94,-87.71,2.0,6.0
2188,44.0,37.86,-111.53,2.0,0.0
1453,49.0,38.91,-79.17,2.0,6.0
3148,32.0,33.5,-106.2,2.0,3.0
487,49.0,37.94,-80.98,2.0,6.0
2939,32.0,42.74,-77.39,2.0,2.0
2462,17.0,38.2,-83.4,2.0,6.0
1268,44.0,38.89,-109.23,2.0,0.0
3289,43.0,38.84,-82.41,2.0,6.0
2254,16.0,37.78,-100.65,2.0,7.0
469,5.0,39.28,-103.79,2.0,5.0
2559,49.0,37.75,-80.56,2.0,6.0
2621,32.0,42.1,-73.98,2.0,2.0
2078,0.0,62.17,-160.53,0.0,8.0
1216,16.0,38.5,-95.5,2.0,7.0
2441,0.0,66.98,-157.45,0.0,8.0
2511,44.0,39.41,-112.34,2.0,0.0
1433,11.0,20.34,-156.78,1.0,4.0
559,11.0,20.0,-154.95,1.0,4.0
2698,16.0,39.4,-98.75,2.0,7.0
3185,44.0,39.98,-111.79,2.0,0.0
3108,0.0,64.32,-144.54,0.0,8.0
747,32.0,32.73,-103.98,2.0,3.0
568,8.0,39.5,-75.8,2.0,1.0
35,32.0,42.75,-74.43,2.0,2.0
1170,32.0,42.22,-73.98,2.0,2.0
