,state_code,lat,lon,lat_zone,bird
2226,44.0,39.5,-110.1,2.0,0.0
2852,17.0,38.45,-84.67,2.0,6.0
995,44.0,37.88,-114.23,2.0,0.0
1099,5.0,37.3,-108.5,2.0,5.0
3074,49.0,38.41,-79.93,2.0,6.0
787,17.0,37.5,-85.0,2.0,6.0
1238,17.0,37.4,-85.24,2.0,6.0
2470,0.0,66.82,-156.98,0.0,8.0
1647,8.0,38.8,-75.75,2.0,1.0
2396,8.0,38.67,-75.45,2.0,1.0
2432,44.0,39.56,-112.45,2.0,0.0
536,49.0,38.23,-80.98,2.0,6.0
1083,49.0,39.1,-79.4,2.0,6.0
2395,49.0,38.51,-80.12,2.0,6.0
165,17.0,37.9,-86.0,2.0,6.0
2380,16.0,39.0,-99.5,2.0,7.0
2982,5.0,37.96,-103.76,2.0,5.0
904,44.0,39.12,-109.56,2.0,0.0
1429,44.0,37.32,-110.73,2.0,0.0
3085,16.0,38.24,-95.56,2.0,7.0
2317,17.0,36.61,-86.42,2.0,6.0
553,16.0,37.12,-96.34,2.0,7.0
2357,17.0,37.7,-83.5,2.0,6.0
1293,11.0,21.04,-157.0,1.0,4.0
2682,32.0,32.32,-105.46,2.0,3.0
2502,32.0,41.73,-77.45,2.0,2.0
2733,5.0,39.08,-103.45,2.0,5.0
256,5.0,39.34,-104.45,2.0,5.0
1643,32.0,32.5,-105.7,2.0,3.0
2059,8.0,38.34,-75.98,2.0,1.0
157,5.0,38.3,-102.0,2.0,5.0
1193,49.0,39.55,-80.76,2.0,6.0
2705,5.0,37.59,-104.98,2.0,5.0
2152,32.0,32.86,-105.33,2.0,3.0
635,11.0,20.5,-157.0,1.0,4.0
1750,16.0,38.89,-98.73,2.0,7.0
1656,32.0,35.5,-105.8,2.0,3.0
1009,32.0,43.07,-77.95,2.0,2.0
2868,44.0,37.5,-109.99,2.0,0.0
352,17.0,37.91,-84.28,2.0,6.0
887,44.0,40.84,-110.93,2.0,0.0
2243,8.0,39.75,-75.75,2.0,1.0
2845,44.0,39.87,-112.67,2.0,0.0
1362,18.0,36.89,-84.87,2.0,6.0
756,5.0,37.89,-108.45,2.0,5.0
1187,0.0,65.02,-162.89,0.0,8.0
2410,44.0,39.87,-112.34,2.0,0.0
1123,32.0,42.88,-73.73,2.0,2.0
1686,49.0,39.2,-81.64,2.0,6.0
976,16.0,38.14,-98.45,2.0,7.0
1798,17.0,37.19,-85.16,2.0,6.0
908,32.0,34.67,-107.6,2.0,3.0
1744,8.0,38.88,-75.6,2.0,1.0
1754,44.0,38.91,-110.34,2.0,0.0
2993,49.0,38.45,-79.82,2.0,6.0
1336,8.0,38.68,-75.33,2.0,1.0
938,11.0,19.98,-155.89,1.0,4.0
3129,17.0,38.17,-85.41,2.0,6.0
1095,44.0,38.0,-110.0,2.0,0.0
932,49.0,39.55,-80.91,2.0,6.0
2105,32.0,33.0,-106.0,2.0,3.0
515,17.0,36.98,-86.11,2.0,6.0
806,11.0,21.8,-158.0,1.0,4.0
1866,0.0,65.5,-144.8,0.0,8.0
2813,49.0,38.67,-81.89,2.0,6.0
837,32.0,34.6,-108.0,2.0,3.0
1683,32.0,44.16,-75.76,2.0,2.0
2171,16.0,37.55,-100.73,2.0,7.0
103,49.0,39.13,-79.41,2.0,6.0
783,32.0,35.9,-107.8,2.0,3.0
828,17.0,37.1,-85.4,2.0,6.0
790,11.0,22.0,-159.0,1.0,4.0
954,32.0,34.32,-107.14,2.0,3.0
2436,16.0,38.18,-98.94,2.0,7.0
1763,49.0,39.45,-80.34,2.0,6.0
2155,32.0,41.02,-74.12,2.0,2.0
2967,49.0,38.91,-79.69,2.0,6.0
2049,5.0,39.29,-107.04,2.0,5.0
3032,44.0,38.9,-112.3,2.0,0.0
1274,11.0,19.51,-155.67,1.0,4.0
1057,11.0,19.5,-155.0,1.0,4.0
2996,17.0,36.98,-85.76,2.0,6.0
2460,5.0,38.72,-103.45,2.0,5.0
1547,0.0,62.92,-160.48,0.0,8.0
380,5.0,37.79,-102.34,2.0,5.0
11,49.0,38.13,-79.61,2.0,6.0
1072,11.0,21.0,-155.5,1.0,4.0
2118,11.0,22.0,-159.4,1.0,4.0
1753,16.0,38.12,-97.89,2.0,7.0
2791,32.0,41.56,-74.23,2.0,2.0
2204,0.0,67.62,-160.81,0.0,8.0
2199,5.0,40.48,-106.69,2.0,5.0
1396,11.0,20.18,-156.03,1.0,4.0
1409,5.0,38.0,-102.8,2.0,5.0
2084,49.0,39.34,-80.45,2.0,6.0
1766,49.0,37.98,-81.12,2.0,6.0
2375,49.0,39.6,-80.0,2.0,6.0
1460,44.0,39.99,-112.47,2.0,0.0
541,32.0,35.56,-107.23,2.0,3.0
1715,8.0,38.93,-75.72,2.0,1.0
