,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
174,7,1.0026703992570374,250,0,5915.435956821681,1,98101,159000
32,7,1.0026703992570374,250,0,1688.2988005987818,1,98101,159000
304,7,1.0026703992570374,250,0,173.59494211896686,1,98101,159000
179,7,1.0026703992570374,250,0,5370.664195784711,1,98101,159000
152,7,1.0026703992570374,250,0,0.23,1,98101,915438
62,7,1.058784518695031,250,0,6324.508657471391,0,98101,159000
294,7,1.0026703992570374,250,0,5529.440775048758,1,98101,159000
214,7,1.0026703992570374,250,0,2377.8859892092096,1,98101,159000
303,7,1.0026703992570374,250,0,5113.64683127269,1,98101,159000
301,7,1.0026703992570374,250,0,5943.659594077776,1,98101,159000
246,7,1.0026703992570374,250,0,0.23,1,98101,159000
27,7,1.0026703992570374,250,0,6419.35475626514,0,98101,159000
95,7,1.0026703992570374,250,0,0.23,1,98101,159000
160,7,1.0026703992570374,250,0,0.23,0,98101,159000
25,7,1.0026703992570374,250,0,7191.477797881251,1,98101,159000
82,7,1.0026703992570374,250,0,6778.6507148309975,1,98101,159000
193,6,1.0026703992570374,250,0,730.4470408027497,1,98101,159000
59,7,1.0026703992570374,250,0,0.23,0,98101,159000
107,7,1.0026703992570374,250,0,9835.253910601296,1,98101,159000
65,7,1.0026703992570374,250,0,2325.150119170509,1,98101,159000
87,7,1.0026703992570374,250,0,7766.191010895092,0,98101,159000
37,7,1.0026703992570374,250,0,6388.537466229343,1,98101,159000
248,7,1.0026703992570374,250,0,8054.885468176779,0,98101,159000
190,7,1.0026703992570374,250,0,843.0916312303589,1,98101,159000
154,7,1.0026703992570374,250,0,6765.516399850685,1,98101,159000
106,7,1.0026703992570374,250,0,5483.632653820013,1,98101,159000
283,7,1.0026703992570374,250,0,955.4255136608848,1,98101,159000
194,8,1.0026703992570374,250,0,0.23,0,98101,159000
139,7,1.0026703992570374,250,0,1872.5325939518857,1,98101,159000
239,7,1.0026703992570374,250,0,0.23,1,98101,159000
315,7,1.0026703992570374,250,0,5568.968095505869,0,98101,159000
80,7,1.0026703992570374,250,0,4171.326151868007,0,98101,159000
117,7,1.0026703992570374,250,0,5850.314629622568,0,98101,159000
327,7,1.0026703992570374,250,0,0.23,0,98101,159000
64,7,1.0026703992570374,250,0,0.23,0,98101,159000
121,7,1.0026703992570374,250,0,4731.031521592773,0,98101,159000
325,7,1.0026703992570374,250,0,6299.957028255652,1,98101,159000
268,7,1.0026703992570374,250,0,1354.788621494893,1,98116,159000
198,7,1.0026703992570374,250,0,7427.394058377897,1,98129,159000
52,7,1.0026703992570374,250,0,0.23,1,98101,159000
109,7,1.0026703992570374,250,0,4083.986457345262,1,98101,159000
35,7,1.0026703992570374,250,0,5606.435405777546,0,98101,159000
108,7,1.0026703992570374,250,0,6067.030501207363,0,98101,159000
47,7,1.0026703992570374,250,0,0.23,1,98101,159000
318,7,1.0026703992570374,250,0,5149.176553332967,1,98101,159000
66,7,1.0026703992570374,250,0,3122.672627290627,1,98101,159000
275,7,1.0026703992570374,250,0,9998.0,1,98101,159000
292,7,1.0026703992570374,250,0,0.23,1,98101,159000
291,7,1.0026703992570374,250,0,1760.0655897687848,1,98101,159000
326,7,1.0026703992570374,250,0,699.8260137537341,0,98101,159000
67,7,1.0026703992570374,250,0,2568.18362206458,1,98101,159000
263,7,1.0026703992570374,250,0,2712.0937456518523,1,98101,159000
271,7,1.0026703992570374,250,0,4016.775084250328,1,98101,159000
276,7,1.0026703992570374,250,0,4619.744574953502,1,98101,159000
89,7,1.0026703992570374,250,0,8610.308103750027,1,98101,159000
86,7,1.0026703992570374,250,0,800.6125086014204,0,98101,159000
196,7,1.0026703992570374,250,0,2417.0297642263904,0,98101,159000
118,7,1.0026703992570374,250,0,3204.801003965178,0,98101,159000
17,7,1.0026703992570374,250,0,0.23,1,98101,159000
116,7,1.0026703992570374,250,0,0.23,1,98101,159000
195,7,1.0026703992570374,250,0,5837.34897044691,0,98101,159000
278,7,1.0026703992570374,250,0,3159.706576797832,0,98101,159000
