,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
1677,25,2,109757,8,12,2,2,0,4,1,7606,0,40,37,1
4633,41,2,193944,0,8,0,0,1,4,1,0,0,40,6,0
290,26,2,386450,11,9,4,0,1,4,1,0,0,35,37,0
5243,38,2,188536,11,9,2,0,3,4,1,0,0,40,37,0
3288,50,2,166655,10,9,4,2,1,1,0,0,0,40,38,0
2641,34,2,187604,9,9,2,5,0,4,1,0,0,69,38,0
361,25,2,191230,15,10,0,7,2,4,1,0,0,68,38,0
5976,26,2,167239,11,9,0,2,1,4,1,0,0,49,37,0
3180,18,2,287471,15,10,4,3,3,2,0,0,0,30,38,0
4909,20,2,47539,15,10,4,7,3,4,1,5,0,13,38,0
798,34,2,201075,11,10,4,3,3,2,1,0,0,39,6,0
5265,36,2,114292,10,8,2,1,0,4,1,0,0,39,38,1
2457,25,2,210895,15,10,4,3,1,4,0,0,0,53,38,0
2220,40,4,33098,12,11,2,3,0,4,1,0,1824,45,38,1
4898,36,2,189729,14,13,3,0,0,4,1,0,0,44,38,0
5168,20,2,233839,15,10,4,6,1,4,0,3,0,82,37,0
4611,33,2,244570,9,6,4,5,1,4,0,0,0,44,38,0
338,41,4,191531,11,9,0,6,3,4,0,4,0,24,37,0
1497,49,2,46570,8,12,2,3,0,4,1,1,0,45,38,0
403,33,4,151564,8,9,2,3,0,4,1,2,0,40,38,0
1855,50,4,388021,11,12,2,0,2,4,1,5,0,39,37,0
5081,19,2,155940,14,6,4,0,3,2,0,0,0,40,38,0
2809,49,3,258823,9,6,2,2,0,4,1,3617,0,59,37,0
142,24,2,174928,10,8,2,7,0,4,1,0,0,50,25,0
756,19,2,121119,11,9,4,2,1,4,1,9,0,40,37,0
6017,35,2,373975,8,12,2,4,0,4,1,2264,0,49,37,1
690,57,2,40232,10,13,2,8,0,4,1,0,0,40,38,0
5915,37,2,193156,14,12,4,0,3,4,1,9,0,40,37,1
3985,42,1,258986,10,8,2,7,0,4,0,3595,0,45,38,1
5514,25,2,83249,10,8,5,5,1,4,0,0,0,40,33,0
5764,44,2,206535,15,9,0,0,1,4,0,0,0,60,38,0
1337,39,2,203486,10,8,5,6,3,4,1,0,0,39,25,0
1641,43,2,106392,8,12,2,2,0,4,1,0,0,60,38,1
2282,26,6,229570,10,8,2,3,4,4,0,0,0,40,38,0
6021,48,0,27304,10,8,2,1,0,4,1,4,0,40,37,0
2467,26,0,103041,10,8,4,7,1,4,0,0,0,39,37,0
5411,31,2,186415,11,10,0,1,0,4,1,4,0,40,38,0
5307,47,2,195632,0,10,0,3,1,4,0,3,0,19,38,0
2233,36,2,189550,11,13,2,1,0,4,1,2,0,39,38,0
2861,36,2,329813,11,9,4,0,1,4,1,1,0,40,37,0
2914,24,2,70615,0,13,4,12,0,4,1,0,0,39,38,1
503,36,3,193303,11,9,2,10,0,4,1,0,0,59,37,0
1835,37,5,370571,15,4,2,0,1,4,1,2,0,40,38,0
1462,58,2,184105,15,3,4,6,1,4,1,0,0,40,38,0
5491,34,4,181162,15,9,0,2,1,4,0,5,0,37,38,0
2122,37,4,171126,8,3,2,2,0,4,1,0,0,50,25,0
3182,53,2,110875,11,9,2,10,0,4,1,0,0,39,38,1
2022,21,3,177016,5,10,4,11,3,4,1,0,1814,29,38,0
2895,40,2,403041,10,8,2,4,0,4,1,0,0,55,38,0
3551,36,2,319308,14,9,4,11,3,4,0,0,0,49,37,0
4055,31,2,164991,0,9,4,7,3,2,0,6,0,25,38,0
2335,19,4,134858,11,9,0,0,1,4,1,0,0,45,37,0
1295,20,2,161483,14,7,0,6,1,4,0,0,0,40,38,0
4244,25,2,102567,15,13,4,2,0,4,1,11,0,50,37,0
5765,44,1,79456,15,10,4,11,1,2,1,0,0,40,37,0
2469,61,4,67343,15,12,0,0,3,4,1,4,0,25,38,0
11,49,2,94782,9,11,2,11,0,4,1,0,0,59,38,0
131,36,2,248062,11,9,0,6,1,2,1,0,0,39,38,0
5930,38,4,188064,0,9,0,0,0,4,1,8,0,60,37,0
634,34,2,368077,10,8,2,9,0,4,1,4,1812,59,38,1
4532,27,2,215306,13,4,6,10,4,4,1,0,0,30,38,0
2852,33,4,209360,14,10,5,0,2,4,0,0,0,66,38,0
5466,29,2,431441,0,10,2,3,3,4,1,0,0,53,38,0
232,36,2,162030,15,10,0,10,4,4,0,0,0,19,38,0
84,60,2,356357,14,10,2,1,1,4,1,14914,0,39,37,1
986,53,0,99255,9,9,2,2,0,4,1,4,0,35,37,1
2960,21,4,268368,14,9,4,6,3,2,0,1,0,16,38,0
3065,40,2,123761,7,12,2,3,0,4,1,22185,0,40,37,1
648,41,2,231572,11,7,3,6,0,4,1,0,0,39,38,0
408,21,2,177010,11,9,0,0,4,4,0,0,0,39,38,0
3509,18,2,378701,15,9,4,11,1,4,0,0,0,40,38,0
3702,33,0,380358,14,9,4,7,4,4,0,0,0,14,38,0
3092,51,2,181453,14,9,4,10,1,4,1,0,0,19,38,0
3052,30,2,164670,9,8,2,11,0,4,1,0,0,39,37,1
4409,45,2,40362,10,9,2,9,0,4,1,0,0,39,38,0
3559,19,2,192448,15,3,4,11,4,4,1,2,0,39,38,0
1638,39,2,188804,11,14,2,10,0,4,1,6,0,60,37,1
363,24,0,98883,14,10,4,7,1,4,0,0,0,42,38,0
1479,24,2,43135,14,9,2,4,3,4,1,0,0,45,6,0
3293,32,2,261359,11,8,2,2,0,4,1,4,0,84,38,0
267,43,3,155449,11,9,2,10,0,4,1,0,0,50,37,0
3177,57,2,196924,15,9,0,0,3,4,0,4,0,40,37,0
5392,30,2,129732,15,10,4,5,1,4,0,0,0,39,38,0
1844,43,2,220561,15,10,2,1,5,4,0,2,0,49,37,1
1833,57,2,115447,11,10,2,0,0,4,1,7,0,48,37,1
1538,55,2,356870,0,10,2,4,0,0,1,0,0,49,37,0
3896,30,2,230374,10,9,2,0,0,4,1,2,0,68,38,1
5059,54,4,64775,10,8,2,3,0,4,1,3534,0,49,38,1
172,37,2,99169,14,9,4,7,4,4,1,0,0,40,38,0
269,42,1,44209,11,9,0,0,3,4,0,6,0,82,37,0
5141,37,2,188552,8,8,2,10,0,4,1,7604,0,48,38,0
471,39,2,211874,0,11,0,0,4,4,0,0,0,40,38,0
420,23,4,225853,10,8,0,1,1,4,1,0,0,42,37,0
3138,60,4,78986,5,12,2,10,0,4,1,0,0,45,24,1
2761,23,2,189194,11,9,5,6,3,1,1,0,0,39,37,0
5975,45,2,221278,0,7,2,4,0,4,1,0,0,44,38,0
4010,45,2,187833,8,12,2,4,5,4,0,8,0,35,6,0
2039,30,2,340884,5,7,4,5,0,4,1,0,0,50,37,0
2168,19,2,249969,14,10,4,10,4,4,1,4,0,30,37,0
1864,33,2,306685,11,9,2,12,0,4,1,10,0,35,38,0
